EID,LSCOUNT,LAWAMOUNT
304572,1,13300
304590,6,3229800
304734,1,527800
304773,3,300300
305036,5,446300
305192,3,0
305239,1,26200
305500,1,160000
305828,1,202200
305846,1,80000
305992,1,5900
306211,2,17052400
306525,3,247200
306699,2,92600
306751,1,40000
306846,31,24084200
306955,2,277800
307347,1,27200
307420,3,4950800
307442,1,39900
307607,1,25200
307727,1,14400
307930,2,56000
308024,1,976500
308037,1,7800
308250,1,1400
308348,3,1031300
308402,1,136800
308525,4,51200
308566,2,26500
308667,8,482300
308668,5,49700
308756,1,25700
308785,1,8500000
308822,1,169800
308887,1,0
308911,2,400200
308991,4,2026700
309065,9,148400
309583,3,1548300
309688,5,291900
309710,4,26600
309724,3,82500
309805,1,1382500
309853,8,95000
309992,5,59400
310007,3,27000
310217,1,509100
310280,11,8842100
310501,1,5000
310509,34,3698700
310512,5,560100
310565,3,81600
310579,2,2186900
310647,5,35695800
310742,16,5649600
310757,2,47800
310788,2,61810800
310917,1,8600
310990,8,82100
310996,10,59000
311106,2,405400
311182,1,18500
311211,4,53300
311263,2,377600
311377,8,69200
311450,2,581000
311455,3,566200
311506,3,52600
311567,1,14600
311568,2,1052800
311701,12,155075800
311759,1,41500
311808,2,17600
311880,1,1400
312081,2,491100
312082,1,29200
312132,1,54589700
312138,5,311200
312143,1,3000
312170,1,85000
312630,2,470200
312751,4,6079300
312917,2,222600
312975,1,5675300
313059,1,80800
313075,3,4323600
313094,6,157700
313130,1,63200
313326,4,1213700
313380,3,295700
313604,2,0
313606,1,2200
313644,2,16740600
313650,2,0
313752,1,9069600
313780,1,1408700
313804,4,7850900
313917,2,15200
314025,1,28800
314065,1,23000
314082,1,52400
314110,2,2405800
314127,1,435900
314338,2,243300
314530,1,10500
314549,1,20200
314745,3,18466700
314762,6,12895000
314818,4,806900
314888,2,38000
315038,3,162300
315085,1,504400
315213,1,65500
315586,1,22100
315636,1,50000
315874,1,24000
315892,1,141400
316051,1,33700
316224,1,22500
316441,2,240900
316594,1,200
316599,5,110400
316602,1,15600
316791,14,7210300
316858,2,0
316859,1,311100
316872,1,4500
316923,1,502200
316980,5,984000
317038,3,46400
317145,3,749800
317205,2,3080100
317242,2,244200
317271,1,1000
317317,1,3200
317380,1,33800
317397,7,19769700
317416,5,58900
317443,1,7300
317508,1,202200
317509,2,13349000
317647,2,205800
317659,2,96200
317825,127,5996200
317828,2,498300
317867,2,160000
317950,1,22000
317990,2,72800
318055,3,27500
318141,2,38600
318235,1,30200
318278,19,1496000
318288,3,219100
318390,2,8520600
318415,15,649500
318633,1,10900
318877,6,481900
319146,2,1011400
319149,1,1826200
319171,2,38800
319644,1,6800
319975,3,20255700
320133,7,1379200
320167,1,3000
320318,2,375000
320342,3,150901400
320350,5,426800
320353,5,916100
320433,1,52500
320458,3,22000000
320545,1,1500
320568,2,115700
320574,1,100000
320666,2,9492800
320865,9,97300
320886,1,52400
320887,10,170000
320918,1,35900
320948,1,20540200
321075,1,50000
321122,2,400000
321196,3,1857300
321221,1,4365700
321228,1,3500
321242,1,5500
321272,20,527200
321303,6,957500
321418,1,7000
321471,6,4531800
321553,2,770900
321622,5,100000
321825,2,9400
321856,1,33800
322146,1,240700
322207,8,463900
322554,3,49500
322646,3,179400
322650,1,16100
322660,2,1350400
322773,4,27195400
322798,2,4000
322843,1,0
322858,2,40000
322876,2,37700
322941,1,8300
322973,1,400000
322995,4,8000
323062,1,36000
323125,2,816400
323167,2,60000
323347,4,1853800
323363,1,5067600
323395,3,2725600
323427,5,581600
323474,6,183100
323632,1,9600
323782,45,10751200
323783,2,58800
323854,2,48800
324005,3,60600
324007,1,6300
324253,1,43600
324379,6,1060700
324749,2,50500
325302,2,152800
325378,3,2538600
325401,4,331200
325431,1,189000
325441,6,16780200
325476,2,64000
325536,1,19500
325579,1,18000
326024,1,150000
326145,1,9100
326279,4,134800
326284,2,8739000
326420,7,82800
326476,2,24000
326516,4,51800
326650,22,4451600
326658,1,238200
326755,4,225000
326763,1,2800
326831,1,3041500
327024,1,24900
327070,1,40300
327073,1,43300
327096,6,116500
327265,1,89700
327399,3,110800
327414,1,10900
327443,3,78219000
327455,3,207400
327474,2,100000
327506,1,1420100
327510,2,20000
327707,2,47000
327857,1,81800
328262,1,102600
328381,16,412600000
328404,1,19100
328415,1,10600
328513,1,1500000
328587,2,4016500
328651,4,1200
328671,1,124300
328779,4,527600
328834,2,301400
328865,1,1867200
328889,7,211400
328896,6,535100
328901,2,62400
329101,15,5182300
329146,3,716370000
329203,2,5003800
329535,2,37500
329569,1,992200
329808,3,481300
329893,2,1308400
329949,1,8000
330103,4,35200
330183,2,3757200
330188,12,109945700
330487,6,79900
330510,10,734700
330715,1,891300
330869,1,6200
331155,9,56966000
331452,13,5969300
331480,1,924900
331524,3,91509500
331868,8,25164800
331977,3,200100
331995,1,2000
332082,8,106481400
332191,1,418800
332289,1,78800
332291,1,20167300
332469,1,48200
332554,1,19900
332565,1,195100
332580,1,93300
332585,5,1062000
332880,1,22300
333010,1,1200
333065,5,47100
333141,4,0
333237,5,2469300
333395,2,1157000
333463,1,127700
333493,1,40000
333717,1,2475300
333778,5,253000
334075,4,520800
334085,2,33800
334159,57,4533600
334203,3,4462500
334244,1,53600
334563,1,1200
334573,1,8000
334760,3,16692600
334899,2,102100
334996,2,997600
335119,24,5763900
335150,17,154100
335159,4,792100
335168,6,0
335176,1,75000
335275,1,190200
335285,10,688400
335302,4,553900
335369,4,1507100
335531,1,1454400
335703,1,18800
335777,1,10700
335886,2,62300
335960,2,48000
336009,35,14226400
336098,1,2800000
336141,2,27600
336152,2,36100
336299,2,1346200
336358,1,0
336394,1,76000
336442,1,3000
336572,15,7067900
336615,2,76800
336664,1,0
336735,3,12900
336762,1,298400
336848,2,8000
336888,2,0
336902,3,20000
337212,2,12585500
337340,2,128600
337555,12,1332500
337574,1,35000
337621,1,17200
337636,2,440800
337828,2,50700
337878,2,369600
338009,4,374800
338029,2,110400
338062,5,448500
338315,8,6314300
338334,1,135200
338387,2,4800
338458,4,37400
338494,1,252500
338501,3,51975100
338505,2,70768700
338651,16,134283700
338702,1,801600
338718,1,11600
338722,3,6000000
339015,1,0
339060,4,345800
339069,2,10800
339126,1,18140800
339237,3,2970000
339265,1,19700
339280,1,701300
339284,1,1013800
339409,1,174300
339560,2,101800
339671,1,12100
339703,1,13000
339801,2,14500
339846,1,174500
339990,4,306100
340005,2,215400
340065,1,35000
340243,3,17900
340291,2,384000
340444,3,246300
340535,1,8300
340686,3,606229700
341076,4,47223700
341339,2,9600
341343,1,150000
341381,2,177400
341385,1,34000
341425,2,176500
341477,4,397800
341645,3,26000
341778,1,0
341937,1,167700
341981,3,360300
342100,4,18200
342336,5,123200
342492,1,31100
342602,2,3135800
342680,1,5000
342805,2,104200
342842,1,63800
342917,6,3717600
342922,3,56100
342943,4,245200
342987,2,49800
343472,1,12600
343585,4,8914000
343645,9,4750000
343902,2,22200
343963,3,309000
344002,1,128000
344038,3,6336900
344108,2,4037300
344172,1,5600
344205,4,1092400
344422,5,1424400
344480,4,5579100
344637,26,905800
344649,1,93800
345017,2,120000
345138,7,246900
345148,2,200
345398,22,3578100
345422,1,2500
345670,1,275400
345891,5,159944500
345908,3,1767500
345942,1,105800
346001,1,134200
346046,3,457500
346095,3,4332900
346112,6,11804500
346113,1,15900
346278,1,241200
346337,8,261100
346356,2,9200
346358,5,175400
346536,3,86400
346586,8,1384500
346624,7,73800
346790,1,98500
346901,1,200000
346995,1,49800
347048,1,13100
347086,2,26700000
347166,1,67600
347169,7,2899000
347178,2,109200
347278,4,3445100
347292,3,3053600
347459,2,864800
347703,1,0
347949,1,30000
348018,1,128100
348147,1,31300
348349,1,39000
348754,1,224100
348780,1,415400
348813,1,980500
348924,1,10500
348968,4,24570600
349160,4,97200
349248,1,380500
349319,4,935700
349326,6,7794600
349350,7,161200
349380,2,118800
349611,1,43100
349631,1,141100
349904,2,1165800
349966,1,0
350142,1,79000
350331,1,23500
350517,1,401000
350578,1,7000
350674,1,24800
350694,1,550000
350756,2,1446000
350804,1,10100
350822,5,9200
350839,2,382400
351000,3,1106700
351407,13,887600
351475,2,41800
351482,2,6000000
351513,3,6651600
351530,4,111465900
351733,1,227300
351773,1,20100
351861,2,5727000
351913,1,50900
351918,1,1497600
351926,7,14910500
351929,2,141800
351968,2,1833200
351978,1,60000
351992,8,564720300
352106,1,19800
352124,1,442600
352303,2,10700
352418,2,50000
352595,1,618200
352650,2,15000
352776,4,29000
352795,2,17200
352859,8,156661100
352949,4,32967200
352978,1,130200
353031,1,28100
353175,1,5200
353253,12,99768400
353497,15,217400
353575,4,0
353685,4,144400
353779,1,0
353826,17,632500
353831,2,40000
354074,3,0
354249,1,37900
354386,4,754200
354387,1,57200
354474,1,8800
354494,2,1574300
354533,4,47864100
354557,1,7100
354678,1,300
354737,1,337200
354742,1,963300
354823,4,100699800
354921,1,9160000
355009,2,1800
355018,1,14131200
355051,1,2527100
355101,2,98600
355173,6,23000
355185,2,46700
355271,5,0
355366,1,0
355373,1,160100
355481,1,0
355483,2,6061600
355548,5,241387200
355640,2,2855800
355679,2,195000
356002,5,73200
356020,2,25900
356079,2,18900
356171,3,300000
356214,2,69600
356248,3,731500
356268,2,8000
356424,1,25000
356521,2,1105200
356530,2,58000
356824,5,2005800
356874,1,60000
356898,1,716800
356969,1,2200000
356998,2,5800
357018,2,28200
357057,1,31600
357067,1,25000
357149,4,5978700
357178,2,272600
357289,1,32900
357452,1,80000
357454,1,0
357619,1,27000
357643,1,2300
357896,1,4100
357908,1,181100
357974,1,65000
358254,2,88200
358289,5,9655900
358539,6,88800000
358610,2,8600
358684,1,6000
358698,1,1696900
358721,1,194500
358730,1,38000
358764,2,447600
358861,22,740500
359013,2,31100
359067,1,502900
359170,1,10000
359282,7,7582600
359292,3,330900
359511,3,18000
359516,1,20100
359575,1,266600
359647,1,740000
359659,1,10000
359686,2,255200
359770,2,39800
359804,1,8100
359904,1,15500
360089,1,208000
360184,1,0
360276,6,3452100
360408,1,363400
360476,3,391600
360824,1,3700
360829,1,14300
360915,2,140000
360922,27,1176700
360959,2,121185400
361579,4,123700
361717,12,4088700
361741,2,13714000
361785,2,42000
361792,1,23300
361833,1,600
361866,2,20000
361910,3,1299200
361952,4,60300
362200,3,40087400
362571,2,64000
362646,2,3799200
362734,246,24733300
362736,2,124200
363030,3,70691000
363378,1,71000
363495,2,1278400
363602,3,320000
363673,1,65000
363870,1,6800
363929,1,126900
364109,7,888900
364199,1,20000
364254,1,57500
364331,2,226600
364638,1,143200
364700,12,544100
364726,1,70800
364761,3,2281400
364889,2,7400
364998,1,167700
365022,2,543200
365080,1,364400
365305,1,3100000
365426,1,43500
365583,2,218800
365613,1,628600
365885,1,1080000
365914,1,2168100
365994,1,8700
366007,28,852300
366079,1,638500
366084,1,5542300
366135,3,3113600
366197,2,2200000
366249,4,30400
366417,3,14700
366480,1,1933500
366528,2,62400
366639,26,20327500
366804,3,51300
366844,1,22700
366925,1,26000
367012,1,263700
367013,5,241400
367067,2,16400
367070,6,469000
367119,2,258200
367190,1,14600
367312,3,82400
367353,2,92000
367459,1,65400
367499,2,80000
367507,2,11000000
367527,4,239900
367565,2,16200
367581,4,18400
367682,4,5954000
367687,1,0
367708,1,366700
367723,2,3608900
367836,2,118600
368025,2,12000000
368177,4,105000
368178,4,2862000
368180,1,1519500
368334,4,760200
368408,1,4041200
368575,2,314200
368592,2,6000
368653,3,33500
368902,1,132100
369024,1,101200
369094,3,3053400
369332,1,2500
369392,1,10600
369497,1,0
369523,1,28600
369652,1,10005800
369936,1,154400
369960,4,2392000
369985,1,23000
370089,2,10900
370107,10,296000
370187,7,211918500
370419,3,94500
370477,1,928800
370552,21,17431200
370556,2,11400
370590,1,0
370669,3,607200
370715,3,240000
370961,4,440400
370999,2,532800
371175,5,267800
371261,1,150800
371357,1,90000
371400,1,67200
371484,3,98000
371553,4,175400
371617,1,5100
371846,1,5300
371851,2,60400
371876,2,32200
371916,2,427200
372194,1,568500
372414,6,37700
372474,33,5767900
372836,4,176000
372854,2,0
372901,1,900
373007,1,30500
373129,5,130200
373162,1,80000
373235,1,25300
373256,20,58119800
373389,3,5649400
373514,1,0
373553,71,2222500
373601,1,28000
373672,2,7700
373685,1,33380000
373708,42,28677800
373801,1,0
373950,1,401200
373953,4,95400
373973,3,242700
374010,3,6651600
374127,1,19000
374272,2,1584200
374305,1,0
374314,3,305100
374801,2,15400
374940,2,3000
374995,1,0
375014,2,0
375142,3,1202200
375262,4,133300
375635,4,43700
375774,1,8700
375795,1,31400
375836,2,60000
375956,1,264800
376010,1,1735000
376342,7,11840300
376375,4,1101900
376403,1,99900
376408,2,2380000
376595,1,5000
376739,2,4316400
376787,1,10000
376845,1,28800
377149,2,440600
377213,2,111800
377231,6,173400
377251,3,18000
377302,7,88200
377324,1,139500
377425,3,181500
377455,1,0
377459,4,1131100
377508,1,336400
377571,1,1100000
377594,1,1045500
377796,10,10753100
377945,1,4500
378047,13,726600
378050,1,7500
378085,3,180000
378104,2,22100
378143,1,169500
378471,2,9500
378571,6,1142200
378579,1,32800
378659,24,111300
378700,1,940000
378787,2,55400
378803,1,6300
378804,2,112800
378817,31,572800
379004,3,1223200
379179,1,100000
379428,4,20900
379570,2,539000
379661,2,499000
379842,1,76000
379919,2,37400
380013,2,14000
380050,1,50400
380141,9,45987900
380295,1,129100
380388,4,21864900
380429,4,9700
380458,1,20000
380467,3,709800
380474,2,1889500
380791,1,100500
380825,4,857900
380849,1,167300
380895,2,43100
380897,2,20000
380980,2,4657200
381068,1,137900
381069,2,43200
381121,3,26400
381217,2,198400
381277,1,71200
381285,3,10400
381286,1,359800
381408,2,3713200
381447,2,14600
381453,1,36900
381477,1,3600
381500,1,19500
381514,2,57100
381770,1,3500
381837,4,162000
381897,2,0
381901,6,430600
381914,2,0
382303,4,20050500
382368,1,450000
382513,5,67000
382620,2,590100
382636,5,47700
382721,4,567600
382746,1,33400
382859,3,42900
382874,1,21500
382926,2,573800
382981,3,341100
383106,2,58000
383200,2,98500
383245,1,49600
383257,2,10800
383427,3,631500
383535,30,387200
383644,6,56100
383730,3,19200
383804,6,2500000
383922,1,10078000
384074,2,52100
384316,5,86800
384356,2,6468200
384371,8,87200
384374,1,104500
384394,1,6000
384432,14,93961100
384473,1,10900
384576,4,1527900
384923,23,267981500
385253,2,472800
385428,1,29400
385432,1,18600
385529,1,257500
385668,4,25645200
385769,90,9679500
385782,2,8000
385859,1,17000
385889,23,23400
385899,2,35200
386042,1,4750000
386101,5,426700
386222,3,2229900
386324,2,138900
386381,1,0
386504,8,338700
386520,1,14700
386612,2,147400
386700,3,587100
386862,2,509400
386907,16,11426000
386931,1,178200
386940,4,32200
387241,1,86500
387260,7,383100
387282,1,50000
387473,3,17700
387488,1,1200
387564,2,1299400
387590,1,82100
387745,1,5700
387790,5,7468800
387883,1,10900
387924,2,272800
388028,1,0
388055,1,12500
388156,1,2500
388173,1,135400
388636,1,767500
388710,1,13900
388804,3,474600
388841,4,858100
388948,23,105354300
389033,15,611500
389070,7,290600
389313,1,302100
389510,1,0
389549,1,185000
389661,2,2704500
389722,10,239500
389781,1,17637900
389831,9,1759500
389854,2,14900
389893,2,0
390015,3,36800
390255,1,18700
390288,3,40200
390345,1,274000
390377,1,158600
390388,1,175500
390612,2,67000
390855,2,22900
390938,2,228800
391137,3,1026900
391166,1,108800
391275,1,3400
391424,2,77200
391503,1,0
391525,13,7179600
391564,2,20000
391634,2,129600
391767,5,97800
391926,1,17800
392038,7,9982500
392071,3,1207900
392439,1,157500
392536,2,36000
392573,2,179400
392734,3,50800
392753,3,14200
392801,1,51400
392815,1,5400
392824,1,15300
392883,2,20000
392900,1,0
392950,1,13600
393033,4,630800
393053,2,47700
393196,1,6800
393201,1,58400
393240,2,309000000
393321,1,44800
393794,2,8600
393822,4,140595600
393927,9,218800
394154,3,1706100
394230,7,1511100
394376,1,5900
394405,2,22000
394460,3,89500
394535,1,67900
394550,1,670400
394838,2,1772200
394890,6,74900
394933,3,4923900
395163,2,14200
395167,1,24900
395231,4,129600
395272,2,333400
395468,5,4381800
395502,2,692800
395559,11,12194000
395592,7,199800
396242,1,414500
396244,2,1002000
396612,6,532000
396674,7,20916500
396826,1,35000
396869,3,2334400
396990,2,16705400
397026,2,339600
397032,11,34656500
397100,4,611200
397235,8,45900
397259,2,188000
397268,3,16500
397390,1,976300
397402,1,122400
397579,4,48880800
397631,1,6028400
397726,8,197700
397841,1,206100
398037,1,4166700
398151,1,400000
398198,1,489200
398477,1,92100
398494,1,20000
398530,1,34300
398533,1,8800
398534,3,563000
398590,2,100600
398619,72,467700
398645,1,4600
398665,1,70000
398708,1,13680400
398909,2,0
398942,4,663900
399092,1,15500
399157,12,3991300
399224,2,140000
399334,9,368300
399486,6,2182300
399491,5,33467500
399741,1,13000
399803,2,13000
399881,1,7700
400057,2,2000
400107,3,990000
400354,1,30000
400495,1,318000
400665,3,30000
400770,2,110000
400777,1,41200
400814,4,155500
400986,1,10100
400994,14,15154700
401053,2,52200
401145,1,888800
401149,20,679000
401151,9,3528300
401156,2,24200
401333,2,22921700
401482,16,8092600
401547,6,2675000
401593,4,18200
401612,2,32000
401634,1,4000
401649,1,24400
401723,1,14000
401731,12,142200
401781,1,881900
401952,2,6600
402045,6,6778600
402053,1,740000
402229,3,6369600
402266,1,4800
402277,2,7500000
402333,1,2027800
402387,1,1620000
402396,5,25500
402399,11,42603600
402485,1,27100
402621,6,265000
402711,1,500
402879,1,264400
403039,2,24000000
403083,2,997200
403173,2,38600
403278,2,0
403329,1,15000
403572,3,84000
403633,4,0
403775,1,100000
403785,17,396600
403998,4,3920000
404023,1,47200
404125,2,383200
404128,1,1822500
404191,18,891800
404194,2,45400
404254,5,218500
404320,1,1400000
404440,4,561100
404632,1,21600
404648,1,0
404677,1,54500
404710,2,134800
404875,2,6058200
405088,4,20662200
405392,1,400
405460,22,2693000
405486,2,61800
405508,4,257300
405811,3,243600
405964,1,34300
406131,1,30000
406418,1,200000
406569,2,4617200
406607,1,72600
406669,13,3681100
406794,1,751400
406852,1,143100
406946,1,8000
407061,1,40000
407237,1,7200
407355,25,362600
407418,4,264700
407440,1,30000
407475,7,1018800
407590,4,82200
407603,7,291300
407726,1,6947500
407933,1,15000
408067,3,60000
408272,1,3400
408343,1,8700
408385,2,60400
408543,3,188100
408617,1,609400
408645,9,225500
408795,2,16300
408806,1,3800
408845,1,25000
408938,18,16973800
409033,1,7600
409059,1,31800
409113,3,759000
409211,28,166600
409365,2,18900
409508,1,25600
409701,2,883600
409816,1,182000
410000,2,84200
410235,2,150000
410308,1,60000
410466,2,41000
410514,2,22800
410615,1,0
410776,2,7736700
410777,7,957400
410817,2,24000
410874,2,13510000
410901,1,80000
411062,2,600000
411222,2,20000
411356,3,255000
411557,8,6387100
411580,4,24600
411584,3,6350000
411754,1,0
411771,1,3164200
411778,1,5500
411815,1,38600
411856,1,5024600
411887,2,16400
411953,1,14300
411998,2,100000
412048,2,5680400
412052,1,291700
412109,6,2143200
412158,2,99000
412232,1,2600
412286,1,2871600
412650,1,2000000
412659,1,9400
412753,1,15400
412885,1,0
412916,1,23600
412928,1,1880900
412950,2,856100
413468,2,16800
413524,5,1580300
413615,1,500000
413652,2,20000000
413771,3,399900
413818,1,538700
413895,1,19800
414008,6,9624700
414176,1,308700
414263,2,24200
414283,4,3682800
414304,1,5900
414652,3,1150500
414709,1,0
414743,1,396900
415196,4,64600
415291,2,330000
415522,1,54298600
415556,2,362800
415623,1,6600
415671,1,24000
415692,2,107100
416281,1,57600
416400,1,11100
416527,14,715700
416577,4,170000
416618,4,1463200
416716,6,1266200
416775,2,675600
416796,1,2280000
416840,3,8886000
416843,2,22200
416963,1,23400
417055,4,279700
417129,1,9497600
417434,1,38300
417452,1,102300
417459,1,59900
417640,1,6000
417742,1,1146800
417862,1,1840900
417883,2,86200
417908,1,15800
417920,1,190600
417963,2,324200
418043,3,27500
418060,14,34300000
418089,7,31900000
418469,1,3150000
418473,1,19000
418545,2,220000
418762,2,4000
418774,3,2688700
419244,2,40102800
419408,2,16000000
419442,3,344800
419617,1,130600
419810,1,800
419947,10,7409000
420089,3,143700
420166,3,20116100
420233,8,877670400
420234,3,135600
420500,2,2800
420745,20,32827900
420758,1,93200
420765,36,544400
420908,1,5600
421084,2,99000
421270,4,946400
421315,1,71200
421428,1,327200
421468,3,23358600
421540,1,6364300
421640,2,583400
421659,2,29600
421814,7,117600
421833,1,24000
421857,1,3600
422015,1,20000000
422030,1,11900
422056,2,13200
422180,5,1088300
422489,2,1400
422747,1,148400
422825,1,38000
422826,1,1740000
423224,1,73300
423242,1,40700
423317,2,67700
423351,1,3200
423425,1,104600
423446,6,1411200
423783,2,63600
423784,2,32600
423841,1,5100
423938,2,40000000
423997,1,51000
424015,4,2163900
424049,1,30000
424107,1,36000
424143,1,9400
424204,1,18000
424637,2,2372000
424657,1,10000
424708,2,313000
424812,2,3400
424897,1,300
424985,1,82527200
425052,8,125300
425251,2,1121000
425376,1,12500
425614,1,1547500
425698,5,1822200
425707,3,66600
425745,2,654600
425779,5,13500
425839,3,283200
425858,2,1361400
425953,3,20100
426004,11,269500
426008,97,1437100
426019,2,97600
426027,1,21400
426033,11,151100
426042,1,38000
426136,1,10200
426451,1,130800
426585,1,4500
426615,3,27500
426661,2,51900
426748,7,697779800
426882,1,124000
426950,2,32200
426955,3,46100
426976,1,2500
427064,3,300000
427123,22,10692500
427130,1,583800
427228,1,1250000
427501,1,11800
427589,1,8782900
427701,7,752300
427704,1,206000
427734,8,640000
427896,1,49500
427909,2,380000
427951,9,533400
428018,3,7095000
428155,3,76800
428361,1,7195900
428372,1,723600
428495,14,1100
428502,7,7033900
428527,3,682400
428554,2,13400
428594,1,230600
428692,1,1300000
428724,1,42500
428775,6,892300
429044,1,166800
429109,1,572400
429137,1,66600
429373,1,30000
429585,2,43600
429630,1,3660000
429700,2,400000
429741,3,1290200
429838,2,115600
429910,3,68000
430035,116,3023500
430053,4,49183000
430157,2,0
430252,2,4600
430311,3,165700
430319,2,1528600
430401,2,120000
430527,2,3500
430583,2,11000
430896,2,3080100
430913,4,97600
430935,2,848100
431056,1,107000
431110,4,103600
431319,1,566500
431358,5,62400
431438,1,48000
431440,14,154700
431577,15,414000
431682,1,13100
431833,3,1414100
431883,4,211600
431902,2,266000
431932,1,20500
431970,1,5100
432180,2,33200
432193,4,376400
432437,5,51000
432449,1,400000
432533,2,600000
432836,2,0
432851,2,36600
432981,1,18100
433116,10,567100
433317,3,307600
433403,9,331100
433415,1,12900
433792,4,34400
433815,2,34600
433896,1,22400
433966,2,2104200
434047,1,48200
434062,1,301300
434112,1,9000
434177,3,81900
434192,1,103600
434196,2,8500
434209,69,31913000
434302,1,27300
434383,1,678700
434638,2,0
434756,2,100700
434909,2,7000000
434945,2,4225600
435007,13,134396500
435150,1,4500000
435276,2,69000
435464,1,122000
435667,6,2125900
435839,2,300
435878,3,459900
435920,2,330000
436030,1,4880600
436052,1,52500
436072,2,64800
436122,1,131000
436124,1,20200
436158,2,9602000
436292,88,5683400
436318,24,184306400
436387,1,7400
436426,2,46400
436487,4,4800200
436523,2,61300
436675,2,100000
436961,2,10000
437192,1,55400
437264,1,472600
437281,2,125800
437288,11,2093000
437462,2,555400
437510,1,480200
437578,1,80000
437681,2,2633000
437720,271,8913900
438020,1,1749900
438080,93,3541100
438111,1,51500
438215,3,186000
438528,1,1000000
438551,4,400800
438632,1,36400
438640,2,25260000
438700,2,395800
438762,1,16400
438809,1,700
438857,1,183600
439097,5,25900
439231,1,10000
439426,1,15200
439472,1,68300
439509,7,258600
439587,1,152200
439618,1,126400
439683,1,48100
439691,2,90400
439882,8,888600
439938,1,21200
439959,1,495900
440174,3,209700
440241,2,8800000
440262,3,20800
440268,1,4000
440315,2,5000
440380,8,437600
440430,2,93600
440433,2,20400
440974,23,879000
440984,1,0
441345,3,76100
441417,4,5400
441474,1,8200
441537,2,1164200
441597,1,0
441668,1,27200
441725,2,215300
441770,9,207400
441776,1,3000
441811,1,4900
441980,1,6000
441997,1,51100
442080,3,351600
442160,1,4600
442183,1,21800
442253,1,1000
442395,7,3323200
442400,3,267000
442519,1,6200
442634,1,36700
442646,1,42600
442734,3,9000
442752,5,933200
442860,3,5300
443144,3,105900
443257,1,9000
443441,1,468500
443483,2,18000
443531,2,17500
443583,1,154000
443721,16,215600
443932,1,546700
443986,1,35900
443998,2,120000
444066,1,1492800
444165,1,338000
444228,2,15500
444246,2,33500
444492,5,17568900
444521,1,52900
444570,3,261800
444639,2,171500
444642,1,59100
444786,1,102000
444898,3,289400
444902,3,1899600
444926,96,6548600
444933,2,72000
444966,1,10000
444982,1,2000
445003,1,80000
445161,7,4405800
445417,2,164200
445552,4,22000
445564,1,2000
445659,1,61300
445757,1,70300
445773,1,100000
445870,1,7000
445892,1,2900000
445913,1,8100
445923,2,171400
445927,2,11800
445967,40,14404900
446120,1,9779000
446123,3,59400
446271,2,27800
446279,1,9945700
446297,1,0
446500,1,0
446503,7,175600
446524,4,453000
446596,5,0
446674,2,0
446801,2,508800
446953,1,140000
447146,4,1572700
447159,1,2230000
447197,2,50200
447278,1,14528200
447363,4,293200
447437,1,91000
447473,26,12386900
447510,2,735500
447806,2,2439800
447813,3,191700
447850,1,10000
447913,2,29830000
447948,2,390000
448151,2,782400
448430,1,51100
448446,1,2200
448555,1,7000
448615,2,226000
448635,3,903000
448685,2,55800
448774,2,1259000
448860,2,30000000
448891,2,38000
449059,1,19500
449114,2,43000
449209,4,6006600
449236,1,12600
449294,3,33900
449355,1,122800
449468,5,1713800
449722,2,4600
449793,2,7700
449886,2,983600
450017,2,6000
450065,1,13500
450095,2,953200
450169,1,49400
450186,3,130800
450260,1,253300
450324,1,11400
450365,2,1910200
450375,1,13100
450687,2,127200
450730,2,12000000
450757,2,6930200
450878,6,1391700
450993,1,18800
451115,2,1369000
451295,2,224800
451378,1,0
451446,7,1136800
451583,1,202200
451587,3,5469300
451658,3,618400
451974,1,53000
451975,2,4700
451995,5,365400
452240,1,10200
452273,8,154900
452280,3,8000
452290,88,6658300
452400,1,3097200
452441,4,122700
452442,4,12614300
452580,1,14959800
452608,1,38100
452797,3,11045200
452859,2,2644700
452878,8,53723100
452916,1,59000
453299,2,8400
453416,3,22400
453775,3,3660600
453783,21,543700
453787,25,1092400
453794,1,35100
453836,1,13900
453887,1,72700
453996,11,1009300
454001,1,29000
454065,4,114000
454087,1,6000
454156,2,830200
454185,1,1127800
454201,3,121300
454354,2,202800
454403,1,58900
454622,1,148700
454767,3,23282600
454857,2,6600000
454951,3,339600
455071,1,160100
455110,2,77800
455113,3,280600
455346,1,108000
455395,3,170700
455575,1,2000
455593,2,228800
455639,5,1110600
455653,1,56100
455656,3,142200
455663,2,0
455747,1,43500
455866,1,7700
455961,1,259000
456025,1,344800
456280,1,40500
456371,21,738285000
456457,1,36000
456545,2,75600
456669,1,406300
456732,1,300
456744,1,1900
456952,1,19800
457021,3,1959900
457077,1,2302100
457232,2,113879300
457399,4,297600
457488,2,383600
457585,1,40900
457688,1,22700
457827,1,11500
457902,1,2200
457923,1,500
458013,1,32000
458040,2,60000
458173,2,16800
458233,2,2700
458245,4,71200
458296,2,350600
458313,1,56800
458810,1,150000
458853,2,38000
458862,8,67611000
459167,3,19668300
459183,5,24208300
459374,2,300000
459400,2,140000
459420,2,2520000
459442,6,4210800
459531,5,76400
459608,2,172600
459836,6,66400
460026,1,1550000
460147,1,45900
460253,4,7600
460304,1,6000
460461,2,15800
460609,2,5225400
460634,2,20200
460824,1,508800
461029,3,2201400
461030,8,30523000
461055,1,64800
461152,2,124000
461247,2,416800
461371,1,786900
