EID,WSIN,WSEND,BSIN,BSEND,INCOUNT,ENDCOUNT
262966,1,,,,1,
263025,,,1,1,1,1
263041,,,2,,2,
263057,,,1,,1,
263067,,,1,,1,
263084,,,4,,4,
263119,1,1,2,,3,1
263125,,,1,,1,
263127,1,,,,1,
263176,,,1,,1,
263195,1,,,,1,
263209,,,1,,1,
263237,,,2,,2,
263256,,,1,,1,
263269,1,1,,,1,1
263335,1,,3,,4,
263336,,,3,1,3,1
263351,1,,3,,4,
263369,,,1,,1,
263423,,,1,1,1,1
263437,4,,2,,6,
263448,1,,,,1,
263472,1,,,,1,
263521,,,1,,1,
263585,1,1,,,1,1
263599,,,3,,3,
263636,1,,2,,3,
263682,,,35,15,35,15
263688,,,1,,1,
263718,5,2,5,4,10,6
263725,,,1,1,1,1
263727,,,1,,1,
263756,6,,2,,8,
263889,1,1,,,1,1
263899,,,1,,1,
263901,,,1,,1,
263922,1,,,,1,
263994,,,1,,1,
264010,1,,1,,2,
264016,,,1,,1,
264017,4,4,1,1,5,5
264025,,,1,,1,
264068,1,1,,,1,1
264103,2,,,,2,
264111,2,,,,2,
264113,,,1,,1,
264126,,,1,,1,
264333,,,2,1,2,1
264346,,,1,1,1,1
264364,2,,,,2,
264412,,,1,1,1,1
264429,,,1,,1,
264478,1,,,,1,
264494,1,1,,,1,1
264515,3,1,2,1,5,2
264517,7,,1,,8,
264539,,,1,,1,
264571,,,2,,2,
264597,,,1,,1,
264601,,,1,,1,
264640,8,,,,8,
264664,,,1,,1,
264706,,,1,,1,
264712,,,1,,1,
264760,2,,,,2,
264777,,,2,,2,
264812,1,,1,,2,
264813,,,1,,1,
264826,,,1,,1,
264834,1,,6,,7,
264845,1,,,,1,
264882,,,1,1,1,1
264898,1,,1,,2,
264909,,,1,,1,
264939,,,1,1,1,1
264941,3,,,,3,
265013,2,2,1,,3,2
265015,1,1,,,1,1
265017,1,,1,,2,
265018,1,,6,2,7,2
265024,,,1,,1,
265049,1,1,1,,2,1
265050,,,1,,1,
265056,1,,,,1,
265111,3,,,,3,
265119,,,2,1,2,1
265124,2,,,,2,
265156,2,,,,2,
265204,,,2,1,2,1
265225,,,1,,1,
265263,,,2,2,2,2
265295,10,,12,1,22,1
265318,,,1,,1,
265326,1,,,,1,
265340,,,1,,1,
265355,,,1,,1,
265368,1,,2,,3,
265466,1,,,,1,
265475,,,1,,1,
265479,6,4,3,,9,4
265491,,,1,,1,
265523,1,,,,1,
265569,1,,,,1,
265580,1,,,,1,
265587,,,1,,1,
265614,1,1,,,1,1
265648,1,,,,1,
265650,,,1,,1,
265654,1,,1,,2,
265655,,,1,,1,
265660,3,,,,3,
265690,4,2,8,,12,2
265707,1,,,,1,
265828,,,1,,1,
265864,2,1,,,2,1
265884,2,,,,2,
265913,,,1,,1,
265921,,,1,,1,
265930,,,1,,1,
265935,,,3,,3,
265964,1,,1,,2,
265993,1,,,,1,
266006,,,1,,1,
266103,1,1,1,,2,1
266134,,,1,,1,
266135,1,1,,,1,1
266138,1,,,,1,
266155,,,1,,1,
266163,,,2,,2,
266220,1,,,,1,
266232,1,1,12,7,13,8
266303,,,1,1,1,1
266323,3,,,,3,
266348,,,1,,1,
266439,,,1,,1,
266447,,,1,,1,
266464,,,1,,1,
266477,,,1,,1,
266512,,,1,,1,
266525,4,,,,4,
266528,,,1,1,1,1
266575,,,1,,1,
266589,,,1,1,1,1
266633,1,,,,1,
266673,1,,,,1,
266720,,,1,,1,
266751,,,3,,3,
266768,1,,3,,4,
266785,,,1,,1,
266815,1,,,,1,
266869,,,2,,2,
266894,1,,1,,2,
266928,1,,,,1,
266954,,,1,,1,
266964,,,2,,2,
266969,1,1,,,1,1
267019,,,2,2,2,2
267037,1,,,,1,
267146,,,1,,1,
267198,1,,,,1,
267210,,,1,,1,
267229,,,1,,1,
267251,1,,,,1,
267255,1,,1,,2,
267262,,,1,,1,
267265,,,6,1,6,1
267275,,,1,,1,
267329,,,8,5,8,5
267356,1,1,1,,2,1
267365,,,10,4,10,4
267420,3,,2,,5,
267442,,,1,,1,
267521,1,,2,,3,
267542,1,,1,,2,
267550,1,,,,1,
267568,1,,,,1,
267619,,,1,,1,
267629,,,2,,2,
267663,,,1,,1,
267666,,,2,,2,
267674,,,1,1,1,1
267714,,,1,1,1,1
267761,,,1,,1,
267773,90,,4,,94,
267813,1,1,,,1,1
267825,1,,2,,3,
267847,,,1,,1,
267857,,,1,,1,
267866,,,1,,1,
267893,4,2,1,,5,2
267896,1,,,,1,
267902,1,,,,1,
267915,1,,,,1,
267922,,,1,,1,
267976,1,,,,1,
267983,1,,12,,13,
268043,,,1,1,1,1
268053,,,1,,1,
268058,,,5,2,5,2
268082,,,3,,3,
268083,,,1,,1,
268090,,,1,,1,
268114,,,1,,1,
268200,,,1,,1,
268283,,,3,1,3,1
268310,,,1,,1,
268325,1,,1,,2,
268354,6,,1,,7,
268399,,,1,,1,
268407,2,,1,,3,
268413,,,1,,1,
268531,2,,,,2,
268540,2,,1,,3,
268550,,,1,,1,
268594,,,2,,2,
268611,1,,,,1,
268695,,,1,,1,
268716,,,1,,1,
268724,,,1,,1,
268794,,,4,2,4,2
268808,,,1,,1,
268834,2,,6,,8,
268891,1,,2,,3,
268900,1,,,,1,
269008,,,3,,3,
269025,,,1,,1,
269028,,,1,,1,
269032,2,1,1,,3,1
269060,,,1,,1,
269096,1,1,3,,4,1
269131,1,1,,,1,1
269235,,,1,1,1,1
269272,,,2,,2,
269361,,,1,,1,
269371,4,,5,3,9,3
269382,,,2,,2,
269390,2,,,,2,
269410,,,2,,2,
269467,1,,,,1,
269490,,,1,,1,
269595,,,1,,1,
269608,1,,,,1,
269610,,,1,,1,
269611,1,,,,1,
269617,1,,,,1,
269634,,,1,1,1,1
269642,,,2,,2,
269666,1,1,2,,3,1
269675,,,2,,2,
269679,3,1,2,1,5,2
269737,,,1,,1,
269748,,,1,,1,
269749,,,2,,2,
269773,1,,,,1,
269785,1,,,,1,
269831,,,1,,1,
269835,2,,,,2,
269837,3,,,,3,
269839,1,,,,1,
269902,2,,,,2,
269971,2,1,,,2,1
269994,1,,,,1,
270057,,,1,,1,
270074,,,1,,1,
270089,,,1,,1,
270129,,,1,,1,
270171,2,,1,,3,
270198,,,1,,1,
270253,1,,,,1,
270283,,,2,,2,
270287,,,1,,1,
270308,2,,3,,5,
270314,,,1,,1,
270316,,,1,,1,
270328,,,4,,4,
270330,1,,4,1,5,1
270337,,,1,,1,
270344,1,,,,1,
270361,,,5,,5,
270369,,,1,1,1,1
270370,1,,,,1,
270401,,,1,,1,
270454,1,,,,1,
270552,,,1,,1,
270594,7,5,,,7,5
270618,1,,4,,5,
270627,,,1,,1,
270670,,,1,,1,
270675,1,,,,1,
270733,1,,2,,3,
270770,,,1,,1,
270837,,,1,,1,
270841,1,,,,1,
270883,,,1,,1,
270894,1,,1,,2,
270917,1,,,,1,
270944,,,1,,1,
270967,,,1,,1,
271005,,,1,,1,
271006,1,,2,,3,
271041,,,9,1,9,1
271178,1,,,,1,
271207,,,1,,1,
271229,,,1,,1,
271247,1,1,1,,2,1
271255,,,1,,1,
271301,1,,,,1,
271326,1,,1,,2,
271361,1,,,,1,
271367,,,1,,1,
271373,1,,1,,2,
271380,,,1,,1,
271467,4,,9,2,13,2
271475,1,,3,,4,
271531,,,1,,1,
271549,,,3,1,3,1
271573,,,1,,1,
271576,,,1,,1,
271578,1,,,,1,
271585,,,1,,1,
271593,2,,1,,3,
271628,,,4,,4,
271744,1,,2,,3,
271746,11,7,,,11,7
271798,,,2,,2,
271815,2,,2,,4,
271857,,,1,,1,
271864,2,2,,,2,2
271875,,,1,,1,
271890,,,4,2,4,2
271907,3,,2,,5,
271988,1,1,1,1,2,2
271991,2,1,,,2,1
272159,,,1,,1,
272177,5,,1,,6,
272197,,,4,1,4,1
272199,2,,,,2,
272228,,,1,,1,
272230,,,1,,1,
272286,2,,2,,4,
272308,,,1,,1,
272333,,,1,,1,
272344,,,1,,1,
272355,2,,,,2,
272364,,,1,,1,
272371,,,1,,1,
272398,,,10,5,10,5
272427,7,5,8,1,15,6
272438,1,,1,,2,
272457,,,1,,1,
272511,,,1,,1,
272524,,,2,,2,
272531,1,,7,,8,
272542,,,1,,1,
272543,,,1,,1,
272563,,,2,,2,
272572,,,2,,2,
272605,1,,,,1,
272607,,,2,,2,
272621,,,1,,1,
272663,1,1,,,1,1
272774,,,1,,1,
272833,,,27,,27,
272865,1,,,,1,
272896,1,,1,,2,
272908,1,,,,1,
272926,,,1,,1,
272937,2,,7,,9,
272965,1,,,,1,
272967,,,1,,1,
273014,93,14,,,93,14
273021,7,2,1,,8,2
273035,,,3,,3,
273047,1,,,,1,
273051,,,1,,1,
273063,8,6,1,,9,6
273087,2,,1,1,3,1
273117,,,2,,2,
273129,,,1,,1,
273220,,,1,1,1,1
273239,1,1,,,1,1
273244,1,,,,1,
273299,1,,1,,2,
273304,1,,,,1,
273339,,,1,,1,
273400,,,1,,1,
273404,,,1,1,1,1
273417,,,1,,1,
273463,16,11,13,5,29,16
273468,1,,,,1,
273508,,,1,,1,
273541,1,,,,1,
273546,,,1,,1,
273554,,,1,,1,
273595,,,1,,1,
273641,,,1,,1,
273701,1,,,,1,
273705,,,1,,1,
273762,,,1,,1,
273765,4,,1,,5,
273795,1,,,,1,
273874,5,1,1,,6,1
273876,5,,3,,8,
273878,,,1,,1,
273881,1,,2,,3,
273883,3,,1,,4,
273987,1,1,,,1,1
273990,1,,,,1,
274015,1,,,,1,
274024,1,,2,,3,
274027,,,1,,1,
274175,,,1,,1,
274195,1,1,,,1,1
274225,,,1,1,1,1
274245,,,2,2,2,2
274262,,,1,,1,
274273,,,8,2,8,2
274286,1,,,,1,
274289,,,1,,1,
274327,,,1,,1,
274405,6,1,2,,8,1
274411,6,,3,1,9,1
274427,,,1,,1,
274439,,,1,,1,
274457,,,4,,4,
274480,,,1,,1,
274485,,,1,,1,
274505,,,1,,1,
274537,,,2,1,2,1
274543,,,1,,1,
274559,1,,1,,2,
274574,3,,2,,5,
274603,1,,2,,3,
274605,2,1,1,,3,1
274615,1,1,,,1,1
274619,,,1,,1,
274635,1,,,,1,
274646,,,1,,1,
274650,2,,4,2,6,2
274665,1,1,2,1,3,2
274720,,,1,,1,
274726,,,1,,1,
274733,,,2,,2,
274787,1,,,,1,
274831,2,,,,2,
274885,1,,,,1,
274887,,,1,,1,
274891,,,1,1,1,1
274894,1,1,,,1,1
274931,,,1,,1,
274974,1,,,,1,
275014,1,,1,,2,
275033,,,1,,1,
275036,,,2,,2,
275068,,,1,,1,
275083,1,,1,,2,
275100,,,1,1,1,1
275122,2,1,2,,4,1
275130,2,1,2,,4,1
275134,,,1,,1,
275159,,,1,,1,
275160,,,1,1,1,1
275173,1,,,,1,
275207,,,2,,2,
275248,,,1,,1,
275323,1,,,,1,
275337,1,,,,1,
275367,,,1,,1,
275380,1,,,,1,
275406,,,1,,1,
275427,,,1,,1,
275439,,,1,1,1,1
275454,,,1,,1,
275460,2,1,7,1,9,2
275463,,,4,3,4,3
275486,,,1,,1,
275499,1,,,,1,
275582,1,,,,1,
275629,,,2,,2,
275688,1,,,,1,
275690,1,1,,,1,1
275695,1,,1,,2,
275772,,,1,,1,
275783,,,5,1,5,1
275799,,,1,1,1,1
275826,1,,,,1,
275857,,,1,,1,
275864,3,1,1,,4,1
275915,,,1,,1,
275938,2,,1,,3,
275969,,,1,,1,
275971,3,1,,,3,1
276035,,,1,,1,
276036,,,1,,1,
276061,,,1,,1,
276099,1,,2,,3,
276104,6,2,1,,7,2
276189,1,,,,1,
276193,19,,,,19,
276197,,,1,,1,
276240,,,3,1,3,1
276277,,,2,2,2,2
276444,2,,5,2,7,2
276459,,,1,,1,
276473,,,2,,2,
276474,,,1,,1,
276475,,,3,,3,
276514,,,1,,1,
276557,1,,,,1,
276603,3,2,,,3,2
276605,,,1,1,1,1
276616,,,2,,2,
276637,1,,,,1,
276659,,,1,,1,
276676,,,1,,1,
276689,,,3,,3,
276753,1,,,,1,
276812,,,1,,1,
276813,1,1,,,1,1
276876,1,1,,,1,1
276878,,,1,,1,
276930,,,1,,1,
276992,,,1,,1,
277018,1,,,,1,
277025,,,5,,5,
277028,,,1,,1,
277030,,,2,,2,
277044,,,1,,1,
277045,1,,,,1,
277091,2,1,2,,4,1
277096,7,,,,7,
277099,,,1,,1,
277131,1,,,,1,
277177,,,1,,1,
277178,,,1,,1,
277210,5,2,,,5,2
277237,3,,,,3,
277243,,,2,,2,
277257,1,,1,,2,
277265,,,1,1,1,1
277311,,,1,,1,
277328,1,,,,1,
277363,1,,,,1,
277376,,,1,,1,
277382,,,1,,1,
277405,1,,,,1,
277428,1,,,,1,
277437,,,2,2,2,2
277441,3,1,,,3,1
277498,1,,,,1,
277512,2,,2,,4,
277533,,,4,,4,
277589,,,1,,1,
277597,,,1,,1,
277605,,,2,,2,
277670,1,,,,1,
277685,,,1,,1,
277687,,,1,,1,
277697,1,,,,1,
277720,2,,,,2,
277736,,,2,,2,
277782,13,3,6,,19,3
277855,,,35,11,35,11
277921,,,1,,1,
278034,1,1,2,,3,1
278052,1,,,,1,
278063,2,2,,,2,2
278064,1,,1,,2,
278067,2,1,,,2,1
278126,1,1,3,,4,1
278139,,,1,,1,
278143,4,,3,2,7,2
278180,,,1,,1,
278216,,,29,14,29,14
278253,,,2,,2,
278260,1,,1,,2,
278275,,,1,,1,
278343,,,3,,3,
278358,,,2,,2,
278381,1,,4,,5,
278388,,,1,,1,
278415,1,,,,1,
278445,1,1,,,1,1
278482,,,1,,1,
278521,8,3,4,2,12,5
278531,1,,,,1,
278552,,,1,1,1,1
278566,1,,,,1,
278614,,,1,,1,
278642,,,1,,1,
278658,3,1,2,,5,1
278675,1,,,,1,
278722,,,1,,1,
278747,8,1,9,1,17,2
278766,,,1,,1,
278779,,,1,,1,
278797,1,,,,1,
278818,1,,1,,2,
278885,1,,,,1,
278926,,,3,,3,
278939,7,1,3,,10,1
279043,,,1,,1,
279058,,,1,,1,
279242,,,1,,1,
279251,7,,2,1,9,1
279370,,,1,,1,
279375,2,,1,,3,
279397,,,2,,2,
279435,,,1,,1,
279454,,,1,,1,
279470,1,,,,1,
279498,3,1,,,3,1
279513,865,8,9,,874,8
279528,2,2,4,,6,2
279552,1,,6,1,7,1
279631,,,1,,1,
279719,1,,,,1,
279885,,,1,,1,
279893,1,,4,,5,
279904,8,1,4,,12,1
279944,,,1,,1,
279945,1,,,,1,
279970,1,,,,1,
280016,1,,,,1,
280051,3,1,1,,4,1
280065,2,,,,2,
280069,1,,,,1,
280103,,,2,,2,
280122,,,3,2,3,2
280134,1,1,,,1,1
280202,,,1,,1,
280278,1,,,,1,
280315,1,,,,1,
280338,,,1,1,1,1
280383,1,,,,1,
280398,,,2,,2,
280403,,,1,,1,
280446,3,3,8,3,11,6
280448,,,3,2,3,2
280465,10,,,,10,
280494,,,2,,2,
280498,,,1,,1,
280505,1,,,,1,
280621,2,,1,,3,
280626,1,,1,,2,
280641,,,2,1,2,1
280650,1,,,,1,
280692,1,,,,1,
280694,,,1,,1,
280753,,,1,,1,
280755,,,1,,1,
280872,,,2,2,2,2
280923,2,,,,2,
280938,,,1,1,1,1
281012,3,1,,,3,1
281024,1,1,2,,3,1
281041,1,,,,1,
281050,12,2,4,,16,2
281066,1,,,,1,
281070,,,1,,1,
281083,15,,,,15,
281171,1,1,,,1,1
281173,2,,1,,3,
281183,1,,,,1,
281232,1,,1,,2,
281242,,,1,,1,
281244,,,2,,2,
281257,,,1,,1,
281280,1,,,,1,
281338,1,,,,1,
281351,,,1,,1,
281357,37,2,5,,42,2
281392,1,,,,1,
281497,2,1,5,,7,1
281499,1,,1,,2,
281543,1,,,,1,
281559,1,,,,1,
281581,3,2,,,3,2
281594,1,,5,,6,
281621,,,3,1,3,1
281683,5,4,1,1,6,5
281688,,,1,,1,
281765,1,,1,,2,
281767,2,,,,2,
281781,1,1,,,1,1
281785,,,1,,1,
281793,,,1,,1,
281796,,,1,,1,
281846,,,1,,1,
281891,,,4,3,4,3
281894,,,1,,1,
282007,,,1,,1,
282009,,,1,,1,
282067,,,1,,1,
282078,,,1,1,1,1
282128,,,2,,2,
282129,1,,1,,2,
282155,1,,1,,2,
282157,4,3,7,5,11,8
282209,,,1,1,1,1
282259,,,1,,1,
282267,4,,,,4,
282280,,,3,1,3,1
282285,,,1,,1,
282289,,,5,,5,
282334,1,1,,,1,1
282352,1,,,,1,
282373,,,1,,1,
282386,,,1,,1,
282447,2,1,,,2,1
282477,1,,,,1,
282489,,,2,,2,
282514,,,1,1,1,1
282592,4,,3,,7,
282612,,,1,,1,
282613,,,1,,1,
282632,,,1,,1,
282657,1,,3,,4,
282674,1,1,,,1,1
282691,,,2,,2,
282692,,,1,,1,
282705,,,2,1,2,1
282717,1,,1,,2,
282721,,,2,1,2,1
282726,,,21,12,21,12
282742,,,1,,1,
282789,,,3,,3,
282851,,,1,,1,
282874,,,1,,1,
282910,,,1,,1,
282926,,,1,,1,
282949,,,1,,1,
282957,,,1,,1,
283018,,,1,,1,
283031,1,,,,1,
283032,2,,,,2,
283060,,,1,1,1,1
283064,3,2,3,2,6,4
283072,1,1,,,1,1
283103,2,1,1,,3,1
283154,3,,,,3,
283198,,,1,,1,
283228,1,,,,1,
283233,1,,,,1,
283239,9,,,,9,
283244,,,8,2,8,2
283256,,,1,,1,
283263,,,2,1,2,1
283264,1,,,,1,
283294,,,3,2,3,2
283317,,,1,,1,
283323,,,1,,1,
283355,,,1,1,1,1
283390,1,,,,1,
283395,1,1,3,,4,1
283407,40,,5,,45,
283463,,,1,1,1,1
283467,,,2,,2,
283503,,,1,,1,
283506,1,,1,,2,
283564,,,1,,1,
283590,,,1,1,1,1
283636,,,1,1,1,1
283688,1,,,,1,
283689,1,,,,1,
283742,1,,7,,8,
283751,2,,1,,3,
283787,,,1,1,1,1
283798,,,1,,1,
283827,3,,1,,4,
283859,1,1,,,1,1
283924,,,1,,1,
283937,,,1,,1,
283971,,,2,,2,
283982,,,1,,1,
283983,2,,,,2,
283990,,,2,,2,
284084,1,,,,1,
284107,,,1,,1,
284136,1,,,,1,
284138,1,,1,,2,
284160,1,1,,,1,1
284172,,,1,,1,
284201,,,1,,1,
284240,,,1,,1,
284254,,,1,,1,
284259,2,,,,2,
284260,,,1,,1,
284264,,,1,1,1,1
284287,37,1,3,,40,1
284301,,,1,,1,
284306,1,1,,,1,1
284360,5,,,,5,
284385,1,1,,,1,1
284386,,,1,,1,
284421,1,,,,1,
284466,4,1,3,,7,1
284507,6,1,8,1,14,2
284528,,,1,,1,
284584,,,1,,1,
284640,1,,,,1,
284645,3,,1,,4,
284696,1,,1,,2,
284704,1,,,,1,
284767,,,1,,1,
284794,,,2,,2,
284809,,,2,,2,
284854,2,,,,2,
284971,3,,,,3,
284991,,,1,,1,
285017,1,,,,1,
285018,1,,,,1,
285028,1,,,,1,
285109,1,,,,1,
285112,,,1,,1,
285159,7,1,1,,8,1
285169,1,,,,1,
285172,2,,,,2,
285191,3,,2,,5,
285240,3,,4,1,7,1
285283,1,,4,,5,
285319,1,,1,1,2,1
285341,,,5,4,5,4
285382,2,,4,,6,
285387,,,1,,1,
285399,,,1,,1,
285460,2,,1,,3,
285485,,,2,,2,
285529,1,,,,1,
285546,2,,1,,3,
285550,,,2,,2,
285557,,,3,,3,
285564,,,1,,1,
285604,1,,,,1,
285709,,,2,,2,
285716,,,1,,1,
285728,,,1,1,1,1
285803,2,,1,,3,
285857,2,,,,2,
285868,2,,,,2,
285872,,,1,,1,
285928,,,1,,1,
285985,,,1,,1,
286063,1,,,,1,
286082,,,1,1,1,1
286144,,,1,,1,
286184,1,1,,,1,1
286218,1,1,1,,2,1
286296,,,1,,1,
286351,4,,,,4,
286365,,,7,1,7,1
286368,1,,,,1,
286413,1,,,,1,
286452,1,1,,,1,1
286486,,,1,,1,
286487,,,1,,1,
286503,1,,2,,3,
286529,,,1,,1,
286537,,,10,,10,
286544,1,,,,1,
286566,1,,1,,2,
286624,,,1,,1,
286626,,,1,,1,
286628,,,1,,1,
286660,1,,6,4,7,4
286797,1,1,,,1,1
286826,1,,,,1,
286828,2,,,,2,
286838,,,1,,1,
286839,1,,,,1,
286871,,,2,,2,
286876,2,,3,,5,
286989,1,,,,1,
287008,,,1,,1,
287024,17,,3,,20,
287062,3,,10,,13,
287146,,,1,,1,
287162,,,1,,1,
287171,,,1,,1,
287182,2,,,,2,
287211,1,,,,1,
287242,,,1,,1,
287248,3,,,,3,
287250,1,,1,1,2,1
287311,,,1,,1,
287321,,,1,1,1,1
287337,,,1,,1,
287338,1,1,,,1,1
287363,,,2,,2,
287374,,,1,,1,
287376,,,1,,1,
287422,,,1,,1,
287437,2,2,2,,4,2
287512,1,,,,1,
287533,2,,3,,5,
287538,1,,1,,2,
287561,,,1,,1,
287584,,,2,,2,
287600,27,4,22,5,49,9
287616,3,,1,,4,
287620,,,1,,1,
287668,1,,,,1,
287677,1,,4,1,5,1
287682,1,,,,1,
287684,1,,,,1,
287691,,,1,,1,
287710,1,,2,,3,
287713,13,13,4,2,17,15
287761,1,1,,,1,1
287777,,,4,,4,
287782,,,1,,1,
287864,,,5,,5,
287870,,,9,2,9,2
287906,,,1,,1,
287920,5,,,,5,
287927,1,,,,1,
287944,,,1,,1,
288039,1,,,,1,
288069,1,,,,1,
288087,8,,1,,9,
288092,,,1,1,1,1
288139,16,3,2,,18,3
288181,1,,,,1,
288196,4,,5,,9,
288204,,,1,,1,
288249,,,1,,1,
288281,,,1,,1,
288283,,,1,,1,
288293,1,,,,1,
288323,1,1,,,1,1
288362,,,1,,1,
288367,3,1,3,,6,1
288368,,,1,,1,
288405,,,1,,1,
288418,,,1,,1,
288440,1,1,,,1,1
288449,,,1,,1,
288460,1,1,2,,3,1
288496,7,2,,,7,2
288502,1,,1,,2,
288636,1,,,,1,
288646,,,3,,3,
288649,1,,,,1,
288670,1,,,,1,
288673,1,,,,1,
288783,1,,,,1,
288846,,,1,,1,
288936,1,,1,,2,
288954,9,,2,,11,
288996,,,1,,1,
289003,,,2,1,2,1
289025,,,2,1,2,1
289042,1,,,,1,
289071,,,1,,1,
289075,,,1,,1,
289123,5,4,2,2,7,6
289160,1,1,,,1,1
289188,,,2,1,2,1
289223,5,,4,,9,
289243,,,1,,1,
289256,4,,1,,5,
289265,2,,,,2,
289285,1,,,,1,
289299,,,3,,3,
289314,,,2,,2,
289321,,,1,,1,
289341,1,1,,,1,1
289355,,,1,,1,
289384,,,1,,1,
289389,,,1,,1,
289400,,,1,1,1,1
289401,1,,1,,2,
289407,,,1,,1,
289422,,,1,,1,
289428,,,2,,2,
289444,1,,,,1,
289449,,,1,,1,
289454,,,8,2,8,2
289497,1,,5,,6,
289530,1,1,,,1,1
289538,,,1,,1,
289552,,,2,1,2,1
289554,,,1,,1,
289575,1,,,,1,
289583,21,1,1,,22,1
289590,1,,,,1,
289622,8,,1,,9,
289636,,,1,1,1,1
289658,,,1,1,1,1
289666,2,1,3,,5,1
289677,,,1,,1,
289683,1,,,,1,
289687,1,,,,1,
289766,,,2,1,2,1
289826,,,8,4,8,4
289844,,,1,,1,
289876,,,2,1,2,1
289969,1,,,,1,
289973,,,1,,1,
289982,1,1,,,1,1
290040,,,2,2,2,2
290050,1,,,,1,
290066,,,1,1,1,1
290068,1,,1,,2,
290079,,,6,2,6,2
290112,1,,,,1,
290135,1,,,,1,
290167,,,1,,1,
290266,,,1,,1,
290268,1,,,,1,
290289,,,1,,1,
290315,,,1,,1,
290392,,,1,,1,
290404,,,2,,2,
290447,,,2,,2,
290464,1,,,,1,
290527,3,2,3,,6,2
290562,18,2,18,4,36,6
290582,2,2,1,1,3,3
290585,1,,1,,2,
290593,2,,,,2,
290613,,,1,,1,
290628,1,,3,1,4,1
290637,1,,1,,2,
290638,10,6,3,2,13,8
290648,12,1,1,1,13,2
290682,1,,,,1,
290705,2,,,,2,
290724,1,,,,1,
290725,1,,1,,2,
290760,,,1,,1,
290781,,,1,,1,
290785,,,8,7,8,7
290786,1,,2,,3,
290800,,,1,,1,
290872,,,1,1,1,1
290879,4,1,,,4,1
290892,,,1,1,1,1
290913,3,,2,,5,
290982,1,,,,1,
291011,,,1,,1,
291038,,,2,1,2,1
291048,,,1,,1,
291077,1,,,,1,
291078,,,1,,1,
291125,,,1,,1,
291127,2,,,,2,
291151,,,1,,1,
291179,,,1,,1,
291188,,,7,1,7,1
291217,,,1,,1,
291294,,,1,,1,
291301,,,4,,4,
291304,6,,2,,8,
291362,1,,,,1,
291382,,,1,,1,
291394,2,,,,2,
291426,,,1,,1,
291466,1,,,,1,
291495,,,2,,2,
291580,,,2,,2,
291641,,,4,,4,
291715,,,1,,1,
291716,1,1,,,1,1
291718,3,,8,,11,
291750,,,9,,9,
291770,2,,7,1,9,1
291774,,,1,,1,
291778,,,1,,1,
291808,,,1,1,1,1
291832,1,,,,1,
291862,1,,,,1,
291883,,,1,,1,
291888,,,1,,1,
291903,,,1,,1,
291910,4,2,1,1,5,3
291967,,,1,,1,
291981,1,,1,,2,
292000,2,,,,2,
292021,1,,3,,4,
292048,,,1,,1,
292060,,,1,,1,
292118,1,,,,1,
292137,,,1,,1,
292139,2,,1,,3,
292159,,,1,,1,
292166,,,1,,1,
292167,,,1,,1,
292200,,,2,,2,
292216,,,1,,1,
292258,2,2,,,2,2
292290,,,1,,1,
292390,,,1,,1,
292432,,,1,,1,
292493,,,2,,2,
292494,1,1,,,1,1
292501,2,,1,,3,
292534,4,3,,,4,3
292535,,,1,,1,
292570,,,4,,4,
292572,,,2,,2,
292648,1,,1,,2,
292652,1,1,,,1,1
292671,1,,1,,2,
292720,4,2,,,4,2
292755,,,1,,1,
292771,,,1,,1,
292822,,,7,4,7,4
292885,,,1,,1,
292978,1,,,,1,
293027,1,,,,1,
293043,,,1,1,1,1
293049,,,1,,1,
293110,,,3,1,3,1
293153,1,,,,1,
293170,,,1,,1,
293186,,,2,,2,
293242,,,1,,1,
293279,,,1,,1,
293291,,,1,1,1,1
293292,1,,1,,2,
293355,,,3,,3,
293384,1,,,,1,
293423,1,,,,1,
293431,2,,1,1,3,1
293439,1,,,,1,
293494,1,,2,,3,
293508,1,,,,1,
293528,,,1,,1,
293588,1,,,,1,
293592,1,,1,,2,
293593,,,1,,1,
293608,,,1,,1,
293651,,,1,,1,
293666,,,1,,1,
293702,,,1,,1,
293726,1,,1,,2,
293749,1,,,,1,
293763,19,8,1,,20,8
293813,1,,,,1,
293830,,,1,,1,
293849,2,1,,,2,1
293860,,,1,,1,
293871,,,1,,1,
293875,4,,,,4,
293879,,,1,,1,
293880,,,1,,1,
293882,,,1,1,1,1
293941,1,,2,,3,
293953,1,,,,1,
293957,,,1,,1,
293965,3,1,2,,5,1
294022,,,1,1,1,1
294024,1,1,,,1,1
294047,1,,,,1,
294058,1,1,,,1,1
294069,,,4,,4,
294131,2,,,,2,
294136,,,1,,1,
294139,,,1,,1,
294184,,,2,,2,
294191,1,,,,1,
294204,1,,,,1,
294253,1,,,,1,
294259,,,3,,3,
294380,,,1,1,1,1
294392,1,1,3,,4,1
294417,,,2,,2,
294461,,,1,,1,
294526,1,,,,1,
294527,1,,,,1,
294653,,,3,,3,
294666,1,,8,,9,
294688,1,,,,1,
294729,1,,2,,3,
294780,,,3,1,3,1
294788,1,,,,1,
294817,1,,,,1,
294844,3,2,2,,5,2
294867,1,,,,1,
294910,1,1,,,1,1
294926,1,,,,1,
295001,2,,,,2,
295003,1,,,,1,
295008,,,1,,1,
295026,5,,,,5,
295052,,,1,,1,
295070,,,1,,1,
295089,1,,,,1,
295130,,,2,,2,
295141,,,1,1,1,1
295152,4,,,,4,
295189,3,1,4,,7,1
