EID,PROCOUNT,BS_PROCOUNT,WS_PROCOUNT,BS_RATE
210167,1,0,1,0.0
210321,2,1,1,0.5
210341,3,3,0,1.0
210379,1,1,0,1.0
210541,1,0,1,0.0
210647,3,3,0,1.0
210726,2,2,0,1.0
210818,5,5,0,1.0
211196,55,55,0,1.0
211223,2,2,0,1.0
211257,1,1,0,1.0
211283,8,8,0,1.0
211284,1,0,1,0.0
211475,8,2,6,0.25
211583,4,4,0,1.0
211713,1,1,0,1.0
211743,5,5,0,1.0
211946,3,3,0,1.0
212022,1,1,0,1.0
212119,1,0,1,0.0
212238,17,17,0,1.0
212344,1,0,1,0.0
212428,2,2,0,1.0
212530,4,4,0,1.0
212702,1,1,0,1.0
212878,2,2,0,1.0
212888,1,1,0,1.0
212975,1,1,0,1.0
213045,1,0,1,0.0
213067,21,21,0,1.0
213145,5,5,0,1.0
213223,1,1,0,1.0
213227,4,0,4,0.0
213248,1,1,0,1.0
213381,2,2,0,1.0
213396,4,4,0,1.0
213435,10,10,0,1.0
213449,1,1,0,1.0
213539,4,4,0,1.0
213552,1,1,0,1.0
213786,1,0,1,0.0
213948,1,1,0,1.0
214095,2,0,2,0.0
214116,1,1,0,1.0
214224,2,2,0,1.0
214314,1,1,0,1.0
214367,2,2,0,1.0
214401,2,1,1,0.5
214445,7,7,0,1.0
214501,1,0,1,0.0
214518,2,2,0,1.0
214893,1,0,1,0.0
215259,4,4,0,1.0
215267,2,0,2,0.0
215496,1,1,0,1.0
215769,1,0,1,0.0
215800,3,0,3,0.0
216174,11,9,2,0.8181818181818182
216254,41,40,1,0.975609756097561
216351,1,1,0,1.0
216450,6,6,0,1.0
216566,1,1,0,1.0
217058,31,28,3,0.9032258064516129
217200,3,0,3,0.0
217226,1,0,1,0.0
217295,2,0,2,0.0
217332,2,2,0,1.0
217339,5,5,0,1.0
217576,3,1,2,0.3333333333333333
217845,2,0,2,0.0
217900,1,1,0,1.0
217946,1,1,0,1.0
218212,27,27,0,1.0
218326,3,3,0,1.0
218352,8,0,8,0.0
218463,7,5,2,0.7142857142857143
218479,7,0,7,0.0
218498,1,1,0,1.0
218549,5,3,2,0.6
218551,1,0,1,0.0
218575,838,89,749,0.10620525059665871
218721,17,4,13,0.23529411764705882
218740,1,1,0,1.0
218790,1,1,0,1.0
218903,7,0,7,0.0
218963,1,1,0,1.0
219010,13,13,0,1.0
219167,1,0,1,0.0
219291,2,0,2,0.0
219378,2,2,0,1.0
219379,1,0,1,0.0
219444,2,1,1,0.5
219458,1,1,0,1.0
219734,1,1,0,1.0
219934,1,1,0,1.0
220041,2,1,1,0.5
220082,6,6,0,1.0
220140,1,1,0,1.0
220179,1,1,0,1.0
220190,2,0,2,0.0
220244,6,1,5,0.16666666666666666
220298,1,1,0,1.0
220308,1,0,1,0.0
220369,4,1,3,0.25
220377,11,10,1,0.9090909090909091
220544,5,5,0,1.0
220600,5,0,5,0.0
220616,1,0,1,0.0
220657,1,1,0,1.0
220668,1,1,0,1.0
220896,2,0,2,0.0
221295,4,4,0,1.0
221347,1,0,1,0.0
221429,1,0,1,0.0
221500,4,2,2,0.5
221795,7,1,6,0.14285714285714285
222165,1,1,0,1.0
222228,42,22,20,0.5238095238095238
222499,1,0,1,0.0
222548,1,1,0,1.0
222607,1,1,0,1.0
222748,9,6,3,0.6666666666666666
222841,2,2,0,1.0
223304,14,0,14,0.0
223344,1,1,0,1.0
223345,1,1,0,1.0
223467,8,2,6,0.25
223661,1,0,1,0.0
223707,1,1,0,1.0
223821,2,0,2,0.0
223909,2,2,0,1.0
223943,9,2,7,0.2222222222222222
224070,3,3,0,1.0
224166,1,0,1,0.0
224236,1,0,1,0.0
224258,1,1,0,1.0
224299,1,0,1,0.0
224375,1,1,0,1.0
224519,3,3,0,1.0
224584,30,3,27,0.1
224853,6,6,0,1.0
225186,6,6,0,1.0
225187,1,1,0,1.0
225407,1,0,1,0.0
225464,11,3,8,0.2727272727272727
225594,1,1,0,1.0
225596,1,1,0,1.0
225601,8,8,0,1.0
225619,10,5,5,0.5
225695,1,0,1,0.0
225948,1,1,0,1.0
225977,8,1,7,0.125
226038,1,0,1,0.0
226069,1,1,0,1.0
226081,5,0,5,0.0
226299,1,0,1,0.0
226378,12,12,0,1.0
226429,2,0,2,0.0
226487,6,5,1,0.8333333333333334
226505,1,1,0,1.0
226517,6,6,0,1.0
226554,1,1,0,1.0
226582,3,3,0,1.0
226591,24,24,0,1.0
226699,1,1,0,1.0
226714,1,1,0,1.0
226759,2,0,2,0.0
227163,17,17,0,1.0
227362,5,5,0,1.0
227364,1,0,1,0.0
227492,1,1,0,1.0
227510,4,4,0,1.0
227599,3,0,3,0.0
227620,1,0,1,0.0
227649,2,2,0,1.0
227774,1,1,0,1.0
227858,5,5,0,1.0
227975,2,0,2,0.0
228018,2,2,0,1.0
228025,1,1,0,1.0
228105,5,5,0,1.0
228128,4,2,2,0.5
228519,1,1,0,1.0
228570,2,0,2,0.0
228639,3,0,3,0.0
228733,4,0,4,0.0
228834,1,1,0,1.0
228998,1,1,0,1.0
229093,1,0,1,0.0
229184,2,2,0,1.0
229304,1,0,1,0.0
229313,1,0,1,0.0
229410,1,1,0,1.0
229479,4,0,4,0.0
229509,1,1,0,1.0
229638,2,2,0,1.0
229817,6,6,0,1.0
229878,2,2,0,1.0
229895,1,1,0,1.0
229917,2,1,1,0.5
230124,1,1,0,1.0
230151,1,1,0,1.0
230198,9,9,0,1.0
230272,2,2,0,1.0
230278,1,1,0,1.0
230315,1,1,0,1.0
230322,1,0,1,0.0
230405,11,2,9,0.18181818181818182
230556,4,4,0,1.0
230577,2,2,0,1.0
230838,2,2,0,1.0
231014,6,4,2,0.6666666666666666
231021,1,1,0,1.0
231064,1,1,0,1.0
231139,26,0,26,0.0
231270,3,3,0,1.0
231458,7,1,6,0.14285714285714285
231673,1,1,0,1.0
231693,217,214,3,0.9861751152073732
231876,1,1,0,1.0
231912,2,0,2,0.0
231966,3,3,0,1.0
232029,3,0,3,0.0
232256,11,0,11,0.0
232496,1,0,1,0.0
232599,1,0,1,0.0
232911,54,49,5,0.9074074074074074
232918,17,0,17,0.0
232955,1,1,0,1.0
233360,11,3,8,0.2727272727272727
233467,1,1,0,1.0
233703,8,0,8,0.0
233706,1,1,0,1.0
233873,6,0,6,0.0
233957,10,10,0,1.0
234071,1,1,0,1.0
234228,8,3,5,0.375
234339,18,16,2,0.8888888888888888
234375,1,1,0,1.0
234433,3,3,0,1.0
234518,6,0,6,0.0
234574,1,0,1,0.0
234694,2,2,0,1.0
234871,1,0,1,0.0
234963,2,0,2,0.0
235021,8,7,1,0.875
235167,1,1,0,1.0
235360,1,1,0,1.0
235447,3,3,0,1.0
235743,1,1,0,1.0
235770,1,0,1,0.0
235930,1,1,0,1.0
235992,1,1,0,1.0
236172,2,0,2,0.0
236196,4,2,2,0.5
236280,1,1,0,1.0
236385,1,1,0,1.0
236396,1,1,0,1.0
236829,2,2,0,1.0
237025,1,1,0,1.0
237162,5,0,5,0.0
237299,2,0,2,0.0
237609,1,1,0,1.0
237695,1,0,1,0.0
237726,3,3,0,1.0
237839,1,1,0,1.0
238075,25,6,19,0.24
238085,1,1,0,1.0
238132,1,0,1,0.0
238157,1,1,0,1.0
238497,2,1,1,0.5
238555,1,1,0,1.0
238607,3,0,3,0.0
238697,1,0,1,0.0
238709,5,5,0,1.0
238834,1,1,0,1.0
239238,3,3,0,1.0
239294,1,1,0,1.0
239435,1,0,1,0.0
239541,1,1,0,1.0
239617,12,12,0,1.0
239618,1,1,0,1.0
239673,2,2,0,1.0
239729,6,5,1,0.8333333333333334
239974,1,1,0,1.0
240251,1,0,1,0.0
240340,1,1,0,1.0
240489,3,3,0,1.0
240624,9,9,0,1.0
240754,142,41,101,0.2887323943661972
240782,2,2,0,1.0
241039,3,3,0,1.0
241090,7,2,5,0.2857142857142857
241181,11,11,0,1.0
241366,3,0,3,0.0
241381,10,7,3,0.7
241403,1,1,0,1.0
241417,18,18,0,1.0
241419,7,7,0,1.0
241481,2,0,2,0.0
241625,2,0,2,0.0
241699,1,1,0,1.0
241737,10,1,9,0.1
241767,3,3,0,1.0
242199,1,0,1,0.0
242357,1,0,1,0.0
242369,1,1,0,1.0
242493,1,0,1,0.0
242511,1,1,0,1.0
242524,1,1,0,1.0
242661,3,1,2,0.3333333333333333
242681,1,1,0,1.0
242702,3,3,0,1.0
242737,1,0,1,0.0
242776,8,6,2,0.75
242794,34,25,9,0.7352941176470589
242901,2,2,0,1.0
242904,5,5,0,1.0
242914,1,0,1,0.0
243024,1,1,0,1.0
243034,5,5,0,1.0
243391,1,1,0,1.0
243419,1,1,0,1.0
243453,5,2,3,0.4
243489,4,2,2,0.5
243496,6,2,4,0.3333333333333333
243526,1,1,0,1.0
243550,1,1,0,1.0
243802,1,1,0,1.0
243809,1,1,0,1.0
243999,3,3,0,1.0
244030,1,1,0,1.0
244184,1,0,1,0.0
244199,4,0,4,0.0
244261,1,1,0,1.0
244335,3,2,1,0.6666666666666666
244352,1,0,1,0.0
244648,1,0,1,0.0
244780,14,11,3,0.7857142857142857
244912,1,0,1,0.0
245037,3,3,0,1.0
245310,2,0,2,0.0
245496,1,1,0,1.0
245520,16,2,14,0.125
245563,12,6,6,0.5
245845,1,1,0,1.0
245906,1,1,0,1.0
246102,1,0,1,0.0
246112,1,0,1,0.0
246310,1,0,1,0.0
246580,1,1,0,1.0
246698,2,1,1,0.5
246831,1,1,0,1.0
246901,1,1,0,1.0
247014,3,3,0,1.0
247613,1,0,1,0.0
247727,1,1,0,1.0
247773,1,1,0,1.0
247793,7,7,0,1.0
248008,1,1,0,1.0
248053,7,7,0,1.0
248067,2,2,0,1.0
248097,2,2,0,1.0
248241,3,3,0,1.0
248280,2,0,2,0.0
248373,13,8,5,0.6153846153846154
248418,1,1,0,1.0
248490,1,1,0,1.0
248512,1,1,0,1.0
248625,1,1,0,1.0
248768,4,4,0,1.0
248852,1,1,0,1.0
248853,2,0,2,0.0
248888,24,12,12,0.5
248890,3,3,0,1.0
249517,1,1,0,1.0
249521,3,0,3,0.0
249659,2,2,0,1.0
249868,3,2,1,0.6666666666666666
250173,1,1,0,1.0
250262,2,0,2,0.0
250286,5,5,0,1.0
250346,1,1,0,1.0
250511,1,1,0,1.0
250625,3,2,1,0.6666666666666666
250729,4,4,0,1.0
250760,2,2,0,1.0
250908,1,1,0,1.0
250928,6,6,0,1.0
251022,3,0,3,0.0
251045,1,1,0,1.0
251238,1,1,0,1.0
251261,6,6,0,1.0
251393,2,2,0,1.0
251474,1,1,0,1.0
251658,37,29,8,0.7837837837837838
251682,2,2,0,1.0
251917,1,0,1,0.0
251994,1,1,0,1.0
252085,86,42,44,0.4883720930232558
252134,5,5,0,1.0
252316,1,0,1,0.0
252355,1,1,0,1.0
252364,1,1,0,1.0
252460,4,0,4,0.0
252547,1,1,0,1.0
252559,1,0,1,0.0
252710,2,2,0,1.0
252712,2,2,0,1.0
252765,9,7,2,0.7777777777777778
252825,5,4,1,0.8
252903,16,16,0,1.0
252920,1,1,0,1.0
252922,1,1,0,1.0
253029,3,3,0,1.0
253089,1,1,0,1.0
253120,1,0,1,0.0
253233,8,0,8,0.0
253298,3,2,1,0.6666666666666666
253326,1,1,0,1.0
253336,1,0,1,0.0
253353,1,1,0,1.0
253434,1,0,1,0.0
253535,1,0,1,0.0
253548,2,0,2,0.0
253986,15,11,4,0.7333333333333333
254136,2,2,0,1.0
254165,1,1,0,1.0
254883,1,1,0,1.0
254937,1,1,0,1.0
255090,1,0,1,0.0
255158,1,0,1,0.0
255174,2,0,2,0.0
255184,1,1,0,1.0
255279,21,20,1,0.9523809523809523
255621,1,0,1,0.0
255717,2,1,1,0.5
256028,12,10,2,0.8333333333333334
256159,6,0,6,0.0
257089,1,1,0,1.0
257108,1,1,0,1.0
257133,31,31,0,1.0
257219,4,4,0,1.0
257222,1,0,1,0.0
257415,1,0,1,0.0
257422,2,2,0,1.0
257538,1,1,0,1.0
257599,1,0,1,0.0
257651,8,7,1,0.875
257864,2,0,2,0.0
258067,2,2,0,1.0
258074,1,1,0,1.0
258102,1,0,1,0.0
258148,1,0,1,0.0
258227,1,1,0,1.0
258298,1,0,1,0.0
258354,1,1,0,1.0
258443,2,2,0,1.0
258457,1,0,1,0.0
258541,2,0,2,0.0
258585,18,18,0,1.0
258623,7,1,6,0.14285714285714285
258691,1,0,1,0.0
258784,3,3,0,1.0
258899,1,0,1,0.0
258938,1,0,1,0.0
258942,1,1,0,1.0
258966,2,1,1,0.5
259342,2,2,0,1.0
259386,2,0,2,0.0
259448,3,2,1,0.6666666666666666
259517,1,1,0,1.0
259635,2,1,1,0.5
259702,11,0,11,0.0
259727,2,2,0,1.0
259860,1,0,1,0.0
259932,1,1,0,1.0
259998,1,1,0,1.0
260167,1,1,0,1.0
260351,2,1,1,0.5
260405,3,1,2,0.3333333333333333
260480,3,0,3,0.0
260565,69,67,2,0.9710144927536232
260628,8,8,0,1.0
260901,2,1,1,0.5
260905,3,0,3,0.0
261011,2,2,0,1.0
261032,1,0,1,0.0
261040,1,0,1,0.0
261251,8,0,8,0.0
261284,4,4,0,1.0
261477,1,1,0,1.0
261618,1,1,0,1.0
261766,1,1,0,1.0
261811,1,1,0,1.0
261885,38,26,12,0.6842105263157895
262090,3,0,3,0.0
262308,1,0,1,0.0
262361,2,0,2,0.0
262577,1,0,1,0.0
262682,1,0,1,0.0
262713,2,2,0,1.0
262750,1,1,0,1.0
262939,1,1,0,1.0
263045,6,6,0,1.0
263084,2,1,1,0.5
263088,1,1,0,1.0
263210,1,1,0,1.0
263283,1,1,0,1.0
263507,1,0,1,0.0
263600,1,1,0,1.0
263725,1,1,0,1.0
263756,6,6,0,1.0
263931,2,0,2,0.0
264017,3,0,3,0.0
264019,6,6,0,1.0
264205,1,1,0,1.0
264216,1,1,0,1.0
264333,1,1,0,1.0
264882,2,2,0,1.0
264929,1,1,0,1.0
265146,2,2,0,1.0
265156,1,0,1,0.0
265225,3,1,2,0.3333333333333333
265277,4,4,0,1.0
265423,2,0,2,0.0
265517,2,2,0,1.0
265626,1,1,0,1.0
265989,2,2,0,1.0
266071,2,2,0,1.0
266116,3,3,0,1.0
266120,4,4,0,1.0
266145,25,25,0,1.0
266232,5,5,0,1.0
266519,1,1,0,1.0
266600,1,1,0,1.0
266612,1,1,0,1.0
266613,1,1,0,1.0
266730,1,0,1,0.0
266949,41,41,0,1.0
267227,1,1,0,1.0
267310,2,2,0,1.0
267356,1,1,0,1.0
267400,5,3,2,0.6
267541,1,1,0,1.0
267593,1,1,0,1.0
267769,8,0,8,0.0
267853,1,1,0,1.0
267915,2,0,2,0.0
268053,1,0,1,0.0
268493,2,2,0,1.0
268540,24,0,24,0.0
268683,27,26,1,0.9629629629629629
268741,1,1,0,1.0
268772,2,2,0,1.0
268808,3,3,0,1.0
268859,1,1,0,1.0
268872,2,2,0,1.0
268903,2,2,0,1.0
269054,2,1,1,0.5
269219,3,3,0,1.0
269240,1,0,1,0.0
269296,1,0,1,0.0
269361,2,1,1,0.5
269390,1,0,1,0.0
269469,5,3,2,0.6
269513,1,1,0,1.0
269618,3,3,0,1.0
269737,5,2,3,0.4
269785,42,1,41,0.023809523809523808
269801,1,1,0,1.0
269816,2,2,0,1.0
269879,1,0,1,0.0
269943,5,5,0,1.0
270064,41,41,0,1.0
270148,1,1,0,1.0
270162,3,3,0,1.0
270240,1,1,0,1.0
270292,1,1,0,1.0
270344,76,44,32,0.5789473684210527
270489,8,8,0,1.0
270566,1,1,0,1.0
270592,15,15,0,1.0
270676,2,2,0,1.0
270717,1,1,0,1.0
270733,3,3,0,1.0
270734,3,3,0,1.0
270808,2,2,0,1.0
271396,1,1,0,1.0
271488,3,3,0,1.0
271525,1,0,1,0.0
271531,8,0,8,0.0
271576,2,2,0,1.0
271583,3,3,0,1.0
271585,1,1,0,1.0
271751,4,4,0,1.0
271899,1,1,0,1.0
271910,2,2,0,1.0
271928,1,1,0,1.0
272004,2,2,0,1.0
272030,1,0,1,0.0
272084,2,0,2,0.0
272124,3,3,0,1.0
272137,1,1,0,1.0
272197,1,1,0,1.0
272420,1,1,0,1.0
272441,1,0,1,0.0
272511,15,15,0,1.0
272582,2,2,0,1.0
272663,1,1,0,1.0
272929,1,1,0,1.0
272980,1,1,0,1.0
273016,1,1,0,1.0
273129,1,1,0,1.0
273205,1,1,0,1.0
273235,1,1,0,1.0
273295,1,0,1,0.0
273471,12,1,11,0.08333333333333333
273882,1,0,1,0.0
274117,1,1,0,1.0
274385,13,0,13,0.0
274650,10,1,9,0.1
274812,2,0,2,0.0
274894,2,1,1,0.5
274991,2,0,2,0.0
275173,1,0,1,0.0
275358,5,0,5,0.0
275585,1,0,1,0.0
275757,1,1,0,1.0
275823,1,1,0,1.0
275854,1,0,1,0.0
275969,4,2,2,0.5
276056,1,1,0,1.0
276212,2,2,0,1.0
276280,1,1,0,1.0
276316,4,0,4,0.0
276370,1,0,1,0.0
276456,1,0,1,0.0
276555,1,1,0,1.0
276599,1,1,0,1.0
276671,11,11,0,1.0
276786,5,5,0,1.0
276834,23,23,0,1.0
276927,1,1,0,1.0
277105,6,6,0,1.0
277125,2,2,0,1.0
277139,4,0,4,0.0
277257,1,1,0,1.0
277383,4,4,0,1.0
277437,2,2,0,1.0
277585,1,1,0,1.0
277677,2,2,0,1.0
278143,4,0,4,0.0
278466,4,4,0,1.0
278521,1,1,0,1.0
278565,1,0,1,0.0
278652,3,2,1,0.6666666666666666
278843,3,2,1,0.6666666666666666
279058,1,1,0,1.0
279098,26,22,4,0.8461538461538461
279374,1,0,1,0.0
279598,2,2,0,1.0
279634,9,1,8,0.1111111111111111
280030,2,0,2,0.0
280227,5,5,0,1.0
280313,2,0,2,0.0
280391,1,1,0,1.0
280474,1,1,0,1.0
280734,3,0,3,0.0
281062,2,2,0,1.0
281088,1,0,1,0.0
281220,2,0,2,0.0
281244,1,0,1,0.0
281847,3,3,0,1.0
281901,4,4,0,1.0
281931,1,1,0,1.0
282076,1,1,0,1.0
282077,19,13,6,0.6842105263157895
282117,1,1,0,1.0
282212,4,3,1,0.75
282304,1,1,0,1.0
282317,1,0,1,0.0
282349,1,1,0,1.0
282494,5,5,0,1.0
282642,2,1,1,0.5
283017,1,0,1,0.0
283064,41,11,30,0.2682926829268293
283174,1,0,1,0.0
283212,5,5,0,1.0
283233,2,2,0,1.0
283395,9,8,1,0.8888888888888888
283492,1,1,0,1.0
283506,3,2,1,0.6666666666666666
283566,3,0,3,0.0
283838,2,0,2,0.0
283868,28,28,0,1.0
283888,1,0,1,0.0
284069,10,1,9,0.1
284078,1,1,0,1.0
284258,1,1,0,1.0
284358,3,0,3,0.0
284495,4,4,0,1.0
284502,2,0,2,0.0
284584,26,25,1,0.9615384615384616
284817,1,1,0,1.0
285074,5,1,4,0.2
285109,9,0,9,0.0
285233,7,5,2,0.7142857142857143
285341,7,7,0,1.0
285856,3,2,1,0.6666666666666666
285868,1,1,0,1.0
285872,1,1,0,1.0
286011,1,1,0,1.0
286144,8,8,0,1.0
286286,2,2,0,1.0
286289,1,1,0,1.0
286538,1,1,0,1.0
286543,3,2,1,0.6666666666666666
286629,4,4,0,1.0
286717,1,0,1,0.0
286747,1,1,0,1.0
286850,1,1,0,1.0
286938,1,1,0,1.0
287200,1,0,1,0.0
287366,2,2,0,1.0
287405,1,1,0,1.0
287440,9,9,0,1.0
287525,2,2,0,1.0
287553,2,2,0,1.0
287600,2,0,2,0.0
287713,5,0,5,0.0
288007,1,0,1,0.0
288139,2,0,2,0.0
288147,1,1,0,1.0
288176,1,0,1,0.0
288246,1,1,0,1.0
288312,4,3,1,0.75
288343,1,1,0,1.0
288381,1,1,0,1.0
288387,3,3,0,1.0
288515,6,6,0,1.0
288748,3,2,1,0.6666666666666666
288989,1,1,0,1.0
289015,1,1,0,1.0
289277,1,1,0,1.0
289299,1,1,0,1.0
289414,2,2,0,1.0
289524,8,8,0,1.0
289530,8,5,3,0.625
289615,1,0,1,0.0
289711,2,0,2,0.0
289757,1,1,0,1.0
289779,1,0,1,0.0
289901,1,0,1,0.0
290061,1,0,1,0.0
290154,1,1,0,1.0
290337,5,4,1,0.8
290407,3,3,0,1.0
290593,3,2,1,0.6666666666666666
290607,1,1,0,1.0
290628,1,0,1,0.0
290847,1,1,0,1.0
290881,2,2,0,1.0
291254,4,0,4,0.0
291597,1,1,0,1.0
292029,1,1,0,1.0
292045,12,12,0,1.0
292137,4,0,4,0.0
292166,15,15,0,1.0
292526,3,3,0,1.0
292551,1,0,1,0.0
292677,1,0,1,0.0
292964,6,6,0,1.0
293045,1,1,0,1.0
293455,9,0,9,0.0
293528,1,1,0,1.0
293529,3,3,0,1.0
293535,20,20,0,1.0
293567,1,1,0,1.0
293740,1,1,0,1.0
293846,1,0,1,0.0
293863,1,0,1,0.0
293882,2,2,0,1.0
293957,2,2,0,1.0
294030,2,2,0,1.0
294094,1,1,0,1.0
294131,2,0,2,0.0
294392,2,0,2,0.0
294541,1,0,1,0.0
294696,3,3,0,1.0
294759,3,1,2,0.3333333333333333
294806,4,4,0,1.0
294909,1,0,1,0.0
295300,10,10,0,1.0
295370,5,0,5,0.0
295376,2,2,0,1.0
295383,2,0,2,0.0
295590,1,1,0,1.0
295757,3,3,0,1.0
295824,27,27,0,1.0
295876,1,1,0,1.0
295933,9,9,0,1.0
296086,1,0,1,0.0
296109,1,1,0,1.0
296131,17,17,0,1.0
296183,4,4,0,1.0
296202,6,5,1,0.8333333333333334
296317,1,0,1,0.0
296320,5,0,5,0.0
296446,2,1,1,0.5
296509,1,0,1,0.0
296622,23,2,21,0.08695652173913043
296749,8,2,6,0.25
296988,1,1,0,1.0
297080,2,2,0,1.0
297105,4,0,4,0.0
297273,1,0,1,0.0
297697,1,1,0,1.0
297841,1,0,1,0.0
298038,5,3,2,0.6
298282,1,1,0,1.0
298491,3,0,3,0.0
298506,2,2,0,1.0
298526,1,1,0,1.0
298945,1,1,0,1.0
298970,26,23,3,0.8846153846153846
298972,4,1,3,0.25
299089,1,1,0,1.0
299102,2,2,0,1.0
299139,4,4,0,1.0
299199,5,4,1,0.8
299239,3,3,0,1.0
299260,2,1,1,0.5
299453,2,2,0,1.0
299485,11,7,4,0.6363636363636364
299700,1,1,0,1.0
299729,1,0,1,0.0
299820,1,1,0,1.0
299834,6,0,6,0.0
299899,1,1,0,1.0
300093,1,0,1,0.0
300336,4,3,1,0.75
300391,10,10,0,1.0
300445,1,1,0,1.0
300492,1,0,1,0.0
300598,1,0,1,0.0
300606,2,0,2,0.0
300773,1,1,0,1.0
300790,1,1,0,1.0
300911,2,2,0,1.0
301003,1,1,0,1.0
301197,3,2,1,0.6666666666666666
301269,2,2,0,1.0
301463,15,15,0,1.0
301516,1,1,0,1.0
301622,3,2,1,0.6666666666666666
301850,3,0,3,0.0
301948,1,1,0,1.0
302007,2,2,0,1.0
302038,1,1,0,1.0
302184,3,3,0,1.0
302375,2,2,0,1.0
302458,17,13,4,0.7647058823529411
302778,1,1,0,1.0
302783,2,2,0,1.0
302844,1,1,0,1.0
303275,1,0,1,0.0
303658,1,1,0,1.0
303693,1,0,1,0.0
303717,1,1,0,1.0
303840,3,0,3,0.0
303859,1,0,1,0.0
303882,1,1,0,1.0
303997,1,1,0,1.0
304061,1,1,0,1.0
304118,2,2,0,1.0
304488,8,0,8,0.0
304590,10,9,1,0.9
304735,3,2,1,0.6666666666666666
304948,2,2,0,1.0
305026,3,0,3,0.0
305186,6,0,6,0.0
305268,2,0,2,0.0
305293,1,1,0,1.0
305326,1,1,0,1.0
305477,46,46,0,1.0
305634,1,1,0,1.0
305863,4,0,4,0.0
306108,29,1,28,0.034482758620689655
306118,1,1,0,1.0
306562,1,1,0,1.0
306567,3,3,0,1.0
306626,3,3,0,1.0
306726,7,7,0,1.0
306788,14,0,14,0.0
306821,2,2,0,1.0
306911,2,2,0,1.0
307123,2,2,0,1.0
307156,2,0,2,0.0
307195,1,0,1,0.0
307252,4,3,1,0.75
307466,1,0,1,0.0
307517,51,32,19,0.6274509803921569
307548,1,1,0,1.0
307705,1,1,0,1.0
307824,3,3,0,1.0
307858,1,1,0,1.0
308022,1,1,0,1.0
308083,1,1,0,1.0
308099,1,0,1,0.0
308131,4,0,4,0.0
308447,1,1,0,1.0
308455,2,1,1,0.5
308571,3,0,3,0.0
308696,1,1,0,1.0
308721,10,10,0,1.0
308728,4,4,0,1.0
308908,5,3,2,0.6
309286,3,0,3,0.0
309337,5,5,0,1.0
309548,2,2,0,1.0
309581,176,16,160,0.09090909090909091
309598,1,1,0,1.0
309748,4,4,0,1.0
309761,1,1,0,1.0
309840,4,4,0,1.0
310223,1,1,0,1.0
310353,2,0,2,0.0
310384,3,3,0,1.0
310392,1,1,0,1.0
310454,1,1,0,1.0
310455,1,1,0,1.0
310484,6,4,2,0.6666666666666666
310498,2,0,2,0.0
310502,4,4,0,1.0
310656,2,2,0,1.0
310669,1,1,0,1.0
310789,1,0,1,0.0
310820,11,11,0,1.0
310965,1,1,0,1.0
311050,2,2,0,1.0
311198,1,0,1,0.0
311311,1,0,1,0.0
311434,4,4,0,1.0
311528,1,0,1,0.0
311636,1,1,0,1.0
311793,2,0,2,0.0
311860,4,1,3,0.25
311952,2,2,0,1.0
312014,1,1,0,1.0
312244,6,6,0,1.0
312351,10,3,7,0.3
312379,2,2,0,1.0
312628,7,7,0,1.0
312724,1,1,0,1.0
313105,3,3,0,1.0
313130,3,3,0,1.0
313156,2,2,0,1.0
313276,2,1,1,0.5
313390,1,1,0,1.0
313397,1,1,0,1.0
313434,2,2,0,1.0
313980,1,1,0,1.0
313985,1,1,0,1.0
314123,23,23,0,1.0
314167,3,1,2,0.3333333333333333
314203,4,1,3,0.25
314255,1,1,0,1.0
314286,7,0,7,0.0
314361,1,1,0,1.0
314395,4,4,0,1.0
314452,1,1,0,1.0
314474,3,2,1,0.6666666666666666
314504,1,0,1,0.0
314517,1,0,1,0.0
314717,1,1,0,1.0
314962,1,1,0,1.0
315082,1,0,1,0.0
315093,3,3,0,1.0
315242,2,2,0,1.0
315319,1,1,0,1.0
315330,1,0,1,0.0
315534,1,1,0,1.0
315555,1,1,0,1.0
315612,1,1,0,1.0
315874,2,0,2,0.0
316104,4,0,4,0.0
316291,1,1,0,1.0
316503,1,1,0,1.0
316505,4,4,0,1.0
316562,15,15,0,1.0
316680,2,0,2,0.0
316924,5,0,5,0.0
317010,4,4,0,1.0
317027,2,2,0,1.0
317231,5,3,2,0.6
317236,1,1,0,1.0
317244,1,1,0,1.0
317313,1,1,0,1.0
317340,5,2,3,0.4
317380,72,66,6,0.9166666666666666
317653,2,2,0,1.0
317661,134,130,4,0.9701492537313433
317767,2,2,0,1.0
318109,11,11,0,1.0
318181,5,0,5,0.0
318240,1,1,0,1.0
318258,5,5,0,1.0
318394,12,12,0,1.0
318528,11,5,6,0.45454545454545453
318633,3,0,3,0.0
318709,6,5,1,0.8333333333333334
318808,3,1,2,0.3333333333333333
318875,1,1,0,1.0
319128,1,0,1,0.0
319419,5,2,3,0.4
319448,2,0,2,0.0
319553,1,0,1,0.0
319768,4,1,3,0.25
319971,1,0,1,0.0
320048,1,0,1,0.0
320073,1,1,0,1.0
320325,1,1,0,1.0
320381,3,3,0,1.0
320545,2,2,0,1.0
320596,4,4,0,1.0
320636,1,0,1,0.0
320724,1,0,1,0.0
320925,72,9,63,0.125
321056,1,1,0,1.0
321156,1,1,0,1.0
321221,1,0,1,0.0
321303,1,0,1,0.0
321561,18,7,11,0.3888888888888889
321581,1,0,1,0.0
321696,5,0,5,0.0
321760,1,1,0,1.0
321797,3,0,3,0.0
321908,1,0,1,0.0
321914,1,1,0,1.0
322063,2,0,2,0.0
