EID,LAWAMOUNT,LAW_COUNT,LAW_YMONEY_COUNT,LAW_WMONEY_COUNT,LAW_AMOUNT_AVG,LAW_AMOUNT_AVG_YB,IS_YBDYWB,LAW_YB_RATE,LAW_WB_RATE,IS_EXIST_YB,IS_EXIST_WB
225137,22516000,1,1,0,22516000.0,22516000.0,1,1.0,0.0,1,0
225177,6892600,1,1,0,6892600.0,6892600.0,1,1.0,0.0,1,0
225186,1000000,1,1,0,1000000.0,1000000.0,1,1.0,0.0,1,0
225229,17953700,1,1,0,17953700.0,17953700.0,1,1.0,0.0,1,0
225500,20000,4,4,0,5000.0,5000.0,1,1.0,0.0,1,0
225507,6402700,13,13,0,492515.3846153846,492515.3846153846,1,1.0,0.0,1,0
225629,783000,1,1,0,783000.0,783000.0,1,1.0,0.0,1,0
225657,41500,1,1,0,41500.0,41500.0,1,1.0,0.0,1,0
225803,7200,1,1,0,7200.0,7200.0,1,1.0,0.0,1,0
225870,205000,1,1,0,205000.0,205000.0,1,1.0,0.0,1,0
226044,213900,1,1,0,213900.0,213900.0,1,1.0,0.0,1,0
226281,57800,1,1,0,57800.0,57800.0,1,1.0,0.0,1,0
226286,74300,1,1,0,74300.0,74300.0,1,1.0,0.0,1,0
226422,532700,1,1,0,532700.0,532700.0,1,1.0,0.0,1,0
226438,230000,1,1,0,230000.0,230000.0,1,1.0,0.0,1,0
226688,5174100,1,1,0,5174100.0,5174100.0,1,1.0,0.0,1,0
226714,0,1,0,1,0.0,,0,0.0,1.0,0,1
226721,132400,2,2,0,66200.0,66200.0,1,1.0,0.0,1,0
226761,38755900,6,5,1,6459316.666666667,7751180.0,1,0.8333333333333334,0.16666666666666666,1,1
226811,60300,1,1,0,60300.0,60300.0,1,1.0,0.0,1,0
226865,1776100,4,4,0,444025.0,444025.0,1,1.0,0.0,1,0
226868,0,2,0,2,0.0,,0,0.0,1.0,0,1
226884,50400,1,1,0,50400.0,50400.0,1,1.0,0.0,1,0
227034,118079700,12,11,1,9839975.0,10734518.181818182,1,0.9166666666666666,0.08333333333333333,1,1
227114,2824800,6,6,0,470800.0,470800.0,1,1.0,0.0,1,0
227198,100,1,1,0,100.0,100.0,1,1.0,0.0,1,0
227510,129600,3,3,0,43200.0,43200.0,1,1.0,0.0,1,0
227521,10000,1,1,0,10000.0,10000.0,1,1.0,0.0,1,0
227907,70800,3,3,0,23600.0,23600.0,1,1.0,0.0,1,0
227994,12300,1,1,0,12300.0,12300.0,1,1.0,0.0,1,0
228025,103200,6,6,0,17200.0,17200.0,1,1.0,0.0,1,0
228042,9222000,9,9,0,1024666.6666666666,1024666.6666666666,1,1.0,0.0,1,0
228048,3174800,2,2,0,1587400.0,1587400.0,1,1.0,0.0,1,0
228056,105100,2,2,0,52550.0,52550.0,1,1.0,0.0,1,0
228144,153500,4,4,0,38375.0,38375.0,1,1.0,0.0,1,0
228162,73000,1,1,0,73000.0,73000.0,1,1.0,0.0,1,0
228163,59000,1,1,0,59000.0,59000.0,1,1.0,0.0,1,0
228239,63500,4,4,0,15875.0,15875.0,1,1.0,0.0,1,0
228372,945500,1,1,0,945500.0,945500.0,1,1.0,0.0,1,0
228493,237400,3,3,0,79133.33333333333,79133.33333333333,1,1.0,0.0,1,0
228494,7000,1,1,0,7000.0,7000.0,1,1.0,0.0,1,0
228496,208800,3,3,0,69600.0,69600.0,1,1.0,0.0,1,0
228585,550000,2,2,0,275000.0,275000.0,1,1.0,0.0,1,0
228720,734000,3,3,0,244666.66666666666,244666.66666666666,1,1.0,0.0,1,0
228733,20000,1,1,0,20000.0,20000.0,1,1.0,0.0,1,0
228805,148100,1,1,0,148100.0,148100.0,1,1.0,0.0,1,0
228899,90000,2,2,0,45000.0,45000.0,1,1.0,0.0,1,0
228941,171500,1,1,0,171500.0,171500.0,1,1.0,0.0,1,0
228957,436000,5,5,0,87200.0,87200.0,1,1.0,0.0,1,0
229068,141100,5,5,0,28220.0,28220.0,1,1.0,0.0,1,0
229119,140500,4,4,0,35125.0,35125.0,1,1.0,0.0,1,0
229148,187400,2,2,0,93700.0,93700.0,1,1.0,0.0,1,0
229331,0,1,0,1,0.0,,0,0.0,1.0,0,1
229334,1507500,7,6,1,215357.14285714287,251250.0,1,0.8571428571428571,0.14285714285714285,1,1
229510,12000,2,2,0,6000.0,6000.0,1,1.0,0.0,1,0
229680,10658500,2,2,0,5329250.0,5329250.0,1,1.0,0.0,1,0
229828,0,1,0,1,0.0,,0,0.0,1.0,0,1
229884,665700,4,2,2,166425.0,332850.0,0,0.5,0.5,1,1
229910,262500,1,1,0,262500.0,262500.0,1,1.0,0.0,1,0
229948,27400,2,2,0,13700.0,13700.0,1,1.0,0.0,1,0
230198,302100,2,2,0,151050.0,151050.0,1,1.0,0.0,1,0
230220,3519800,2,2,0,1759900.0,1759900.0,1,1.0,0.0,1,0
230264,6000,1,1,0,6000.0,6000.0,1,1.0,0.0,1,0
230379,0,2,0,2,0.0,,0,0.0,1.0,0,1
230516,2000,1,1,0,2000.0,2000.0,1,1.0,0.0,1,0
230625,214000,1,1,0,214000.0,214000.0,1,1.0,0.0,1,0
230718,98000,2,1,1,49000.0,98000.0,0,0.5,0.5,1,1
230722,30400,1,1,0,30400.0,30400.0,1,1.0,0.0,1,0
230838,23222800,19,18,1,1222252.6315789474,1290155.5555555555,1,0.9473684210526315,0.05263157894736842,1,1
230875,16180800,3,3,0,5393600.0,5393600.0,1,1.0,0.0,1,0
230907,25500,1,1,0,25500.0,25500.0,1,1.0,0.0,1,0
230932,481200,7,7,0,68742.85714285714,68742.85714285714,1,1.0,0.0,1,0
230977,160000,1,1,0,160000.0,160000.0,1,1.0,0.0,1,0
231091,524700,4,4,0,131175.0,131175.0,1,1.0,0.0,1,0
231138,2500,1,1,0,2500.0,2500.0,1,1.0,0.0,1,0
231343,22000,4,4,0,5500.0,5500.0,1,1.0,0.0,1,0
231417,16600,2,2,0,8300.0,8300.0,1,1.0,0.0,1,0
231500,124600,3,3,0,41533.333333333336,41533.333333333336,1,1.0,0.0,1,0
231607,1156200,11,10,1,105109.09090909091,115620.0,1,0.9090909090909091,0.09090909090909091,1,1
231636,4800,1,1,0,4800.0,4800.0,1,1.0,0.0,1,0
231819,1450000,1,1,0,1450000.0,1450000.0,1,1.0,0.0,1,0
231844,2799900,3,3,0,933300.0,933300.0,1,1.0,0.0,1,0
231866,13999800,11,11,0,1272709.0909090908,1272709.0909090908,1,1.0,0.0,1,0
231986,1016300,4,4,0,254075.0,254075.0,1,1.0,0.0,1,0
232135,209900,3,3,0,69966.66666666667,69966.66666666667,1,1.0,0.0,1,0
232240,106800,2,2,0,53400.0,53400.0,1,1.0,0.0,1,0
232394,1378700,1,1,0,1378700.0,1378700.0,1,1.0,0.0,1,0
232422,114000,3,3,0,38000.0,38000.0,1,1.0,0.0,1,0
232788,32400,2,2,0,16200.0,16200.0,1,1.0,0.0,1,0
232802,7300,1,1,0,7300.0,7300.0,1,1.0,0.0,1,0
232809,3208900,1,1,0,3208900.0,3208900.0,1,1.0,0.0,1,0
232911,13251800,10,10,0,1325180.0,1325180.0,1,1.0,0.0,1,0
232951,213000,5,5,0,42600.0,42600.0,1,1.0,0.0,1,0
233219,39987200,2,2,0,19993600.0,19993600.0,1,1.0,0.0,1,0
233241,18900,2,2,0,9450.0,9450.0,1,1.0,0.0,1,0
233299,36800,1,1,0,36800.0,36800.0,1,1.0,0.0,1,0
233302,1506500,8,8,0,188312.5,188312.5,1,1.0,0.0,1,0
233344,1176300,3,3,0,392100.0,392100.0,1,1.0,0.0,1,0
233529,1109400,2,2,0,554700.0,554700.0,1,1.0,0.0,1,0
233534,224300,6,6,0,37383.333333333336,37383.333333333336,1,1.0,0.0,1,0
233543,1024400,2,2,0,512200.0,512200.0,1,1.0,0.0,1,0
233622,518500,5,5,0,103700.0,103700.0,1,1.0,0.0,1,0
233702,42000,3,3,0,14000.0,14000.0,1,1.0,0.0,1,0
233725,1690700,1,1,0,1690700.0,1690700.0,1,1.0,0.0,1,0
233826,1814600,2,2,0,907300.0,907300.0,1,1.0,0.0,1,0
233884,307700,6,6,0,51283.333333333336,51283.333333333336,1,1.0,0.0,1,0
233957,5400,1,1,0,5400.0,5400.0,1,1.0,0.0,1,0
234041,938600,13,13,0,72200.0,72200.0,1,1.0,0.0,1,0
234161,343400,2,2,0,171700.0,171700.0,1,1.0,0.0,1,0
234366,13700,1,1,0,13700.0,13700.0,1,1.0,0.0,1,0
234455,0,1,0,1,0.0,,0,0.0,1.0,0,1
234676,7718200,8,8,0,964775.0,964775.0,1,1.0,0.0,1,0
234726,1200000,2,2,0,600000.0,600000.0,1,1.0,0.0,1,0
234820,22700,2,2,0,11350.0,11350.0,1,1.0,0.0,1,0
234901,1343900,28,28,0,47996.42857142857,47996.42857142857,1,1.0,0.0,1,0
235079,96200,4,4,0,24050.0,24050.0,1,1.0,0.0,1,0
235349,641300,1,1,0,641300.0,641300.0,1,1.0,0.0,1,0
235410,915000,2,2,0,457500.0,457500.0,1,1.0,0.0,1,0
235447,685300,1,1,0,685300.0,685300.0,1,1.0,0.0,1,0
235458,47200,2,2,0,23600.0,23600.0,1,1.0,0.0,1,0
235515,193000,3,2,1,64333.333333333336,96500.0,1,0.6666666666666666,0.3333333333333333,1,1
235519,0,1,0,1,0.0,,0,0.0,1.0,0,1
235545,88300,2,2,0,44150.0,44150.0,1,1.0,0.0,1,0
235588,0,2,0,2,0.0,,0,0.0,1.0,0,1
235643,31000,5,5,0,6200.0,6200.0,1,1.0,0.0,1,0
235682,1334600,2,2,0,667300.0,667300.0,1,1.0,0.0,1,0
235930,603400,2,2,0,301700.0,301700.0,1,1.0,0.0,1,0
235992,350000,16,16,0,21875.0,21875.0,1,1.0,0.0,1,0
236107,4600,1,1,0,4600.0,4600.0,1,1.0,0.0,1,0
236196,2126800,3,3,0,708933.3333333334,708933.3333333334,1,1.0,0.0,1,0
236281,233700,7,7,0,33385.71428571428,33385.71428571428,1,1.0,0.0,1,0
236339,390000,2,2,0,195000.0,195000.0,1,1.0,0.0,1,0
236412,9000,2,2,0,4500.0,4500.0,1,1.0,0.0,1,0
236421,45000,1,1,0,45000.0,45000.0,1,1.0,0.0,1,0
236525,3280000,1,1,0,3280000.0,3280000.0,1,1.0,0.0,1,0
236808,0,2,0,2,0.0,,0,0.0,1.0,0,1
236829,469900,7,5,2,67128.57142857143,93980.0,1,0.7142857142857143,0.2857142857142857,1,1
236872,630100,20,20,0,31505.0,31505.0,1,1.0,0.0,1,0
236929,12000,1,1,0,12000.0,12000.0,1,1.0,0.0,1,0
237094,206800,5,5,0,41360.0,41360.0,1,1.0,0.0,1,0
237111,0,6,0,6,0.0,,0,0.0,1.0,0,1
237173,3030000,4,4,0,757500.0,757500.0,1,1.0,0.0,1,0
237331,20800,3,3,0,6933.333333333333,6933.333333333333,1,1.0,0.0,1,0
237464,2106300,8,8,0,263287.5,263287.5,1,1.0,0.0,1,0
237731,50800,1,1,0,50800.0,50800.0,1,1.0,0.0,1,0
237815,0,2,0,2,0.0,,0,0.0,1.0,0,1
237827,18061800,3,3,0,6020600.0,6020600.0,1,1.0,0.0,1,0
237949,1100000,2,2,0,550000.0,550000.0,1,1.0,0.0,1,0
237974,87800,1,1,0,87800.0,87800.0,1,1.0,0.0,1,0
238020,20419300,1,1,0,20419300.0,20419300.0,1,1.0,0.0,1,0
238106,500,1,1,0,500.0,500.0,1,1.0,0.0,1,0
238179,16600,1,1,0,16600.0,16600.0,1,1.0,0.0,1,0
238286,1641300,1,1,0,1641300.0,1641300.0,1,1.0,0.0,1,0
238298,607700,4,4,0,151925.0,151925.0,1,1.0,0.0,1,0
238352,14122600,10,10,0,1412260.0,1412260.0,1,1.0,0.0,1,0
238558,20000,2,1,1,10000.0,20000.0,0,0.5,0.5,1,1
238687,357600,1,1,0,357600.0,357600.0,1,1.0,0.0,1,0
238803,1000,1,1,0,1000.0,1000.0,1,1.0,0.0,1,0
238818,61600,2,2,0,30800.0,30800.0,1,1.0,0.0,1,0
238884,661500,3,3,0,220500.0,220500.0,1,1.0,0.0,1,0
238943,16000,1,1,0,16000.0,16000.0,1,1.0,0.0,1,0
238964,118584700,8,8,0,14823087.5,14823087.5,1,1.0,0.0,1,0
238981,154300,1,1,0,154300.0,154300.0,1,1.0,0.0,1,0
239176,800,1,1,0,800.0,800.0,1,1.0,0.0,1,0
239206,16000,2,2,0,8000.0,8000.0,1,1.0,0.0,1,0
239567,250000,1,1,0,250000.0,250000.0,1,1.0,0.0,1,0
239618,13400,2,2,0,6700.0,6700.0,1,1.0,0.0,1,0
239704,462300,99,99,0,4669.69696969697,4669.69696969697,1,1.0,0.0,1,0
239731,15000,1,1,0,15000.0,15000.0,1,1.0,0.0,1,0
239771,5700,1,1,0,5700.0,5700.0,1,1.0,0.0,1,0
239784,5766300,8,8,0,720787.5,720787.5,1,1.0,0.0,1,0
239804,223000,11,11,0,20272.727272727272,20272.727272727272,1,1.0,0.0,1,0
239854,24900,1,1,0,24900.0,24900.0,1,1.0,0.0,1,0
239858,1998800,6,6,0,333133.3333333333,333133.3333333333,1,1.0,0.0,1,0
240295,181200,6,6,0,30200.0,30200.0,1,1.0,0.0,1,0
240309,17200,3,3,0,5733.333333333333,5733.333333333333,1,1.0,0.0,1,0
240312,19607600,4,4,0,4901900.0,4901900.0,1,1.0,0.0,1,0
240399,478800,3,3,0,159600.0,159600.0,1,1.0,0.0,1,0
240474,400000,1,1,0,400000.0,400000.0,1,1.0,0.0,1,0
240489,407800,1,1,0,407800.0,407800.0,1,1.0,0.0,1,0
240555,15700,1,1,0,15700.0,15700.0,1,1.0,0.0,1,0
240646,15400,2,2,0,7700.0,7700.0,1,1.0,0.0,1,0
240754,131300,1,1,0,131300.0,131300.0,1,1.0,0.0,1,0
240858,3400,1,1,0,3400.0,3400.0,1,1.0,0.0,1,0
240882,107900,2,2,0,53950.0,53950.0,1,1.0,0.0,1,0
241002,23500,1,1,0,23500.0,23500.0,1,1.0,0.0,1,0
241023,20400,1,1,0,20400.0,20400.0,1,1.0,0.0,1,0
241357,941400,3,3,0,313800.0,313800.0,1,1.0,0.0,1,0
241443,774000,3,3,0,258000.0,258000.0,1,1.0,0.0,1,0
241545,711800,2,1,1,355900.0,711800.0,0,0.5,0.5,1,1
241552,5067600,1,1,0,5067600.0,5067600.0,1,1.0,0.0,1,0
241646,210000,1,1,0,210000.0,210000.0,1,1.0,0.0,1,0
241713,9000,1,1,0,9000.0,9000.0,1,1.0,0.0,1,0
241810,5800,1,1,0,5800.0,5800.0,1,1.0,0.0,1,0
241886,14200,1,1,0,14200.0,14200.0,1,1.0,0.0,1,0
242073,3032300,69,69,0,43946.3768115942,43946.3768115942,1,1.0,0.0,1,0
242082,350300,9,9,0,38922.22222222222,38922.22222222222,1,1.0,0.0,1,0
242223,78000,5,5,0,15600.0,15600.0,1,1.0,0.0,1,0
242330,2251400,2,2,0,1125700.0,1125700.0,1,1.0,0.0,1,0
242367,2919600,13,13,0,224584.61538461538,224584.61538461538,1,1.0,0.0,1,0
242418,40000,2,2,0,20000.0,20000.0,1,1.0,0.0,1,0
242517,695200,4,4,0,173800.0,173800.0,1,1.0,0.0,1,0
242603,77600,1,1,0,77600.0,77600.0,1,1.0,0.0,1,0
242731,200000,1,1,0,200000.0,200000.0,1,1.0,0.0,1,0
243034,3800,2,1,1,1900.0,3800.0,0,0.5,0.5,1,1
243357,355800,3,3,0,118600.0,118600.0,1,1.0,0.0,1,0
243489,1000800,3,3,0,333600.0,333600.0,1,1.0,0.0,1,0
243549,21000,1,1,0,21000.0,21000.0,1,1.0,0.0,1,0
243656,5800,1,1,0,5800.0,5800.0,1,1.0,0.0,1,0
243700,512400,2,2,0,256200.0,256200.0,1,1.0,0.0,1,0
243820,16400,1,1,0,16400.0,16400.0,1,1.0,0.0,1,0
243821,669400,63,62,1,10625.396825396825,10796.774193548386,1,0.9841269841269841,0.015873015873015872,1,1
243955,42400,1,1,0,42400.0,42400.0,1,1.0,0.0,1,0
243972,18600,1,1,0,18600.0,18600.0,1,1.0,0.0,1,0
243986,154000,1,1,0,154000.0,154000.0,1,1.0,0.0,1,0
244100,900000,5,5,0,180000.0,180000.0,1,1.0,0.0,1,0
244181,1300,1,1,0,1300.0,1300.0,1,1.0,0.0,1,0
244423,67500,3,3,0,22500.0,22500.0,1,1.0,0.0,1,0
244535,112200,1,1,0,112200.0,112200.0,1,1.0,0.0,1,0
244616,0,1,0,1,0.0,,0,0.0,1.0,0,1
244639,4400,1,1,0,4400.0,4400.0,1,1.0,0.0,1,0
244668,314700,3,3,0,104900.0,104900.0,1,1.0,0.0,1,0
244730,10600,2,2,0,5300.0,5300.0,1,1.0,0.0,1,0
244743,37922800,4,4,0,9480700.0,9480700.0,1,1.0,0.0,1,0
244799,35890300,62,62,0,578875.8064516129,578875.8064516129,1,1.0,0.0,1,0
244834,56000,2,2,0,28000.0,28000.0,1,1.0,0.0,1,0
244846,1949800,3,3,0,649933.3333333334,649933.3333333334,1,1.0,0.0,1,0
245000,10000,1,1,0,10000.0,10000.0,1,1.0,0.0,1,0
245016,4345500,1,1,0,4345500.0,4345500.0,1,1.0,0.0,1,0
245054,166500,8,4,4,20812.5,41625.0,0,0.5,0.5,1,1
245143,9819400,4,4,0,2454850.0,2454850.0,1,1.0,0.0,1,0
245185,1728300,12,12,0,144025.0,144025.0,1,1.0,0.0,1,0
245243,3600,2,2,0,1800.0,1800.0,1,1.0,0.0,1,0
245284,2309300,8,8,0,288662.5,288662.5,1,1.0,0.0,1,0
245345,58000,2,2,0,29000.0,29000.0,1,1.0,0.0,1,0
245526,4000,2,2,0,2000.0,2000.0,1,1.0,0.0,1,0
245571,283800,2,2,0,141900.0,141900.0,1,1.0,0.0,1,0
245590,10000,1,1,0,10000.0,10000.0,1,1.0,0.0,1,0
245642,3500,1,1,0,3500.0,3500.0,1,1.0,0.0,1,0
245695,36216800,5,5,0,7243360.0,7243360.0,1,1.0,0.0,1,0
245704,13900,2,2,0,6950.0,6950.0,1,1.0,0.0,1,0
245739,7763500,1,1,0,7763500.0,7763500.0,1,1.0,0.0,1,0
245886,11000,2,2,0,5500.0,5500.0,1,1.0,0.0,1,0
246158,70000,1,1,0,70000.0,70000.0,1,1.0,0.0,1,0
246219,179000,12,12,0,14916.666666666666,14916.666666666666,1,1.0,0.0,1,0
246277,655800,2,2,0,327900.0,327900.0,1,1.0,0.0,1,0
246314,9773100,4,4,0,2443275.0,2443275.0,1,1.0,0.0,1,0
246342,1000,1,1,0,1000.0,1000.0,1,1.0,0.0,1,0
246426,384800,2,2,0,192400.0,192400.0,1,1.0,0.0,1,0
246451,109800,2,2,0,54900.0,54900.0,1,1.0,0.0,1,0
246481,94200,1,1,0,94200.0,94200.0,1,1.0,0.0,1,0
246533,1077000,6,6,0,179500.0,179500.0,1,1.0,0.0,1,0
246794,63100,3,3,0,21033.333333333332,21033.333333333332,1,1.0,0.0,1,0
246809,140000,6,6,0,23333.333333333332,23333.333333333332,1,1.0,0.0,1,0
246878,1200,1,1,0,1200.0,1200.0,1,1.0,0.0,1,0
246901,5900,1,1,0,5900.0,5900.0,1,1.0,0.0,1,0
247049,88700,2,2,0,44350.0,44350.0,1,1.0,0.0,1,0
247183,70600,1,1,0,70600.0,70600.0,1,1.0,0.0,1,0
247280,47000,3,3,0,15666.666666666666,15666.666666666666,1,1.0,0.0,1,0
247309,241400,2,2,0,120700.0,120700.0,1,1.0,0.0,1,0
247317,10800,2,2,0,5400.0,5400.0,1,1.0,0.0,1,0
247333,30000,1,1,0,30000.0,30000.0,1,1.0,0.0,1,0
247467,17900,3,3,0,5966.666666666667,5966.666666666667,1,1.0,0.0,1,0
247471,7870000,1,1,0,7870000.0,7870000.0,1,1.0,0.0,1,0
247483,7900,1,1,0,7900.0,7900.0,1,1.0,0.0,1,0
247515,3883300,2,2,0,1941650.0,1941650.0,1,1.0,0.0,1,0
247562,100739400,18,18,0,5596633.333333333,5596633.333333333,1,1.0,0.0,1,0
247824,150000,1,1,0,150000.0,150000.0,1,1.0,0.0,1,0
247875,71700,3,3,0,23900.0,23900.0,1,1.0,0.0,1,0
247916,21600,1,1,0,21600.0,21600.0,1,1.0,0.0,1,0
248081,2690800,1,1,0,2690800.0,2690800.0,1,1.0,0.0,1,0
248364,400000,4,4,0,100000.0,100000.0,1,1.0,0.0,1,0
248604,1800000,1,1,0,1800000.0,1800000.0,1,1.0,0.0,1,0
248710,394000,3,2,1,131333.33333333334,197000.0,1,0.6666666666666666,0.3333333333333333,1,1
248729,365700,3,3,0,121900.0,121900.0,1,1.0,0.0,1,0
248778,0,2,0,2,0.0,,0,0.0,1.0,0,1
248864,120000,2,2,0,60000.0,60000.0,1,1.0,0.0,1,0
248875,5400,2,2,0,2700.0,2700.0,1,1.0,0.0,1,0
248980,0,1,0,1,0.0,,0,0.0,1.0,0,1
249058,64600,10,7,3,6460.0,9228.57142857143,1,0.7,0.3,1,1
249115,197600,6,6,0,32933.333333333336,32933.333333333336,1,1.0,0.0,1,0
249131,19720000,3,1,2,6573333.333333333,19720000.0,0,0.3333333333333333,0.6666666666666666,1,1
249179,53700,1,1,0,53700.0,53700.0,1,1.0,0.0,1,0
249392,214800,3,3,0,71600.0,71600.0,1,1.0,0.0,1,0
249463,182000,2,2,0,91000.0,91000.0,1,1.0,0.0,1,0
249600,15100,1,1,0,15100.0,15100.0,1,1.0,0.0,1,0
249926,320000,18,16,2,17777.777777777777,20000.0,1,0.8888888888888888,0.1111111111111111,1,1
249945,12900,1,1,0,12900.0,12900.0,1,1.0,0.0,1,0
249976,143300,1,1,0,143300.0,143300.0,1,1.0,0.0,1,0
250133,38000,2,2,0,19000.0,19000.0,1,1.0,0.0,1,0
250150,12000,1,1,0,12000.0,12000.0,1,1.0,0.0,1,0
250217,2003000,2,2,0,1001500.0,1001500.0,1,1.0,0.0,1,0
250346,658000,2,2,0,329000.0,329000.0,1,1.0,0.0,1,0
250537,364700,2,2,0,182350.0,182350.0,1,1.0,0.0,1,0
250600,198300,3,3,0,66100.0,66100.0,1,1.0,0.0,1,0
250718,23200,1,1,0,23200.0,23200.0,1,1.0,0.0,1,0
250753,3100,1,1,0,3100.0,3100.0,1,1.0,0.0,1,0
250755,92800,2,2,0,46400.0,46400.0,1,1.0,0.0,1,0
250760,769600,2,2,0,384800.0,384800.0,1,1.0,0.0,1,0
250846,10100,1,1,0,10100.0,10100.0,1,1.0,0.0,1,0
250942,13100,1,1,0,13100.0,13100.0,1,1.0,0.0,1,0
250967,9506700,1,1,0,9506700.0,9506700.0,1,1.0,0.0,1,0
251428,239000,3,3,0,79666.66666666667,79666.66666666667,1,1.0,0.0,1,0
251534,4900,1,1,0,4900.0,4900.0,1,1.0,0.0,1,0
251567,33000,3,3,0,11000.0,11000.0,1,1.0,0.0,1,0
251576,60100,2,2,0,30050.0,30050.0,1,1.0,0.0,1,0
251625,39600,4,4,0,9900.0,9900.0,1,1.0,0.0,1,0
251782,15000,1,1,0,15000.0,15000.0,1,1.0,0.0,1,0
251846,76800,1,1,0,76800.0,76800.0,1,1.0,0.0,1,0
251980,305700,1,1,0,305700.0,305700.0,1,1.0,0.0,1,0
251994,8000,1,1,0,8000.0,8000.0,1,1.0,0.0,1,0
252001,723200,4,4,0,180800.0,180800.0,1,1.0,0.0,1,0
252195,306100,2,2,0,153050.0,153050.0,1,1.0,0.0,1,0
252393,2290000,2,2,0,1145000.0,1145000.0,1,1.0,0.0,1,0
252399,411200,1,1,0,411200.0,411200.0,1,1.0,0.0,1,0
252409,61352300,13,13,0,4719407.692307692,4719407.692307692,1,1.0,0.0,1,0
252710,45770000,5,4,1,9154000.0,11442500.0,1,0.8,0.2,1,1
252745,13000,3,3,0,4333.333333333333,4333.333333333333,1,1.0,0.0,1,0
252776,1816200,2,2,0,908100.0,908100.0,1,1.0,0.0,1,0
252907,242400,2,2,0,121200.0,121200.0,1,1.0,0.0,1,0
253027,145000,1,1,0,145000.0,145000.0,1,1.0,0.0,1,0
253116,91700,1,1,0,91700.0,91700.0,1,1.0,0.0,1,0
253119,0,1,0,1,0.0,,0,0.0,1.0,0,1
253207,127300,1,1,0,127300.0,127300.0,1,1.0,0.0,1,0
253221,26000,5,1,4,5200.0,26000.0,0,0.2,0.8,1,1
253322,6549400,4,4,0,1637350.0,1637350.0,1,1.0,0.0,1,0
253557,72300,1,1,0,72300.0,72300.0,1,1.0,0.0,1,0
253715,1214200,1,1,0,1214200.0,1214200.0,1,1.0,0.0,1,0
254084,0,2,0,2,0.0,,0,0.0,1.0,0,1
254095,8547800,2,2,0,4273900.0,4273900.0,1,1.0,0.0,1,0
254307,1715700,4,4,0,428925.0,428925.0,1,1.0,0.0,1,0
254337,12430700,4,4,0,3107675.0,3107675.0,1,1.0,0.0,1,0
254357,13800,3,3,0,4600.0,4600.0,1,1.0,0.0,1,0
254369,198700,1,1,0,198700.0,198700.0,1,1.0,0.0,1,0
254388,0,1,0,1,0.0,,0,0.0,1.0,0,1
254396,3000,1,1,0,3000.0,3000.0,1,1.0,0.0,1,0
254454,23000,2,2,0,11500.0,11500.0,1,1.0,0.0,1,0
254510,88796800,36,36,0,2466577.777777778,2466577.777777778,1,1.0,0.0,1,0
254533,564500,2,2,0,282250.0,282250.0,1,1.0,0.0,1,0
254709,38800,2,2,0,19400.0,19400.0,1,1.0,0.0,1,0
254795,35000,1,1,0,35000.0,35000.0,1,1.0,0.0,1,0
254814,33023000,75,65,10,440306.6666666667,508046.1538461539,1,0.8666666666666667,0.13333333333333333,1,1
255019,4700,1,1,0,4700.0,4700.0,1,1.0,0.0,1,0
255086,132200,5,5,0,26440.0,26440.0,1,1.0,0.0,1,0
255122,24900,3,3,0,8300.0,8300.0,1,1.0,0.0,1,0
255161,0,1,0,1,0.0,,0,0.0,1.0,0,1
255410,509200,1,1,0,509200.0,509200.0,1,1.0,0.0,1,0
255656,60000,1,1,0,60000.0,60000.0,1,1.0,0.0,1,0
255682,13965700,4,4,0,3491425.0,3491425.0,1,1.0,0.0,1,0
255722,248000,1,1,0,248000.0,248000.0,1,1.0,0.0,1,0
255801,302000,2,2,0,151000.0,151000.0,1,1.0,0.0,1,0
255866,714900,1,1,0,714900.0,714900.0,1,1.0,0.0,1,0
255894,24600,2,2,0,12300.0,12300.0,1,1.0,0.0,1,0
255984,6079500,3,3,0,2026500.0,2026500.0,1,1.0,0.0,1,0
256015,119400,2,2,0,59700.0,59700.0,1,1.0,0.0,1,0
256021,0,2,0,2,0.0,,0,0.0,1.0,0,1
256102,24900,1,1,0,24900.0,24900.0,1,1.0,0.0,1,0
256216,234700,1,1,0,234700.0,234700.0,1,1.0,0.0,1,0
256275,223200,4,2,2,55800.0,111600.0,0,0.5,0.5,1,1
256283,5300,1,1,0,5300.0,5300.0,1,1.0,0.0,1,0
256353,44151800,2,2,0,22075900.0,22075900.0,1,1.0,0.0,1,0
256378,19500,1,1,0,19500.0,19500.0,1,1.0,0.0,1,0
256434,602000,16,14,2,37625.0,43000.0,1,0.875,0.125,1,1
256437,32500,2,1,1,16250.0,32500.0,0,0.5,0.5,1,1
256501,0,3,0,3,0.0,,0,0.0,1.0,0,1
256931,190200,5,5,0,38040.0,38040.0,1,1.0,0.0,1,0
256960,58000,2,2,0,29000.0,29000.0,1,1.0,0.0,1,0
257072,28900,2,2,0,14450.0,14450.0,1,1.0,0.0,1,0
257108,85000,5,5,0,17000.0,17000.0,1,1.0,0.0,1,0
257130,608500,4,4,0,152125.0,152125.0,1,1.0,0.0,1,0
257369,287600,2,2,0,143800.0,143800.0,1,1.0,0.0,1,0
257376,22029900,9,9,0,2447766.6666666665,2447766.6666666665,1,1.0,0.0,1,0
