EID,change_number,found_change_number,if_change,if_found_change,found_diff,if_found_up
371209,1,0,1,0,,0
371358,1,0,1,0,,0
371401,8,2,1,1,1994.0,1
371464,2,1,1,1,4950.0,1
371569,1,0,1,0,,0
371849,3,0,1,0,,0
372023,1,1,1,1,450.0,1
372403,3,0,1,0,,0
372750,2,1,1,1,450.0,1
372786,2,0,1,0,,0
373066,2,1,1,1,490.0,1
373215,1,0,1,0,,0
373247,14,0,1,0,,0
373666,1,0,1,0,,0
373998,1,0,1,0,,0
374077,2,0,1,0,,0
374304,3,0,1,0,,0
374564,2,1,1,1,50.0,1
375019,2,0,1,0,,0
375112,6,0,1,0,,0
375132,2,0,1,0,,0
375179,1,1,1,1,4900.0,1
375827,2,1,1,1,47.0,1
375949,4,1,1,1,260.0,1
376146,32,8,1,1,3520.0,1
376169,1,0,1,0,,0
376172,1,0,1,0,,0
376212,1,0,1,0,,0
376343,10,4,1,1,3600.0,1
376547,2,0,1,0,,0
376712,3,1,1,1,150.0,1
376782,2,0,1,0,,0
377038,1,0,1,0,,0
377049,2,0,1,0,,0
377118,3,0,1,0,,0
377170,1,1,1,1,90.0,1
377195,5,0,1,0,,0
377197,1,0,1,0,,0
377515,1,0,1,0,,0
377734,1,0,1,0,,0
377787,4,1,1,1,45.0,1
377844,7,1,1,1,97.0,1
377947,1,0,1,0,,0
378455,1,0,1,0,,0
378502,4,0,1,0,,0
379035,3,0,1,0,,0
379093,4,0,1,0,,0
379228,3,0,1,0,,0
379399,1,0,1,0,,0
380038,2,0,1,0,,0
380078,8,0,1,0,,0
380162,1,0,1,0,,0
380254,4,1,1,1,450.0,1
380701,3,0,1,0,,0
380916,5,2,1,1,1200.0,1
381151,5,0,1,0,,0
381508,1,1,1,1,50.0,1
381565,1,0,1,0,,0
381636,1,0,1,0,,0
381905,3,1,1,1,170.0,1
381936,3,0,1,0,,0
382467,1,0,1,0,,0
383088,8,0,1,0,,0
383099,2,0,1,0,,0
383256,5,0,1,0,,0
383257,6,0,1,0,,0
383439,7,1,1,1,50.0,1
383581,2,0,1,0,,0
384120,2,0,1,0,,0
384771,4,1,1,1,450.0,1
385008,3,1,1,1,900.0,1
385169,1,0,1,0,,0
385275,1,0,1,0,,0
385630,1,0,1,0,,0
385652,1,0,1,0,,0
385714,1,1,1,1,50.0,1
386141,2,1,1,1,9950.0,1
386474,2,0,1,0,,0
386480,5,0,1,0,,0
386548,1,0,1,0,,0
387216,1,1,1,1,50.0,1
387261,1,0,1,0,,0
387603,2,1,1,1,400.0,1
387880,7,1,1,1,70.0,1
387965,2,0,1,0,,0
388073,3,1,1,1,90.0,1
388091,2,0,1,0,,0
388111,2,0,1,0,,0
388275,8,0,1,0,,0
388335,1,1,1,1,700.0,1
388385,1,0,1,0,,0
388539,1,1,1,1,40.0,1
388544,3,1,1,1,400.0,1
389033,4,0,1,0,,0
389333,4,1,1,1,450.0,1
389379,3,0,1,0,,0
389430,4,1,1,1,260.0,1
389492,3,0,1,0,,0
389520,4,0,1,0,,0
389766,2,0,1,0,,0
390027,1,0,1,0,,0
390127,4,0,1,0,,0
390414,1,1,1,1,100.0,1
390448,2,0,1,0,,0
390533,2,0,1,0,,0
390570,3,0,1,0,,0
390673,1,0,1,0,,0
391127,2,0,1,0,,0
391266,2,1,1,1,22.56138,1
391279,1,0,1,0,,0
391327,1,0,1,0,,0
391380,1,0,1,0,,0
391564,1,0,1,0,,0
391583,2,0,1,0,,0
391832,2,0,1,0,,0
392109,2,1,1,1,998.0,1
392243,6,1,1,1,2900.0,1
392378,1,0,1,0,,0
392421,1,0,1,0,,0
392594,1,1,1,1,450.0,1
392710,3,1,1,1,150.0,1
392765,2,0,1,0,,0
393158,4,0,1,0,,0
393161,3,0,1,0,,0
393313,2,0,1,0,,0
393496,11,1,1,1,47.0,1
393657,5,2,1,1,94.0,1
393865,1,0,1,0,,0
394376,4,0,1,0,,0
394504,4,1,1,1,190.0,1
394514,5,1,1,1,200.0,1
394647,1,0,1,0,,0
394947,8,0,1,0,,0
395139,3,0,1,0,,0
395299,2,0,1,0,,0
395534,8,1,1,1,50.0,1
395586,2,1,1,1,-40800.252550000005,-1
395759,1,0,1,0,,0
395994,1,0,1,0,,0
396322,1,0,1,0,,0
396614,2,0,1,0,,0
396832,2,0,1,0,,0
396852,2,1,1,1,200.0,1
396980,4,0,1,0,,0
397100,1,0,1,0,,0
397108,2,0,1,0,,0
397218,2,0,1,0,,0
397277,4,0,1,0,,0
397350,18,0,1,0,,0
397537,1,0,1,0,,0
397579,4,1,1,1,15000.0,1
397702,3,1,1,1,450.0,1
397808,2,0,1,0,,0
397870,1,0,1,0,,0
398050,6,0,1,0,,0
398127,5,2,1,1,594.0,1
398176,1,0,1,0,,0
398341,1,0,1,0,,0
398569,5,1,1,1,99.0,1
398664,3,0,1,0,,0
398673,1,0,1,0,,0
398707,1,0,1,0,,0
399153,1,0,1,0,,0
399237,1,0,1,0,,0
399634,3,0,1,0,,0
399961,4,0,1,0,,0
400041,1,0,1,0,,0
400117,3,0,1,0,,0
400581,1,1,1,1,450.0,1
400765,2,1,1,1,150.0,1
401731,3,0,1,0,,0
401860,2,0,1,0,,0
402137,7,1,1,1,50.0,1
402189,4,1,1,1,90.0,1
402352,1,0,1,0,,0
402841,1,0,1,0,,0
402951,5,0,1,0,,0
402981,1,0,1,0,,0
403269,7,1,1,1,450.0,1
403442,2,0,1,0,,0
403523,4,0,1,0,,0
403610,1,1,1,1,70.0,1
403687,4,2,1,1,1080.0,1
403854,1,0,1,0,,0
403893,1,0,1,0,,0
403954,1,0,1,0,,0
404150,3,2,1,1,100.0,1
404278,6,0,1,0,,0
404355,1,0,1,0,,0
404409,1,1,1,1,400.0,1
404475,3,0,1,0,,0
404562,6,0,1,0,,0
404641,1,0,1,0,,0
404945,2,0,1,0,,0
405000,12,0,1,0,,0
405143,2,1,1,1,450.0,1
405265,5,1,1,1,190.0,1
405482,4,0,1,0,,0
405501,2,0,1,0,,0
405618,1,0,1,0,,0
405717,9,3,1,1,2400.0,1
405866,4,0,1,0,,0
405977,1,0,1,0,,0
406197,1,0,1,0,,0
406238,1,0,1,0,,0
406403,1,0,1,0,,0
406907,4,0,1,0,,0
407202,4,3,1,1,1500.0,1
407637,2,0,1,0,,0
407699,1,0,1,0,,0
407703,2,1,1,1,799.0,1
407764,1,0,1,0,,0
407798,1,0,1,0,,0
407853,1,0,1,0,,0
407865,3,1,1,1,2200.0,1
407943,3,0,1,0,,0
408433,2,0,1,0,,0
408458,8,0,1,0,,0
408490,2,0,1,0,,0
408685,6,0,1,0,,0
408802,1,0,1,0,,0
408954,1,0,1,0,,0
409774,1,0,1,0,,0
409880,1,0,1,0,,0
409974,1,0,1,0,,0
410376,1,0,1,0,,0
411078,5,1,1,1,50.0,1
411290,9,1,1,1,97.0,1
411628,2,1,1,1,400.0,1
411705,3,0,1,0,,0
411754,1,0,1,0,,0
411822,5,1,1,1,97.0,1
411865,2,0,1,0,,0
412011,13,3,1,1,103.44,1
412053,4,0,1,0,,0
412191,2,0,1,0,,0
412371,1,0,1,0,,0
412392,2,0,1,0,,0
412486,6,1,1,1,900.0,1
412500,2,0,1,0,,0
412579,1,0,1,0,,0
412755,2,0,1,0,,0
413030,6,0,1,0,,0
413222,1,0,1,0,,0
413468,1,0,1,0,,0
413469,2,0,1,0,,0
413667,1,0,1,0,,0
413690,2,0,1,0,,0
413999,1,0,1,0,,0
414088,7,1,1,1,950.0,1
414122,8,4,1,1,600.0,1
414275,36,4,1,1,3000.0,1
414335,3,1,1,1,500.0,1
414452,1,1,1,1,190.0,1
414568,7,1,1,1,700.0,1
414611,2,0,1,0,,0
414820,1,0,1,0,,0
415067,4,2,1,1,94.0,1
415296,2,0,1,0,,0
415335,3,0,1,0,,0
415480,1,0,1,0,,0
415815,1,0,1,0,,0
415901,1,0,1,0,,0
416191,1,1,1,1,450.0,1
416590,2,0,1,0,,0
416773,1,0,1,0,,0
416863,1,0,1,0,,0
416999,1,0,1,0,,0
417013,4,1,1,1,6.5,1
417155,1,0,1,0,,0
417233,1,0,1,0,,0
417254,1,0,1,0,,0
417315,1,0,1,0,,0
417399,2,0,1,0,,0
417567,2,1,1,1,800.0,1
417951,1,0,1,0,,0
418133,1,0,1,0,,0
418167,4,0,1,0,,0
418363,3,0,1,0,,0
418604,1,0,1,0,,0
418605,2,0,1,0,,0
419424,1,0,1,0,,0
419760,3,0,1,0,,0
419922,7,1,1,1,990.0,1
420248,3,0,1,0,,0
420371,3,1,1,1,50.0,1
420506,3,0,1,0,,0
420596,4,0,1,0,,0
420675,3,0,1,0,,0
420850,1,0,1,0,,0
421105,10,1,1,1,58.0,1
421161,13,1,1,1,300.0,1
421424,1,0,1,0,,0
421448,3,0,1,0,,0
421613,3,0,1,0,,0
421682,2,0,1,0,,0
421828,1,0,1,0,,0
421874,11,1,1,1,40.0,1
422098,1,0,1,0,,0
422173,1,0,1,0,,0
422401,1,0,1,0,,0
422548,7,1,1,1,4000.0,1
422827,4,2,1,1,1320.0,1
423050,1,1,1,1,50.0,1
423143,1,0,1,0,,0
423508,3,0,1,0,,0
423626,1,0,1,0,,0
423634,2,1,1,1,500.0,1
423753,1,0,1,0,,0
423908,10,1,1,1,190.0,1
423942,5,3,1,1,763.4000000000001,1
423953,2,1,1,1,450.0,1
424013,6,0,1,0,,0
424155,10,0,1,0,,0
424663,5,0,1,0,,0
424812,4,1,1,1,1950.0,1
425087,1,0,1,0,,0
425112,2,0,1,0,,0
425141,1,0,1,0,,0
425217,1,0,1,0,,0
425251,2,0,1,0,,0
425371,2,0,1,0,,0
425402,1,0,1,0,,0
426117,9,0,1,0,,0
426180,8,4,1,1,1600.0,1
427207,2,1,1,1,197.0,1
427227,3,1,1,1,1500.0,1
427315,1,0,1,0,,0
427392,2,0,1,0,,0
427415,2,0,1,0,,0
427480,2,0,1,0,,0
427681,2,1,1,1,91.0,1
427809,1,0,1,0,,0
428429,4,0,1,0,,0
428444,4,2,1,1,180.0,1
428891,13,1,1,1,88.0,1
429160,2,1,1,1,400.0,1
429212,7,1,1,1,250.0,1
429324,30,0,1,0,,0
429329,1,0,1,0,,0
429951,2,0,1,0,,0
430047,3,0,1,0,,0
430097,1,0,1,0,,0
430219,2,0,1,0,,0
430327,3,0,1,0,,0
430531,1,0,1,0,,0
430873,2,0,1,0,,0
431483,5,0,1,0,,0
431563,2,0,1,0,,0
432022,4,0,1,0,,0
432053,2,0,1,0,,0
432149,2,0,1,0,,0
432335,2,0,1,0,,0
432449,4,0,1,0,,0
432971,1,0,1,0,,0
433031,1,0,1,0,,0
433060,1,0,1,0,,0
433298,7,1,1,1,200.0,1
433304,2,0,1,0,,0
433346,3,0,1,0,,0
434038,3,0,1,0,,0
434404,1,0,1,0,,0
434561,1,0,1,0,,0
434698,4,1,1,1,450.0,1
434860,3,0,1,0,,0
435357,2,0,1,0,,0
435494,1,0,1,0,,0
435706,1,0,1,0,,0
436183,3,0,1,0,,0
436374,2,0,1,0,,0
436449,2,0,1,0,,0
436526,3,2,1,1,800.0,1
436739,10,0,1,0,,0
436816,32,4,1,1,8000.0,1
436943,2,0,1,0,,0
437295,1,0,1,0,,0
437365,5,0,1,0,,0
437388,1,0,1,0,,0
437588,4,1,1,1,450.0,1
437613,4,0,1,0,,0
437711,5,1,1,1,490.0,1
437715,4,0,1,0,,0
438055,2,1,1,1,170.0,1
438070,2,1,1,1,4700.0,1
438483,2,0,1,0,,0
438749,4,2,1,1,60.0,1
438777,1,0,1,0,,0
438926,4,0,1,0,,0
439101,1,1,1,1,400.0,1
439187,1,0,1,0,,0
439352,1,0,1,0,,0
439456,4,0,1,0,,0
439541,8,1,1,1,97.0,1
439792,3,1,1,1,900.0,1
439968,4,1,1,1,150.0,1
440050,4,0,1,0,,0
440413,6,0,1,0,,0
440558,1,0,1,0,,0
440866,2,0,1,0,,0
441089,3,0,1,0,,0
441109,1,1,1,1,197.0,1
441341,4,1,1,1,390.0,1
441453,1,1,1,1,350.0,1
441976,1,0,1,0,,0
442046,6,1,1,1,97.0,1
442080,1,0,1,0,,0
442284,1,0,1,0,,0
442339,2,0,1,0,,0
442451,2,1,1,1,45.0,1
442569,6,0,1,0,,0
442913,1,0,1,0,,0
443067,1,0,1,0,,0
443127,5,0,1,0,,0
443146,1,0,1,0,,0
443791,4,0,1,0,,0
443856,1,0,1,0,,0
444072,1,0,1,0,,0
444080,1,0,1,0,,0
444139,3,0,1,0,,0
444162,4,2,1,1,750.0,1
444742,2,1,1,1,900.0,1
445691,2,0,1,0,,0
445722,1,0,1,0,,0
446014,3,1,1,1,490.0,1
446019,1,0,1,0,,0
446031,1,0,1,0,,0
446151,1,0,1,0,,0
446965,1,0,1,0,,0
447018,1,0,1,0,,0
447145,1,0,1,0,,0
447157,1,0,1,0,,0
447781,12,4,1,1,3928.0,1
447925,5,0,1,0,,0
448005,1,0,1,0,,0
448135,2,0,1,0,,0
448303,8,1,1,1,10.0,1
448906,1,0,1,0,,0
449097,1,0,1,0,,0
449125,1,0,1,0,,0
449295,1,0,1,0,,0
449376,3,0,1,0,,0
449590,11,1,1,1,1679.0,1
449934,1,0,1,0,,0
450031,1,0,1,0,,0
450673,1,0,1,0,,0
450711,5,0,1,0,,0
450736,1,0,1,0,,0
450949,14,2,1,1,2950.0,1
451140,1,0,1,0,,0
451403,3,1,1,1,4300.0,1
451883,8,4,1,1,200.0,1
452050,3,0,1,0,,0
452271,1,0,1,0,,0
452313,9,0,1,0,,0
452653,5,1,1,1,950.0,1
452711,2,1,1,1,900.0,1
452718,1,0,1,0,,0
453012,1,0,1,0,,0
453126,1,0,1,0,,0
453606,1,1,1,1,490.0,1
454020,1,0,1,0,,0
454209,2,0,1,0,,0
454247,1,0,1,0,,0
454378,3,0,1,0,,0
454403,1,0,1,0,,0
454467,4,0,1,0,,0
454486,3,1,1,1,400.0,1
454700,1,0,1,0,,0
454970,1,0,1,0,,0
455212,4,0,1,0,,0
455309,2,0,1,0,,0
455335,1,0,1,0,,0
455355,1,0,1,0,,0
455403,1,0,1,0,,0
455660,1,0,1,0,,0
455723,2,0,1,0,,0
455793,2,0,1,0,,0
455937,1,0,1,0,,0
456427,1,0,1,0,,0
456618,1,0,1,0,,0
456956,1,1,1,1,150.0,1
457050,3,0,1,0,,0
457488,4,0,1,0,,0
457670,1,0,1,0,,0
457757,3,0,1,0,,0
457791,2,0,1,0,,0
457960,4,2,1,1,850.0,1
458132,13,2,1,1,180.0,1
458162,2,0,1,0,,0
458180,8,2,1,1,180.0,1
458273,3,0,1,0,,0
458426,3,1,1,1,400.0,1
458475,1,0,1,0,,0
458610,4,1,1,1,50.0,1
458643,1,0,1,0,,0
458683,9,1,1,1,10.0,1
459607,13,0,1,0,,0
459629,1,0,1,0,,0
459804,3,1,1,1,-800.0,-1
460430,4,0,1,0,,0
460432,1,0,1,0,,0
460464,2,0,1,0,,0
460495,3,1,1,1,40.0,1
460594,3,1,1,1,1032.0,1
460823,1,0,1,0,,0
460931,1,0,1,0,,0
460967,1,0,1,0,,0
461025,1,0,1,0,,0
461360,18,4,1,1,39200.0,1
461802,4,0,1,0,,0
461811,6,0,1,0,,0
461888,5,0,1,0,,0
461899,5,1,1,1,450.0,1
461939,5,2,1,1,4600.0,1
462076,3,0,1,0,,0
462288,1,0,1,0,,0
462331,1,0,1,0,,0
462405,1,0,1,0,,0
462739,4,0,1,0,,0
462759,8,0,1,0,,0
462834,3,2,1,1,80.0,1
462925,3,0,1,0,,0
463024,2,0,1,0,,0
463047,1,0,1,0,,0
463259,3,1,1,1,47.0,1
463413,1,0,1,0,,0
463448,5,1,1,1,750.0,1
463644,4,0,1,0,,0
464086,7,1,1,1,10.0,1
464133,8,1,1,1,190.0,1
464406,3,0,1,0,,0
464569,4,0,1,0,,0
464658,1,0,1,0,,0
464805,4,0,1,0,,0
465214,3,0,1,0,,0
465696,5,0,1,0,,0
465841,20,0,1,0,,0
466149,1,0,1,0,,0
466372,3,1,1,1,91.0,1
466490,6,0,1,0,,0
466519,7,0,1,0,,0
466594,4,0,1,0,,0
466686,1,0,1,0,,0
466935,3,1,1,1,990.0,1
467089,2,0,1,0,,0
467159,1,0,1,0,,0
467510,1,0,1,0,,0
468142,4,0,1,0,,0
468665,2,0,1,0,,0
468727,1,0,1,0,,0
468791,1,0,1,0,,0
468896,1,0,1,0,,0
469230,3,1,1,1,185.0,1
469300,7,1,1,1,90.0,1
469583,1,0,1,0,,0
469703,2,0,1,0,,0
469750,2,0,1,0,,0
469819,3,0,1,0,,0
469852,1,0,1,0,,0
469897,2,0,1,0,,0
470022,2,0,1,0,,0
470079,3,1,1,1,90.0,1
470184,3,0,1,0,,0
471098,6,0,1,0,,0
471115,1,0,1,0,,0
471339,1,0,1,0,,0
471372,4,0,1,0,,0
471761,2,0,1,0,,0
472122,2,0,1,0,,0
472138,1,0,1,0,,0
472393,1,1,1,1,400.0,1
472745,2,0,1,0,,0
473053,1,0,1,0,,0
473123,1,0,1,0,,0
473209,5,1,1,1,530.0,1
473256,4,0,1,0,,0
473346,2,0,1,0,,0
473349,2,1,1,1,150.0,1
473424,9,0,1,0,,0
473553,1,0,1,0,,0
473679,2,0,1,0,,0
474617,1,0,1,0,,0
475056,1,0,1,0,,0
475069,1,0,1,0,,0
475212,1,0,1,0,,0
475528,3,1,1,1,2.631579000000002,1
475559,9,2,1,1,5980.0,1
475669,4,0,1,0,,0
475798,2,0,1,0,,0
475811,1,0,1,0,,0
475839,6,0,1,0,,0
475893,1,0,1,0,,0
476091,4,0,1,0,,0
476438,1,1,1,1,100.0,1
476444,2,0,1,0,,0
476604,5,2,1,1,187.0,1
476657,2,0,1,0,,0
476765,24,4,1,1,1988.0,1
476796,1,1,1,1,250.0,1
477050,3,1,1,1,400.0,1
477360,8,0,1,0,,0
477380,2,0,1,0,,0
477479,1,0,1,0,,0
477820,1,0,1,0,,0
477853,2,0,1,0,,0
478099,4,1,1,1,2400.0,1
478243,1,0,1,0,,0
478406,5,3,1,1,400.0,1
478590,1,0,1,0,,0
478689,2,1,1,1,50.0,1
478773,1,0,1,0,,0
478774,1,1,1,1,400.0,1
479306,1,1,1,1,90.0,1
479623,3,1,1,1,470.0,1
480207,2,0,1,0,,0
480335,1,0,1,0,,0
480429,1,0,1,0,,0
480614,1,0,1,0,,0
480731,7,2,1,1,950.0,1
480800,5,1,1,1,6313.648200000003,1
480811,7,0,1,0,,0
480983,2,0,1,0,,0
481100,2,1,1,1,120.0,1
481347,2,0,1,0,,0
481505,1,0,1,0,,0
482655,4,0,1,0,,0
482742,2,0,1,0,,0
482774,1,0,1,0,,0
482803,5,0,1,0,,0
482911,2,1,1,1,200.0,1
483054,2,0,1,0,,0
483065,4,0,1,0,,0
483192,2,1,1,1,150.0,1
483217,6,1,1,1,17000.0,1
483347,5,2,1,1,636.8599999999997,1
483454,2,0,1,0,,0
483786,6,0,1,0,,0
483943,5,1,1,1,200.0,1
484251,2,0,1,0,,0
484292,1,0,1,0,,0
484598,1,0,1,0,,0
484843,1,0,1,0,,0
485023,2,1,1,1,80.0,1
485081,4,0,1,0,,0
485228,2,0,1,0,,0
485417,2,0,1,0,,0
485439,2,0,1,0,,0
485630,1,0,1,0,,0
485687,2,0,1,0,,0
485924,3,0,1,0,,0
486212,1,0,1,0,,0
486634,7,0,1,0,,0
486641,1,0,1,0,,0
486663,1,0,1,0,,0
486823,1,0,1,0,,0
487757,3,0,1,0,,0
487999,17,3,1,1,2062.5,1
488069,3,0,1,0,,0
488083,2,0,1,0,,0
488113,5,1,1,1,40.0,1
488314,3,0,1,0,,0
488445,3,0,1,0,,0
488446,1,0,1,0,,0
488690,11,1,1,1,297.0,1
488851,3,1,1,1,270.0,1
489922,3,2,1,1,600.0,1
490079,8,2,1,1,180.0,1
490277,2,0,1,0,,0
490572,2,0,1,0,,0
490679,6,3,1,1,1940.0,1
490788,4,0,1,0,,0
490911,5,0,1,0,,0
491217,1,0,1,0,,0
491410,6,1,1,1,50.0,1
491422,1,0,1,0,,0
491636,2,0,1,0,,0
491642,1,0,1,0,,0
492105,1,0,1,0,,0
492315,1,0,1,0,,0
492468,1,0,1,0,,0
492480,1,0,1,0,,0
492491,3,0,1,0,,0
492707,2,1,1,1,2100.0,1
492812,1,0,1,0,,0
493217,1,0,1,0,,0
493397,4,0,1,0,,0
493457,1,0,1,0,,0
493712,3,0,1,0,,0
493990,12,0,1,0,,0
494389,1,0,1,0,,0
494746,2,0,1,0,,0
494982,1,0,1,0,,0
495110,1,0,1,0,,0
495162,6,3,1,1,180.0,1
495464,2,0,1,0,,0
495755,2,0,1,0,,0
495924,2,1,1,1,700.0,1
495945,1,0,1,0,,0
496045,1,0,1,0,,0
496470,1,0,1,0,,0
496493,1,0,1,0,,0
496569,1,0,1,0,,0
496570,2,0,1,0,,0
496628,2,0,1,0,,0
496759,2,1,1,1,97.0,1
496862,1,0,1,0,,0
497116,3,0,1,0,,0
498324,2,0,1,0,,0
498538,2,0,1,0,,0
498839,3,0,1,0,,0
498857,1,0,1,0,,0
498903,4,0,1,0,,0
499182,2,0,1,0,,0
499266,1,0,1,0,,0
499381,1,0,1,0,,0
499401,4,1,1,1,175.0,1
499589,8,2,1,1,95.0,1
499610,1,0,1,0,,0
499659,2,0,1,0,,0
500014,1,1,1,1,100.0,1
500038,1,0,1,0,,0
500226,3,1,1,1,39.3,1
500515,3,0,1,0,,0
500577,1,0,1,0,,0
500620,2,0,1,0,,0
500693,1,0,1,0,,0
500762,4,0,1,0,,0
500780,4,4,1,1,1800.0,1
500981,1,0,1,0,,0
501107,1,0,1,0,,0
501156,4,0,1,0,,0
501166,7,1,1,1,7.0,1
501387,1,0,1,0,,0
501388,2,1,1,1,300.0,1
501461,5,1,1,1,2900.0,1
501528,3,1,1,1,-1060.0,-1
501685,8,0,1,0,,0
501765,4,0,1,0,,0
501766,1,1,1,1,405.0,1
501941,1,0,1,0,,0
501986,2,0,1,0,,0
502010,4,0,1,0,,0
502058,1,0,1,0,,0
502296,9,0,1,0,,0
502404,2,0,1,0,,0
502421,2,0,1,0,,0
502564,3,0,1,0,,0
502746,2,1,1,1,90.0,1
502944,2,1,1,1,500.0,1
503305,1,0,1,0,,0
503308,2,0,1,0,,0
503358,2,0,1,0,,0
503403,1,0,1,0,,0
503427,6,0,1,0,,0
503518,1,0,1,0,,0
503535,3,1,1,1,400.0,1
504028,6,2,1,1,1.5978000000000012,1
504326,1,0,1,0,,0
504397,2,1,1,1,300.0,1
504587,1,0,1,0,,0
505186,1,0,1,0,,0
505377,1,0,1,0,,0
505429,1,1,1,1,250.0,1
505462,1,0,1,0,,0
505496,5,0,1,0,,0
505628,5,0,1,0,,0
505635,2,1,1,1,270.0,1
506099,2,0,1,0,,0
506396,5,2,1,1,200.0,1
506648,2,0,1,0,,0
507094,1,0,1,0,,0
507288,4,1,1,1,25.0,1
507444,8,0,1,0,,0
507485,3,0,1,0,,0
507523,2,0,1,0,,0
507587,3,0,1,0,,0
507770,6,3,1,1,1770.0,1
507992,6,0,1,0,,0
508126,4,0,1,0,,0
508260,1,0,1,0,,0
508272,4,0,1,0,,0
508304,3,1,1,1,100.0,1
508357,10,0,1,0,,0
508418,4,0,1,0,,0
508528,2,2,1,1,1170.0,1
508600,1,0,1,0,,0
508797,1,0,1,0,,0
508871,9,3,1,1,147.49760000000003,1
508997,3,0,1,0,,0
509038,1,0,1,0,,0
509123,2,0,1,0,,0
509538,2,0,1,0,,0
509638,1,1,1,1,-4000.0,-1
509642,1,0,1,0,,0
509650,3,0,1,0,,0
509725,4,1,1,1,490.0,1
509898,3,0,1,0,,0
510098,3,0,1,0,,0
510141,1,0,1,0,,0
510308,15,7,1,1,507.5,1
510397,3,1,1,1,900.0,1
510479,5,1,1,1,500.0,1
510892,1,0,1,0,,0
510938,1,0,1,0,,0
510985,3,1,1,1,100.0,1
511301,2,0,1,0,,0
511559,7,0,1,0,,0
511611,1,0,1,0,,0
511621,2,0,1,0,,0
511626,1,0,1,0,,0
511746,1,0,1,0,,0
511895,5,1,1,1,100.0,1
512034,1,0,1,0,,0
512239,2,1,1,1,900.0,1
512343,1,0,1,0,,0
512497,2,0,1,0,,0
512761,1,0,1,0,,0
512942,1,0,1,0,,0
513168,2,0,1,0,,0
513358,7,2,1,1,1645.0,1
513405,1,0,1,0,,0
513725,1,0,1,0,,0
513881,1,0,1,0,,0
514135,1,0,1,0,,0
514186,3,0,1,0,,0
514303,4,1,1,1,100.0,1
514369,2,0,1,0,,0
514965,1,0,1,0,,0
515255,1,0,1,0,,0
515264,3,0,1,0,,0
515524,3,0,1,0,,0
515609,28,0,1,0,,0
516029,2,1,1,1,97.0,1
516301,1,0,1,0,,0
516419,1,0,1,0,,0
516444,2,0,1,0,,0
516492,4,0,1,0,,0
516623,3,0,1,0,,0
516648,10,1,1,1,750.0,1
516712,3,0,1,0,,0
516734,2,0,1,0,,0
516756,1,0,1,0,,0
516865,7,1,1,1,450.0,1
516872,1,0,1,0,,0
516882,2,0,1,0,,0
517335,2,0,1,0,,0
517422,3,1,1,1,10.0,1
517529,6,1,1,1,900.0,1
517600,1,0,1,0,,0
517634,1,0,1,0,,0
517817,7,0,1,0,,0
517883,3,0,1,0,,0
517982,2,0,1,0,,0
518275,1,0,1,0,,0
518659,3,0,1,0,,0
518870,2,1,1,1,450.0,1
519020,18,6,1,1,300.0,1
519136,3,1,1,1,150.0,1
519189,1,0,1,0,,0
519376,4,0,1,0,,0
519937,4,0,1,0,,0
520006,1,0,1,0,,0
520111,2,0,1,0,,0
520412,1,0,1,0,,0
520523,1,0,1,0,,0
520727,12,0,1,0,,0
520811,2,0,1,0,,0
520991,2,0,1,0,,0
521222,2,0,1,0,,0
521357,1,0,1,0,,0
521533,8,0,1,0,,0
521705,1,0,1,0,,0
521741,2,0,1,0,,0
521760,8,4,1,1,28000.0,1
521951,15,3,1,1,15.0,1
521955,4,0,1,0,,0
522085,4,0,1,0,,0
522272,1,0,1,0,,0
522359,5,1,1,1,400.0,1
522502,2,0,1,0,,0
522562,1,0,1,0,,0
522744,1,0,1,0,,0
522832,18,0,1,0,,0
523006,2,0,1,0,,0
523528,1,0,1,0,,0
523598,6,2,1,1,115.0,1
523791,6,2,1,1,-16.0,-1
524025,3,1,1,1,90.0,1
524148,4,1,1,1,-5.100000000000001,-1
524270,2,0,1,0,,0
524344,5,1,1,1,3100.0,1
524473,1,0,1,0,,0
524482,1,1,1,1,30.0,1
524742,5,0,1,0,,0
524780,11,2,1,1,140.0,1
524896,2,0,1,0,,0
525006,1,0,1,0,,0
525061,20,0,1,0,,0
525130,2,1,1,1,900.0,1
525185,8,0,1,0,,0
525255,1,0,1,0,,0
525702,1,1,1,1,70.0,1
525722,1,0,1,0,,0
525910,6,0,1,0,,0
526055,4,4,1,1,1960.0,1
526057,2,1,1,1,700.0,1
526188,1,0,1,0,,0
5,1,0,1,0,,0
11,4,1,1,1,850.0,1
216,1,0,1,0,,0
306,7,1,1,1,150.0,1
406,5,1,1,1,197.0,1
485,6,0,1,0,,0
534,9,0,1,0,,0
535,3,1,1,1,900.0,1
547,2,1,1,1,50.0,1
690,1,0,1,0,,0
745,2,0,1,0,,0
852,1,0,1,0,,0
954,5,0,1,0,,0
1158,4,0,1,0,,0
1182,5,0,1,0,,0
1228,1,0,1,0,,0
1703,5,0,1,0,,0
1766,12,0,1,0,,0
1836,4,2,1,1,980.0,1
1852,1,0,1,0,,0
2123,3,1,1,1,200000.0,1
2126,4,0,1,0,,0
2225,1,0,1,0,,0
2746,2,0,1,0,,0
2759,1,0,1,0,,0
2802,4,0,1,0,,0
2882,5,0,1,0,,0
2956,1,0,1,0,,0
3067,2,0,1,0,,0
3130,1,0,1,0,,0
