EID,WSBR,WSENDBR,BSBR,BSENDBR,COUNTBR,ENDBR
278092,3,3,,,3,3
278126,,,2,1,2,1
278133,2,2,,,2,2
278140,,,4,,4,
278143,1,1,,,1,1
278169,,,1,1,1,1
278176,,,1,1,1,1
278180,1,,,,1,
278199,,,1,1,1,1
278326,1,,,,1,
278358,1,1,,,1,1
278390,1,1,,,1,1
278448,72,4,45,5,117,9
278487,4,,1,,5,
278520,,,1,1,1,1
278521,23,21,,,23,21
278531,2,1,,,2,1
278537,1,,1,1,2,1
278558,,,1,1,1,1
278579,,,1,1,1,1
278620,1,1,,,1,1
278657,1,,,,1,
278658,2,2,,,2,2
278701,,,1,1,1,1
278726,,,2,2,2,2
278760,,,1,1,1,1
278954,,,1,1,1,1
278983,1,,,,1,
278998,1,,,,1,
279024,,,1,1,1,1
279058,,,4,3,4,3
279180,,,1,,1,
279198,5,2,,,5,2
279221,,,1,1,1,1
279228,1,1,,,1,1
279257,,,1,1,1,1
279273,,,1,1,1,1
279341,,,1,,1,
279369,1,1,3,3,4,4
279376,,,1,1,1,1
279513,26680,311,271,,26951,311
279573,3,3,1,,4,3
279665,,,1,1,1,1
279719,,,1,,1,
279753,,,2,1,2,1
279904,1,,,,1,
279926,9,1,,,9,1
279951,,,1,,1,
279968,,,1,1,1,1
279993,1,,,,1,
280065,3,3,,,3,3
280122,,,1,,1,
280169,,,4,3,4,3
280186,,,1,1,1,1
280276,,,1,,1,
280290,1,,,,1,
280312,4,,,,4,
280329,,,1,,1,
280338,,,1,1,1,1
280349,,,1,1,1,1
280445,,,1,,1,
280446,2,1,1,,3,1
280474,,,1,,1,
280476,1,,,,1,
280483,,,1,,1,
280492,,,2,2,2,2
280502,2,1,,,2,1
280505,,,1,1,1,1
280514,1,1,,,1,1
280546,,,1,,1,
280595,,,1,1,1,1
280609,1,1,,,1,1
280621,1,,,,1,
280682,,,1,,1,
280687,,,1,,1,
280723,,,2,2,2,2
280733,,,5,5,5,5
280734,1,,,,1,
280780,1,1,,,1,1
280804,,,1,,1,
280827,1,,,,1,
280830,1,1,2,1,3,2
280872,,,1,1,1,1
280885,1,1,,,1,1
280923,1,1,,,1,1
280961,,,1,1,1,1
281050,1,,,,1,
281097,,,1,,1,
281130,,,1,,1,
281140,1,,,,1,
281171,1,1,1,,2,1
281173,1,,,,1,
281191,1,1,,,1,1
281200,,,1,,1,
281206,,,1,1,1,1
281225,1,,,,1,
281244,1,,,,1,
281313,,,1,,1,
281334,,,1,,1,
281338,,,2,2,2,2
281346,,,5,5,5,5
281357,4,1,1,,5,1
281379,,,1,1,1,1
281452,,,1,1,1,1
281454,1,1,,,1,1
281455,,,3,3,3,3
281509,,,3,,3,
281563,1,,,,1,
281595,,,1,,1,
281608,,,1,1,1,1
281621,,,2,2,2,2
281633,2,,,,2,
281678,1,,,,1,
281694,,,2,2,2,2
281819,1,,,,1,
281822,,,1,,1,
281852,,,2,2,2,2
281853,,,1,,1,
281859,1,1,,,1,1
281863,,,2,,2,
281946,1,,,,1,
282058,,,2,,2,
282134,1,,,,1,
282138,1,1,,,1,1
282209,4,2,60,24,64,26
282233,1,,,,1,
282242,,,2,,2,
282267,1,,1,,2,
282280,23,9,2,1,25,10
282301,,,1,1,1,1
282322,1,,,,1,
282332,1,,,,1,
282352,,,1,,1,
282360,,,1,,1,
282373,,,1,,1,
282385,,,21,13,21,13
282399,,,2,2,2,2
282461,,,2,,2,
282494,3,1,4,1,7,2
282508,,,1,1,1,1
282514,,,2,2,2,2
282575,1,,1,,2,
282578,,,1,1,1,1
282657,,,2,1,2,1
282674,,,1,,1,
282678,,,1,,1,
282691,,,1,1,1,1
282724,,,1,,1,
282739,2,,,,2,
282830,,,1,1,1,1
282857,4,3,,,4,3
282876,,,4,,4,
282910,1,,,,1,
283060,,,3,2,3,2
283064,11,3,1,,12,3
283088,,,1,,1,
283091,,,1,,1,
283152,2,,,,2,
283184,,,1,,1,
283233,10,4,,,10,4
283239,6,,1,,7,
283264,,,1,1,1,1
283281,2,,,,2,
283293,1,,,,1,
283326,1,,1,,2,
283361,,,1,1,1,1
283365,,,40,37,40,37
283389,,,1,1,1,1
283407,1,,,,1,
283410,2,2,,,2,2
283463,3,3,,,3,3
283467,,,1,,1,
283506,28,4,16,4,44,8
283569,,,1,,1,
283590,,,1,1,1,1
283654,2,,,,2,
283666,,,1,1,1,1
283752,,,2,1,2,1
283772,,,2,,2,
283785,1,,,,1,
283787,2,2,1,1,3,3
283835,,,2,1,2,1
283836,1,,1,,2,
283859,,,1,1,1,1
283874,,,1,,1,
283877,,,1,,1,
283901,,,1,,1,
283915,,,1,1,1,1
283928,2,,,,2,
283988,,,1,,1,
284043,,,1,,1,
284078,4,2,1,,5,2
284084,1,1,,,1,1
284147,,,1,,1,
284160,,,2,,2,
284164,1,1,1,,2,1
284171,,,2,,2,
284183,,,1,,1,
284242,4,2,,,4,2
284259,1,,,,1,
284277,1,1,,,1,1
284287,3,,,,3,
284312,1,1,,,1,1
284339,1,1,,,1,1
284364,2,,6,,8,
284386,,,1,,1,
284502,2,,,,2,
284524,1,,,,1,
284550,1,,,,1,
284581,,,1,1,1,1
284590,,,1,,1,
284645,,,1,,1,
284667,,,3,1,3,1
284673,1,1,,,1,1
284704,8,,,,8,
284722,,,1,1,1,1
284756,,,1,,1,
284799,,,1,,1,
284831,10,9,,,10,9
284888,1,1,1,,2,1
284914,,,1,1,1,1
284946,,,1,,1,
285028,6,6,,,6,6
285040,,,1,1,1,1
285047,,,2,2,2,2
285065,,,1,,1,
285109,3,,,,3,
285117,,,1,1,1,1
285164,1,,,,1,
285233,2,1,,,2,1
285269,,,1,1,1,1
285299,,,1,,1,
285319,1,,,,1,
285341,,,2,1,2,1
285365,,,1,1,1,1
285377,,,1,,1,
285442,,,1,1,1,1
285474,,,1,1,1,1
285542,,,1,,1,
285555,,,2,2,2,2
285563,,,1,,1,
285662,1,,2,1,3,1
285697,,,4,4,4,4
285700,,,1,1,1,1
285702,1,,,,1,
285721,1,,2,1,3,1
285764,1,,,,1,
285776,,,1,1,1,1
285826,,,1,1,1,1
285857,2,,1,1,3,1
285956,,,1,1,1,1
286034,,,1,1,1,1
286063,1,,,,1,
286139,,,1,,1,
286144,6,2,,,6,2
286147,,,1,1,1,1
286165,,,3,1,3,1
286175,1,,,,1,
286184,,,1,,1,
286208,,,1,,1,
286241,,,1,1,1,1
286243,,,1,,1,
286266,,,1,1,1,1
286344,1,1,,,1,1
286389,,,3,3,3,3
286412,1,,,,1,
286519,,,1,1,1,1
286549,,,1,1,1,1
286662,1,,,,1,
286681,1,,,,1,
286711,,,2,1,2,1
286722,1,1,,,1,1
286826,1,,,,1,
286829,,,1,,1,
286838,,,1,,1,
286848,2,,13,,15,
286876,1,,,,1,
286888,,,1,,1,
286938,,,2,,2,
286976,,,2,1,2,1
286977,,,3,3,3,3
286995,,,1,,1,
287020,,,1,1,1,1
287028,1,,,,1,
287030,,,1,,1,
287058,,,1,,1,
287119,,,1,,1,
287153,,,1,1,1,1
287182,5,1,2,,7,1
287200,,,2,,2,
287202,1,,,,1,
287218,,,1,,1,
287242,1,1,1,,2,1
287248,,,1,,1,
287257,,,1,1,1,1
287338,1,1,2,2,3,3
287359,,,2,1,2,1
287393,,,1,,1,
287408,,,1,,1,
287437,,,1,1,1,1
287441,,,2,1,2,1
287529,2,,,,2,
287533,1,,,,1,
287539,2,1,,,2,1
287600,26,8,5,2,31,10
287615,,,1,,1,
287616,,,1,,1,
287668,1,,,,1,
287677,,,1,1,1,1
287684,1,1,4,3,5,4
287705,,,2,2,2,2
287707,,,4,2,4,2
287713,2,,,,2,
287735,1,,1,1,2,1
287783,1,1,,,1,1
287785,,,1,,1,
287806,,,1,1,1,1
287809,,,1,1,1,1
287812,5,,,,5,
287837,2,2,,,2,2
287843,1,1,,,1,1
287847,2,2,,,2,2
287853,,,2,,2,
287859,3,2,,,3,2
287870,,,3,,3,
287920,21,6,1,,22,6
287922,,,1,,1,
288012,,,1,1,1,1
288024,,,2,2,2,2
288087,2,,,,2,
288103,,,1,1,1,1
288139,,,2,1,2,1
288197,1,,,,1,
288201,,,1,1,1,1
288210,,,4,3,4,3
288334,,,1,1,1,1
288340,,,3,3,3,3
288367,6,2,,,6,2
288437,,,1,1,1,1
288465,,,1,1,1,1
288492,3,,2,1,5,1
288496,2,2,,,2,2
288518,,,11,5,11,5
288528,,,1,1,1,1
288541,,,1,1,1,1
288639,,,2,,2,
288642,,,2,,2,
288649,1,,,,1,
288654,,,1,1,1,1
288675,,,1,1,1,1
288682,,,2,2,2,2
288686,1,,,,1,
288845,,,1,,1,
288940,1,,,,1,
288955,,,10,10,10,10
288983,,,1,1,1,1
289002,,,1,,1,
289025,,,1,1,1,1
289026,1,1,,,1,1
289046,,,1,1,1,1
289062,,,1,,1,
289110,,,1,,1,
289173,1,1,,,1,1
289187,,,1,,1,
289196,1,1,,,1,1
289201,,,1,,1,
289266,,,1,1,1,1
289290,,,1,1,1,1
289299,,,1,1,1,1
289392,,,1,1,1,1
289428,1,1,1,1,2,2
289477,,,1,1,1,1
289524,10,1,2,1,12,2
289530,2,2,,,2,2
289557,,,2,1,2,1
289564,2,,,,2,
289567,,,3,3,3,3
289590,,,1,,1,
289636,,,1,1,1,1
289641,,,2,1,2,1
289702,,,3,1,3,1
289732,,,1,,1,
289744,,,1,1,1,1
289820,3,3,,,3,3
289826,,,1,1,1,1
289910,,,1,,1,
289930,,,1,,1,
289936,,,5,,5,
289949,,,1,1,1,1
289957,1,1,1,,2,1
289960,,,3,2,3,2
289979,2,,,,2,
289982,,,1,1,1,1
289986,,,2,1,2,1
290040,1,,1,,2,
290056,,,1,1,1,1
290057,1,,,,1,
290059,1,,,,1,
290092,,,1,1,1,1
290127,1,,,,1,
290135,,,5,,5,
290139,2,2,1,1,3,3
290145,,,1,1,1,1
290154,1,1,1,1,2,2
290229,,,1,,1,
290284,1,,,,1,
290300,1,,,,1,
290326,2,,,,2,
290337,2,1,,,2,1
290392,,,1,,1,
290404,2,2,,,2,2
290414,,,1,,1,
290416,,,1,,1,
290419,,,1,1,1,1
290480,,,1,1,1,1
290487,,,1,1,1,1
290509,23,13,177,17,200,30
290527,1,1,,,1,1
290562,,,3,3,3,3
290570,,,5,1,5,1
290582,2,1,,,2,1
290586,1,1,,,1,1
290593,1,,,,1,
290600,,,2,,2,
290605,,,1,,1,
290612,,,1,1,1,1
290628,3,1,1,,4,1
290638,3,2,1,,4,2
290669,,,1,1,1,1
290706,1,,,,1,
290716,,,1,,1,
290785,,,6,5,6,5
290786,1,,,,1,
290795,,,1,,1,
290817,,,1,,1,
290862,,,2,2,2,2
290879,1,1,,,1,1
290881,,,5,3,5,3
290903,1,,,,1,
290921,,,1,1,1,1
290937,1,,,,1,
290956,2,1,,,2,1
290992,2,,,,2,
291103,1,,,,1,
291160,1,1,,,1,1
291304,1,,,,1,
291329,,,1,1,1,1
291331,,,1,,1,
291345,,,1,1,1,1
291369,,,3,2,3,2
291398,,,2,,2,
291408,3,1,1,1,4,2
291466,,,1,,1,
291485,,,2,2,2,2
291498,17,,14,1,31,1
291501,1,,,,1,
291516,1,1,1,1,2,2
291535,,,1,,1,
291597,1,,1,1,2,1
291625,,,4,,4,
291633,2,,,,2,
291634,,,1,,1,
291650,1,,,,1,
291677,,,3,3,3,3
291718,,,1,,1,
291778,,,1,,1,
291783,,,1,1,1,1
291791,1,,,,1,
291814,5,5,,,5,5
291827,1,1,,,1,1
291848,1,,3,1,4,1
291859,,,1,,1,
291862,,,1,1,1,1
291872,,,1,1,1,1
291910,1,,,,1,
291963,,,1,1,1,1
291969,,,1,,1,
292045,,,1,1,1,1
292116,,,1,1,1,1
292122,3,,,,3,
292124,1,,,,1,
292143,,,1,,1,
292149,,,1,,1,
292166,,,1,,1,
292188,2,,,,2,
292195,,,2,2,2,2
292219,1,,,,1,
292222,1,,,,1,
292236,1,,,,1,
292237,5,,,,5,
292258,1,1,,,1,1
292286,,,2,1,2,1
292370,,,1,1,1,1
292391,3,1,,,3,1
292423,,,1,,1,
292432,1,,5,,6,
292475,,,2,2,2,2
292480,,,2,1,2,1
292507,1,1,,,1,1
292508,,,1,1,1,1
292517,,,11,5,11,5
292644,,,1,,1,
292671,,,1,,1,
292674,,,1,,1,
292691,,,1,1,1,1
292720,,,1,,1,
292725,,,1,,1,
292767,,,1,,1,
292771,1,,,,1,
292801,,,1,,1,
292811,,,1,,1,
292822,,,1,1,1,1
292825,,,4,3,4,3
292848,,,1,1,1,1
292866,,,3,2,3,2
292967,,,1,,1,
292988,1,1,,,1,1
292989,,,1,,1,
293053,,,1,1,1,1
293110,,,1,,1,
293120,1,,,,1,
293147,,,1,,1,
293148,1,1,3,2,4,3
293205,1,,,,1,
293219,,,1,,1,
293244,,,2,2,2,2
293277,,,1,,1,
293285,3,,,,3,
293317,1,1,,,1,1
293389,,,2,,2,
293402,,,1,,1,
293412,,,1,1,1,1
293436,,,1,,1,
293447,,,1,1,1,1
293491,3,1,,,3,1
293536,1,1,,,1,1
293548,,,2,2,2,2
293602,,,1,1,1,1
293621,1,1,,,1,1
293639,,,1,,1,
293662,,,1,1,1,1
293668,,,1,1,1,1
293712,1,,,,1,
293721,,,1,1,1,1
293734,1,,,,1,
293749,,,2,1,2,1
293789,,,3,,3,
293830,,,2,1,2,1
293840,,,1,1,1,1
293910,1,1,,,1,1
293946,2,,,,2,
293961,,,1,,1,
293995,,,1,1,1,1
294037,,,3,3,3,3
294040,2,,,,2,
294042,1,1,2,1,3,2
294056,1,1,,,1,1
294058,1,1,,,1,1
294117,1,,,,1,
294136,10,,37,,47,
294198,,,1,,1,
294204,,,1,1,1,1
294249,,,1,,1,
294262,,,1,,1,
294305,,,1,,1,
294362,,,7,1,7,1
294380,,,1,1,1,1
294383,,,1,,1,
294409,2,,,,2,
294476,,,1,1,1,1
294542,1,,,,1,
294553,,,1,1,1,1
294556,1,1,,,1,1
294600,,,1,,1,
294683,,,1,1,1,1
294689,1,1,,,1,1
294721,1,,,,1,
294722,,,1,1,1,1
294729,1,,1,,2,
294732,26,24,,,26,24
294780,,,3,2,3,2
294788,1,,4,,5,
294817,1,,,,1,
294818,,,1,,1,
294872,1,1,,,1,1
294906,,,2,,2,
294940,1,1,,,1,1
294999,1,,,,1,
295101,1,1,,,1,1
295102,,,1,,1,
295128,,,3,1,3,1
295137,,,1,,1,
295163,,,18,16,18,16
295189,1,1,,,1,1
295234,1,,,,1,
295312,,,1,1,1,1
295334,2,,,,2,
295342,,,2,1,2,1
295346,,,25,19,25,19
295356,,,2,2,2,2
295366,,,1,1,1,1
295446,,,5,2,5,2
295447,5,1,2,,7,1
295525,2,1,,,2,1
295534,,,1,1,1,1
295548,,,1,,1,
295634,1,,,,1,
295678,3,,,,3,
295690,1,,,,1,
295731,,,1,,1,
295792,,,1,1,1,1
295822,,,1,,1,
295838,1,1,,,1,1
295844,3,2,,,3,2
295886,,,1,1,1,1
295889,,,1,,1,
295909,,,1,1,1,1
295951,,,1,,1,
295968,1,1,,,1,1
295993,,,1,,1,
295994,,,1,,1,
296018,,,1,,1,
296062,,,1,1,1,1
296104,,,1,,1,
296131,,,1,1,1,1
296145,,,1,,1,
296171,,,2,2,2,2
296176,,,1,1,1,1
296191,1,,,,1,
296202,4,1,1,1,5,2
296220,,,1,1,1,1
296242,1,,,,1,
296260,,,1,,1,
296285,,,1,1,1,1
296290,2,1,,,2,1
296294,,,1,1,1,1
296317,1,,,,1,
296352,,,1,,1,
296364,,,1,,1,
296373,,,2,,2,
296377,,,1,,1,
296419,,,1,,1,
296435,,,1,,1,
296440,,,203,25,203,25
296446,1,,,,1,
296496,1,1,,,1,1
296499,,,1,,1,
296531,,,1,,1,
296541,,,2,,2,
296554,2,2,,,2,2
296559,1,1,1,1,2,2
296622,2,1,,,2,1
296742,,,1,,1,
296747,,,1,,1,
296749,3,,,,3,
296796,,,1,1,1,1
296800,,,1,1,1,1
296818,,,2,,2,
296850,,,1,,1,
296864,,,2,2,2,2
296878,,,1,1,1,1
296881,,,1,,1,
296911,1,,,,1,
296923,11,5,,,11,5
296988,,,1,1,1,1
296995,1,,,,1,
297003,,,2,,2,
297011,2,1,,,2,1
297038,5,1,,,5,1
297043,44,26,72,23,116,49
297060,1,,,,1,
297085,3,3,,,3,3
297097,50,5,4,,54,5
297105,13,2,,,13,2
297113,1,,,,1,
297135,,,1,,1,
297166,,,5,4,5,4
297233,,,1,,1,
297287,3,3,2,1,5,4
297295,1,1,,,1,1
297303,,,1,,1,
297321,2,2,2,2,4,4
297327,,,2,,2,
297488,1,1,,,1,1
297541,1,,,,1,
297546,,,1,,1,
297603,,,1,,1,
297639,1,1,,,1,1
297647,,,1,,1,
297668,,,2,,2,
297674,,,1,1,1,1
297676,,,1,,1,
297735,1,,,,1,
297765,,,2,1,2,1
297807,,,1,,1,
297829,1,,,,1,
297880,,,2,2,2,2
297921,,,1,,1,
297926,1,,2,,3,
297930,1,1,,,1,1
297941,2,,,,2,
297944,,,1,,1,
297958,2,,,,2,
298009,,,1,,1,
298038,1,,1,1,2,1
298050,,,1,1,1,1
298084,,,1,1,1,1
298147,3,1,,,3,1
298150,1,,,,1,
298190,,,1,1,1,1
298212,,,1,1,1,1
298250,,,5,4,5,4
298259,,,1,1,1,1
298273,,,1,,1,
298300,1,1,,,1,1
298305,1,,,,1,
298340,,,1,1,1,1
298345,1,1,,,1,1
298366,,,1,,1,
298391,,,1,,1,
298399,,,1,,1,
298403,,,1,,1,
298404,,,1,,1,
298445,,,1,1,1,1
298505,3,,,,3,
298506,,,1,1,1,1
298541,,,4,4,4,4
298574,1,,,,1,
298581,,,2,2,2,2
298618,2,,1,,3,
298652,,,1,1,1,1
298674,,,31,6,31,6
298702,1,1,,,1,1
298729,,,1,,1,
298749,1,1,1,,2,1
298762,,,1,1,1,1
298799,,,1,,1,
298813,1,1,,,1,1
298817,,,1,,1,
298856,1,1,1,,2,1
298870,2,,,,2,
298916,,,2,1,2,1
298926,5,1,,,5,1
298949,5,1,,,5,1
298954,2,1,1,,3,1
298960,2,2,,,2,2
298964,,,2,2,2,2
298966,,,2,,2,
298969,1,1,,,1,1
298970,11,3,2,1,13,4
298974,1,1,,,1,1
298991,1,,,,1,
298995,,,1,,1,
299021,1,1,,,1,1
299025,,,1,,1,
299060,4,4,,,4,4
299095,2,2,,,2,2
299136,1,,,,1,
299139,,,1,,1,
299183,,,1,1,1,1
299185,,,1,1,1,1
299207,,,1,,1,
299238,,,1,,1,
299247,1,1,,,1,1
299341,1,1,,,1,1
299390,,,1,,1,
299392,1,1,1,1,2,2
299461,,,1,,1,
299472,23,3,42,3,65,6
299485,,,1,1,1,1
299507,,,1,1,1,1
299550,1,1,1,,2,1
299564,1,,1,,2,
299627,1,,,,1,
299648,,,1,1,1,1
299656,1,,,,1,
299658,,,1,,1,
299678,25,,,,25,
299681,,,1,,1,
299686,,,11,,11,
299729,40,23,13,8,53,31
299747,1,,,,1,
299750,1,,,,1,
299820,2,2,1,,3,2
299830,,,1,,1,
299840,,,1,1,1,1
299862,1,1,,,1,1
299868,,,1,1,1,1
299909,,,1,1,1,1
299932,8,6,,,8,6
299934,,,3,2,3,2
299938,1,,,,1,
300007,,,1,,1,
300008,1,1,,,1,1
300010,1,1,,,1,1
300068,1,,,,1,
300093,1,,1,,2,
300146,,,2,1,2,1
300172,,,1,,1,
300177,1,1,,,1,1
300202,,,1,,1,
300232,,,1,1,1,1
300254,,,1,1,1,1
300288,,,1,,1,
300300,,,4,4,4,4
300316,,,1,,1,
300319,5,5,4,2,9,7
300336,4,,,,4,
300383,,,1,1,1,1
300385,1,1,1,1,2,2
300412,,,2,2,2,2
300431,1,,,,1,
300459,1,,,,1,
300465,1,1,,,1,1
300491,,,1,,1,
300497,40,1,59,12,99,13
300521,,,1,1,1,1
300553,,,1,,1,
300593,1,,,,1,
300608,1,1,,,1,1
300636,,,1,,1,
300651,,,1,1,1,1
300678,,,1,,1,
300701,,,1,,1,
300706,1,,,,1,
300731,,,1,,1,
300747,,,1,,1,
300750,,,5,4,5,4
300763,,,1,,1,
300790,,,3,,3,
300808,,,1,1,1,1
300911,7,3,,,7,3
300932,,,1,1,1,1
301111,,,4,1,4,1
301138,,,1,,1,
301235,,,1,,1,
301301,1,1,,,1,1
301362,1,,,,1,
301372,1,1,,,1,1
301454,1,,,,1,
301512,,,1,,1,
301598,20,20,,,20,20
301624,,,2,1,2,1
301656,1,1,,,1,1
301673,,,13,3,13,3
301683,2,,,,2,
301775,24,16,2,2,26,18
301776,,,1,,1,
301788,1,1,,,1,1
301847,1,1,,,1,1
301976,,,2,2,2,2
301980,,,1,,1,
302009,,,2,2,2,2
302012,,,1,1,1,1
302027,,,1,,1,
302030,1,,,,1,
302033,,,1,1,1,1
302110,,,1,,1,
302135,8,7,,,8,7
302152,1,,,,1,
302154,,,1,1,1,1
302173,,,1,,1,
302175,1,1,,,1,1
302212,,,1,,1,
302219,1,1,,,1,1
302241,3,2,,,3,2
302251,1,,,,1,
302258,,,3,1,3,1
302262,,,1,,1,
302293,1,1,,,1,1
302299,,,1,1,1,1
302313,,,1,,1,
302389,,,1,1,1,1
302414,,,1,1,1,1
302428,1,,1,,2,
302504,1,1,,,1,1
302506,2,,,,2,
302521,,,2,,2,
302540,,,1,1,1,1
302568,,,1,,1,
302610,1,,3,,4,
302649,,,1,,1,
302652,87,7,18,7,105,14
302657,,,2,,2,
302683,3,3,,,3,3
302693,1,,,,1,
302711,2,2,1,,3,2
302761,,,1,1,1,1
302783,5,,,,5,
302844,,,3,2,3,2
302865,7,2,3,2,10,4
302914,,,1,,1,
302915,3,3,,,3,3
302922,,,1,1,1,1
303004,,,2,2,2,2
303049,,,1,,1,
303070,,,1,1,1,1
303116,,,1,,1,
303159,,,1,1,1,1
303163,,,6,,6,
303246,1,,,,1,
303249,,,1,1,1,1
303299,1,,,,1,
303325,,,2,1,2,1
303331,2,,,,2,
303385,1,1,1,1,2,2
303391,,,2,1,2,1
303397,,,2,1,2,1
303420,1,1,,,1,1
303456,,,1,1,1,1
303495,1,,,,1,
303529,,,2,2,2,2
303541,,,1,,1,
303607,1,,,,1,
303623,,,1,,1,
303662,,,1,1,1,1
303665,1,1,,,1,1
303717,,,1,1,1,1
303759,,,1,,1,
303774,1,,,,1,
303829,,,1,1,1,1
303838,1,,,,1,
303840,1,,,,1,
303881,,,1,1,1,1
303893,,,2,1,2,1
303926,1,1,,,1,1
303930,,,10,2,10,2
303934,,,1,1,1,1
303949,1,,,,1,
303967,1,1,,,1,1
303981,1,,1,,2,
303997,,,2,1,2,1
304020,,,1,,1,
304036,,,1,1,1,1
304046,,,1,,1,
304075,1,,,,1,
304102,1,,,,1,
304125,,,1,,1,
304157,1,,,,1,
304209,1,,,,1,
304226,,,4,2,4,2
304254,,,1,1,1,1
304325,,,1,,1,
304441,1,,,,1,
304488,7,4,,,7,4
304513,1,1,,,1,1
304521,2,2,,,2,2
304574,1,,,,1,
304579,1,,,,1,
304585,1,,,,1,
304590,4,3,5,1,9,4
304640,2,,,,2,
304648,1,,,,1,
304655,1,1,,,1,1
304658,,,7,,7,
304731,1,1,2,1,3,2
304748,1,1,,,1,1
304773,1,,,,1,
304828,,,1,1,1,1
304880,,,1,,1,
304892,1,,,,1,
304931,,,1,,1,
304948,,,2,,2,
305125,,,2,,2,
305239,16,14,11,2,27,16
305243,7,1,1,1,8,2
305265,1,1,,,1,1
305309,,,1,1,1,1
305326,,,10,3,10,3
305407,,,1,,1,
305438,,,1,1,1,1
305449,,,1,,1,
305477,,,2,,2,
305508,1,,,,1,
305513,,,1,,1,
305607,1,1,,,1,1
305634,,,1,1,1,1
305669,,,2,1,2,1
305681,1,,,,1,
305734,1,,,,1,
305754,,,1,1,1,1
305848,,,3,1,3,1
305882,3,,,,3,
305892,1,1,,,1,1
305910,,,1,,1,
305951,2,2,,,2,2
305960,1,,,,1,
306005,,,2,1,2,1
306018,1,1,,,1,1
306033,,,1,,1,
306080,1,1,1,1,2,2
306093,,,1,1,1,1
306099,,,1,,1,
306108,,,3,3,3,3
306111,1,,,,1,
306165,,,1,,1,
306168,,,6,6,6,6
306170,1,1,1,1,2,2
306211,,,1,1,1,1
306227,,,1,,1,
306315,1,,,,1,
306350,1,,,,1,
306389,,,1,1,1,1
306488,,,1,1,1,1
306512,,,1,1,1,1
306529,1,1,,,1,1
306567,3,1,,,3,1
306600,,,1,,1,
306609,1,,,,1,
306610,,,1,,1,
306625,1,1,,,1,1
306631,,,1,,1,
306634,,,1,,1,
306660,,,1,,1,
306661,,,1,,1,
306685,,,1,,1,
306702,1,1,,,1,1
306705,1,,,,1,
306743,1,1,,,1,1
306821,17,5,,,17,5
306833,1,1,,,1,1
306846,22,9,5,2,27,11
306903,,,1,1,1,1
306923,1,,,,1,
306925,1,,,,1,
306929,,,1,,1,
306944,,,1,1,1,1
306946,1,,,,1,
306984,,,1,,1,
307002,,,20,20,20,20
307008,,,1,1,1,1
307090,,,1,,1,
307094,,,1,1,1,1
307151,,,1,1,1,1
307195,1,,1,1,2,1
307200,,,1,,1,
307227,1,1,,,1,1
307247,,,1,,1,
307255,,,1,1,1,1
307321,1,,,,1,
307360,,,1,1,1,1
307401,,,2,1,2,1
307418,1,1,,,1,1
307425,,,2,2,2,2
307439,1,1,,,1,1
307442,,,1,,1,
307545,,,1,,1,
307568,,,1,1,1,1
307578,,,1,1,1,1
307590,,,1,1,1,1
307669,,,1,,1,
307732,,,1,,1,
307757,,,2,2,2,2
307824,,,1,1,1,1
307848,1,,,,1,
307858,,,2,,2,
307859,,,1,,1,
307882,1,,,,1,
307914,,,1,1,1,1
307921,1,1,1,1,2,2
307943,,,2,2,2,2
307975,1,,1,1,2,1
307983,,,1,1,1,1
308003,,,1,,1,
308083,1,1,1,1,2,2
308099,3,1,,,3,1
308110,,,1,,1,
308141,1,1,,,1,1
308243,1,,,,1,
308295,,,1,,1,
308411,,,5,,5,
308424,6,1,2,,8,1
308436,2,2,,,2,2
308447,2,,4,1,6,1
308497,1,,,,1,
308540,2,,,,2,
308553,1,1,,,1,1
308571,,,1,,1,
308580,,,1,1,1,1
308633,1,1,,,1,1
308636,,,1,,1,
308643,,,1,,1,
308663,,,1,,1,
308691,1,1,,,1,1
308728,,,1,1,1,1
308750,1,1,,,1,1
308764,1,1,,,1,1
308780,,,1,,1,
308785,,,1,1,1,1
308791,1,,,,1,
308799,3,1,,,3,1
308820,,,1,,1,
308830,3,3,,,3,3
308878,1,,3,1,4,1
308908,9,2,,,9,2
308911,1,,2,,3,
308937,1,,,,1,
308981,,,1,,1,
308991,,,1,,1,
309017,1,,,,1,
309043,1,1,1,,2,1
309065,,,3,1,3,1
309074,,,3,2,3,2
309106,,,1,,1,
309123,2,,,,2,
309130,,,1,1,1,1
309146,,,1,,1,
309147,1,1,1,1,2,2
309161,3,,,,3,
309283,,,1,,1,
309301,,,1,,1,
309337,52,6,223,22,275,28
309394,,,1,,1,
309446,,,1,,1,
309455,1,,,,1,
309479,1,1,,,1,1
309493,,,3,3,3,3
309554,,,1,,1,
309581,1,,1,,2,
309583,,,1,1,1,1
309629,1,1,,,1,1
309642,,,1,,1,
309669,,,1,,1,
309675,5,5,,,5,5
309710,2,,,,2,
309724,1,1,,,1,1
309739,,,6,5,6,5
309763,,,1,,1,
309840,,,1,,1,
309854,1,,,,1,
309856,,,1,,1,
309884,2,1,,,2,1
309905,,,1,1,1,1
309928,1,1,,,1,1
309947,2,1,,,2,1
309949,,,1,1,1,1
309983,,,1,,1,
310019,,,1,1,1,1
310073,1,,,,1,
310091,8,4,,,8,4
310140,,,1,1,1,1
310149,,,1,,1,
310172,,,1,,1,
310300,,,1,,1,
