EID,BR_COUNT,NORMAL_BR,END_BR,WS_BR,BS_BR,BS_NORMAL_BR,BS_END_BR,WS_NORMAL_BR,WS_END_BR,BRLIVE,BS_END_BR_LIVE,WS_END_BR_LIVE,BRLIVE_AVG,BS_END_BR_LIVE_AVG,WS_END_BR_LIVE_AVG
236056,1,1,0,0,1,1,0,0,0,,,,,,
236076,1,1,0,0,1,1,0,0,0,,,,,,
236157,2,0,2,2,0,0,0,0,2,3.0,0.0,3.0,1.5,,1.5
236172,7,6,1,7,0,0,0,6,1,4.0,0.0,4.0,4.0,,4.0
236196,30,21,9,29,1,1,0,20,9,46.0,0.0,46.0,5.111111111111111,,5.111111111111111
236233,1,1,0,1,0,0,0,1,0,,,,,,
236265,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
236281,1,1,0,0,1,1,0,0,0,,,,,,
236353,4,0,4,3,1,0,1,0,3,36.0,19.0,17.0,9.0,19.0,5.666666666666667
236370,22,18,4,12,10,6,4,12,0,25.0,25.0,0.0,6.25,6.25,
236373,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
236375,1,1,0,1,0,0,0,1,0,,,,,,
236396,3,0,3,3,0,0,0,0,3,5.0,0.0,5.0,1.6666666666666667,,1.6666666666666667
236419,3,1,2,2,1,0,1,1,1,4.0,2.0,2.0,2.0,2.0,2.0
236430,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
236433,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
236443,2,0,2,2,0,0,0,0,2,2.0,0.0,2.0,1.0,,1.0
236489,1,1,0,0,1,1,0,0,0,,,,,,
236521,1,1,0,0,1,1,0,0,0,,,,,,
236528,1,1,0,0,1,1,0,0,0,,,,,,
236538,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
236582,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
236595,1,1,0,0,1,1,0,0,0,,,,,,
236599,1,1,0,0,1,1,0,0,0,,,,,,
236630,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
236638,1,1,0,0,1,1,0,0,0,,,,,,
236675,4,2,2,0,4,2,2,0,0,6.0,6.0,0.0,3.0,3.0,
236695,16,4,12,16,0,0,0,4,12,49.0,0.0,49.0,4.083333333333333,,4.083333333333333
236732,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
236759,1,1,0,0,1,1,0,0,0,,,,,,
236760,1,1,0,0,1,1,0,0,0,,,,,,
236808,1,1,0,0,1,1,0,0,0,,,,,,
236812,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
236817,1,1,0,0,1,1,0,0,0,,,,,,
236829,10,10,0,0,10,10,0,0,0,,,,,,
236869,1,1,0,0,1,1,0,0,0,,,,,,
236912,1,1,0,0,1,1,0,0,0,,,,,,
236921,2,1,1,0,2,1,1,0,0,6.0,6.0,0.0,6.0,6.0,
236926,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
236936,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
236941,1,1,0,0,1,1,0,0,0,,,,,,
237017,1,1,0,1,0,0,0,1,0,,,,,,
237051,1,1,0,0,1,1,0,0,0,,,,,,
237056,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
237073,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
237094,1,1,0,1,0,0,0,1,0,,,,,,
237111,1,1,0,0,1,1,0,0,0,,,,,,
237117,1,1,0,1,0,0,0,1,0,,,,,,
237173,1,1,0,0,1,1,0,0,0,,,,,,
237214,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
237218,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
237248,5,0,5,0,5,0,5,0,0,42.0,42.0,0.0,8.4,8.4,
237274,2,0,2,2,0,0,0,0,2,4.0,0.0,4.0,2.0,,2.0
237279,2,2,0,0,2,2,0,0,0,,,,,,
237315,2,0,2,0,2,0,2,0,0,12.0,12.0,0.0,6.0,6.0,
237331,1,1,0,0,1,1,0,0,0,,,,,,
237438,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
237456,1,1,0,0,1,1,0,0,0,,,,,,
237609,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
237641,1,1,0,0,1,1,0,0,0,,,,,,
237726,1,1,0,0,1,1,0,0,0,,,,,,
237748,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
237762,2,0,2,0,2,0,2,0,0,10.0,10.0,0.0,5.0,5.0,
237773,3,3,0,0,3,3,0,0,0,,,,,,
237845,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
237872,1,1,0,1,0,0,0,1,0,,,,,,
237931,2,2,0,2,0,0,0,2,0,,,,,,
237974,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
238006,2,0,2,1,1,0,1,0,1,8.0,3.0,5.0,4.0,3.0,5.0
238020,2,2,0,0,2,2,0,0,0,,,,,,
238041,1,1,0,0,1,1,0,0,0,,,,,,
238137,1,1,0,1,0,0,0,1,0,,,,,,
238157,9,9,0,9,0,0,0,9,0,,,,,,
238167,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
238173,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
238211,2,0,2,0,2,0,2,0,0,8.0,8.0,0.0,4.0,4.0,
238277,3,3,0,0,3,3,0,0,0,,,,,,
238290,2,0,2,1,1,0,1,0,1,11.0,9.0,2.0,5.5,9.0,2.0
238292,2,2,0,1,1,1,0,1,0,,,,,,
238298,2,2,0,2,0,0,0,2,0,,,,,,
238299,1,1,0,0,1,1,0,0,0,,,,,,
238340,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
238389,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
238447,1,0,1,1,0,0,0,0,1,8.0,0.0,8.0,8.0,,8.0
238475,1,1,0,0,1,1,0,0,0,,,,,,
238481,3,3,0,0,3,3,0,0,0,,,,,,
238508,1,1,0,0,1,1,0,0,0,,,,,,
238558,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
238570,2,0,2,0,2,0,2,0,0,14.0,14.0,0.0,7.0,7.0,
238637,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
238663,2,0,2,2,0,0,0,0,2,8.0,0.0,8.0,4.0,,4.0
238674,1,1,0,0,1,1,0,0,0,,,,,,
238677,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
238760,1,1,0,0,1,1,0,0,0,,,,,,
238784,1,1,0,0,1,1,0,0,0,,,,,,
238794,1,1,0,1,0,0,0,1,0,,,,,,
238795,1,1,0,0,1,1,0,0,0,,,,,,
238803,3,0,3,0,3,0,3,0,0,4.0,4.0,0.0,1.3333333333333333,1.3333333333333333,
238856,1,1,0,0,1,1,0,0,0,,,,,,
238883,3,3,0,3,0,0,0,3,0,,,,,,
238979,4,4,0,0,4,4,0,0,0,,,,,,
238981,1,1,0,0,1,1,0,0,0,,,,,,
238994,1,1,0,0,1,1,0,0,0,,,,,,
239000,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
239011,18,1,17,0,18,1,17,0,0,48.0,48.0,0.0,2.823529411764706,2.823529411764706,
239018,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
239045,5,4,1,5,0,0,0,4,1,6.0,0.0,6.0,6.0,,6.0
239046,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
239056,1,1,0,0,1,1,0,0,0,,,,,,
239095,2,0,2,1,1,0,1,0,1,3.0,3.0,0.0,1.5,3.0,0.0
239131,3,3,0,3,0,0,0,3,0,,,,,,
239136,1,1,0,0,1,1,0,0,0,,,,,,
239149,1,1,0,1,0,0,0,1,0,,,,,,
239176,3,2,1,2,1,1,0,1,1,0.0,0.0,0.0,0.0,,0.0
239192,1,1,0,0,1,1,0,0,0,,,,,,
239197,1,1,0,0,1,1,0,0,0,,,,,,
239238,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
239239,2,1,1,0,2,1,1,0,0,7.0,7.0,0.0,7.0,7.0,
239261,3,1,2,3,0,0,0,1,2,3.0,0.0,3.0,1.5,,1.5
239347,1,1,0,0,1,1,0,0,0,,,,,,
239370,2,0,2,0,2,0,2,0,0,4.0,4.0,0.0,2.0,2.0,
239382,1,1,0,1,0,0,0,1,0,,,,,,
239387,1,1,0,0,1,1,0,0,0,,,,,,
239430,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
239439,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
239449,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
239453,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
239540,1,1,0,0,1,1,0,0,0,,,,,,
239541,1,1,0,0,1,1,0,0,0,,,,,,
239617,2,0,2,1,1,0,1,0,1,7.0,3.0,4.0,3.5,3.0,4.0
239618,1,1,0,0,1,1,0,0,0,,,,,,
239626,2,0,2,1,1,0,1,0,1,3.0,1.0,2.0,1.5,1.0,2.0
239670,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
239756,1,1,0,0,1,1,0,0,0,,,,,,
239837,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
239847,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
239862,2,1,1,0,2,1,1,0,0,7.0,7.0,0.0,7.0,7.0,
239894,2,0,2,2,0,0,0,0,2,1.0,0.0,1.0,0.5,,0.5
239916,1,1,0,0,1,1,0,0,0,,,,,,
239937,1,1,0,1,0,0,0,1,0,,,,,,
239940,1,0,1,1,0,0,0,0,1,8.0,0.0,8.0,8.0,,8.0
240011,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
240016,5,0,5,0,5,0,5,0,0,120.0,120.0,0.0,24.0,24.0,
240040,1,1,0,1,0,0,0,1,0,,,,,,
240095,1,1,0,1,0,0,0,1,0,,,,,,
240146,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
240150,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
240195,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
240236,1,1,0,1,0,0,0,1,0,,,,,,
240249,1,1,0,1,0,0,0,1,0,,,,,,
240261,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
240312,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
240399,1,1,0,0,1,1,0,0,0,,,,,,
240469,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
240478,9,3,6,9,0,0,0,3,6,28.0,0.0,28.0,4.666666666666667,,4.666666666666667
240489,1,1,0,0,1,1,0,0,0,,,,,,
240496,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
240539,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
240547,1,1,0,0,1,1,0,0,0,,,,,,
240556,1,1,0,1,0,0,0,1,0,,,,,,
240568,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
240618,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
240739,2,1,1,0,2,1,1,0,0,3.0,3.0,0.0,3.0,3.0,
240754,52,7,45,47,5,1,4,6,41,127.0,19.0,108.0,2.8222222222222224,4.75,2.6341463414634148
240768,1,1,0,0,1,1,0,0,0,,,,,,
240782,1,1,0,1,0,0,0,1,0,,,,,,
240784,1,1,0,1,0,0,0,1,0,,,,,,
240820,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
240825,5,2,3,2,3,1,2,1,1,8.0,7.0,1.0,2.6666666666666665,3.5,1.0
240857,1,1,0,1,0,0,0,1,0,,,,,,
240882,10,6,4,6,4,2,2,4,2,8.0,6.0,2.0,2.0,3.0,1.0
240916,1,1,0,1,0,0,0,1,0,,,,,,
240925,4,2,2,4,0,0,0,2,2,6.0,0.0,6.0,3.0,,3.0
240928,8,7,1,0,8,7,1,0,0,1.0,1.0,0.0,1.0,1.0,
240963,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
240976,2,1,1,1,1,1,0,0,1,7.0,0.0,7.0,7.0,,7.0
241078,1,1,0,0,1,1,0,0,0,,,,,,
241089,1,1,0,1,0,0,0,1,0,,,,,,
241105,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
241106,1,1,0,0,1,1,0,0,0,,,,,,
241109,5,1,4,5,0,0,0,1,4,30.0,0.0,30.0,7.5,,7.5
241140,1,1,0,1,0,0,0,1,0,,,,,,
241143,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
241154,1,1,0,0,1,1,0,0,0,,,,,,
241259,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
241328,2,1,1,2,0,0,0,1,1,1.0,0.0,1.0,1.0,,1.0
241381,4,3,1,4,0,0,0,3,1,4.0,0.0,4.0,4.0,,4.0
241419,13,2,11,12,1,0,1,2,10,27.0,3.0,24.0,2.4545454545454546,3.0,2.4
241422,1,1,0,1,0,0,0,1,0,,,,,,
241431,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
241485,2,0,2,0,2,0,2,0,0,6.0,6.0,0.0,3.0,3.0,
241533,1,1,0,0,1,1,0,0,0,,,,,,
241597,1,1,0,1,0,0,0,1,0,,,,,,
241616,1,1,0,0,1,1,0,0,0,,,,,,
241625,2,1,1,0,2,1,1,0,0,18.0,18.0,0.0,18.0,18.0,
241639,1,1,0,0,1,1,0,0,0,,,,,,
241646,2,2,0,0,2,2,0,0,0,,,,,,
241682,2,0,2,0,2,0,2,0,0,5.0,5.0,0.0,2.5,2.5,
241732,1,1,0,1,0,0,0,1,0,,,,,,
241737,1,1,0,1,0,0,0,1,0,,,,,,
241750,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
241778,2,2,0,1,1,1,0,1,0,,,,,,
241784,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
241799,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
241814,2,0,2,1,1,0,1,0,1,13.0,4.0,9.0,6.5,4.0,9.0
241822,2,1,1,1,1,0,1,1,0,7.0,7.0,0.0,7.0,7.0,
241837,1,1,0,0,1,1,0,0,0,,,,,,
241850,2,2,0,0,2,2,0,0,0,,,,,,
241855,1,1,0,0,1,1,0,0,0,,,,,,
241886,1,1,0,1,0,0,0,1,0,,,,,,
241969,1,1,0,1,0,0,0,1,0,,,,,,
241985,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
241986,3,2,1,1,2,2,0,0,1,2.0,0.0,2.0,2.0,,2.0
242012,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
242043,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
242065,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
242073,4,1,3,0,4,1,3,0,0,5.0,5.0,0.0,1.6666666666666667,1.6666666666666667,
242092,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
242106,1,1,0,1,0,0,0,1,0,,,,,,
242121,1,1,0,1,0,0,0,1,0,,,,,,
242125,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
242159,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
242199,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
242218,1,1,0,0,1,1,0,0,0,,,,,,
242230,1,0,1,0,1,0,1,0,0,12.0,12.0,0.0,12.0,12.0,
242264,1,1,0,0,1,1,0,0,0,,,,,,
242357,2,2,0,2,0,0,0,2,0,,,,,,
242367,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
242371,2,0,2,0,2,0,2,0,0,5.0,5.0,0.0,2.5,2.5,
242388,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
242448,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
242567,1,1,0,1,0,0,0,1,0,,,,,,
242673,1,1,0,0,1,1,0,0,0,,,,,,
242688,1,1,0,1,0,0,0,1,0,,,,,,
242698,4,0,4,0,4,0,4,0,0,17.0,17.0,0.0,4.25,4.25,
242702,1,1,0,1,0,0,0,1,0,,,,,,
242715,2,0,2,0,2,0,2,0,0,4.0,4.0,0.0,2.0,2.0,
242737,1,1,0,0,1,1,0,0,0,,,,,,
242738,27,3,24,26,1,1,0,2,24,134.0,0.0,134.0,5.583333333333333,,5.583333333333333
242756,1,1,0,0,1,1,0,0,0,,,,,,
242758,2,0,2,0,2,0,2,0,0,13.0,13.0,0.0,6.5,6.5,
242776,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
242793,1,1,0,0,1,1,0,0,0,,,,,,
242799,1,1,0,0,1,1,0,0,0,,,,,,
242901,1,1,0,1,0,0,0,1,0,,,,,,
242936,1,1,0,1,0,0,0,1,0,,,,,,
242962,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
242985,1,1,0,0,1,1,0,0,0,,,,,,
243003,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
243006,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
243034,415,412,3,201,214,211,3,201,0,44.0,44.0,0.0,14.666666666666666,14.666666666666666,
243066,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
243105,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
243177,3,3,0,3,0,0,0,3,0,,,,,,
243183,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
243187,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
243203,1,0,1,1,0,0,0,0,1,6.0,0.0,6.0,6.0,,6.0
243250,3,2,1,2,1,1,0,1,1,0.0,0.0,0.0,0.0,,0.0
243268,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
243370,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
243390,1,0,1,0,1,0,1,0,0,11.0,11.0,0.0,11.0,11.0,
243391,2,2,0,2,0,0,0,2,0,,,,,,
243433,1,1,0,1,0,0,0,1,0,,,,,,
243437,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
243488,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
243492,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
243496,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
243517,2,0,2,1,1,0,1,0,1,5.0,4.0,1.0,2.5,4.0,1.0
243529,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
243542,5,3,2,5,0,0,0,3,2,6.0,0.0,6.0,3.0,,3.0
243549,1,1,0,1,0,0,0,1,0,,,,,,
243567,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
243606,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
243618,1,1,0,0,1,1,0,0,0,,,,,,
243622,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
243700,1,1,0,1,0,0,0,1,0,,,,,,
243802,1,1,0,1,0,0,0,1,0,,,,,,
243820,17,17,0,0,17,17,0,0,0,,,,,,
243821,1,1,0,1,0,0,0,1,0,,,,,,
243844,2,0,2,2,0,0,0,0,2,6.0,0.0,6.0,3.0,,3.0
243898,2,0,2,2,0,0,0,0,2,2.0,0.0,2.0,1.0,,1.0
243921,2,2,0,2,0,0,0,2,0,,,,,,
243955,4,1,3,1,3,0,3,1,0,7.0,7.0,0.0,2.3333333333333335,2.3333333333333335,
243996,1,1,0,1,0,0,0,1,0,,,,,,
244009,1,1,0,1,0,0,0,1,0,,,,,,
244016,2,0,2,0,2,0,2,0,0,4.0,4.0,0.0,2.0,2.0,
244052,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
244057,4,3,1,4,0,0,0,3,1,1.0,0.0,1.0,1.0,,1.0
244058,1,1,0,0,1,1,0,0,0,,,,,,
244061,1,1,0,0,1,1,0,0,0,,,,,,
244079,1,1,0,1,0,0,0,1,0,,,,,,
244100,7,6,1,1,6,6,0,0,1,0.0,0.0,0.0,0.0,,0.0
244216,2,1,1,0,2,1,1,0,0,6.0,6.0,0.0,6.0,6.0,
244271,1,1,0,1,0,0,0,1,0,,,,,,
244273,2,0,2,1,1,0,1,0,1,7.0,6.0,1.0,3.5,6.0,1.0
244282,1,1,0,0,1,1,0,0,0,,,,,,
244335,1,1,0,1,0,0,0,1,0,,,,,,
244355,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
244373,2,1,1,2,0,0,0,1,1,2.0,0.0,2.0,2.0,,2.0
244403,2,2,0,1,1,1,0,1,0,,,,,,
244502,6,5,1,0,6,5,1,0,0,4.0,4.0,0.0,4.0,4.0,
244539,1,0,1,0,1,0,1,0,0,11.0,11.0,0.0,11.0,11.0,
244542,1,1,0,0,1,1,0,0,0,,,,,,
244564,1,1,0,0,1,1,0,0,0,,,,,,
244595,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
244604,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
244699,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
244730,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
244756,5,4,1,0,5,4,1,0,0,7.0,7.0,0.0,7.0,7.0,
244763,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
244783,1,1,0,0,1,1,0,0,0,,,,,,
244784,3,0,3,3,0,0,0,0,3,6.0,0.0,6.0,2.0,,2.0
244785,1,1,0,1,0,0,0,1,0,,,,,,
244799,3,1,2,0,3,1,2,0,0,1.0,1.0,0.0,0.5,0.5,
244844,5,3,2,5,0,0,0,3,2,4.0,0.0,4.0,2.0,,2.0
244846,8,1,7,6,2,0,2,1,5,11.0,2.0,9.0,1.5714285714285714,1.0,1.8
244850,1,1,0,0,1,1,0,0,0,,,,,,
244879,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
244955,1,1,0,0,1,1,0,0,0,,,,,,
244975,1,1,0,0,1,1,0,0,0,,,,,,
244993,1,1,0,0,1,1,0,0,0,,,,,,
245016,57,9,48,55,2,0,2,9,46,179.0,5.0,174.0,3.7291666666666665,2.5,3.782608695652174
245030,1,1,0,1,0,0,0,1,0,,,,,,
245031,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
245051,1,1,0,0,1,1,0,0,0,,,,,,
245054,13,13,0,8,5,5,0,8,0,,,,,,
245142,1,1,0,0,1,1,0,0,0,,,,,,
245143,2,1,1,1,1,1,0,0,1,7.0,0.0,7.0,7.0,,7.0
245167,3,2,1,0,3,2,1,0,0,1.0,1.0,0.0,1.0,1.0,
245181,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
245188,1,1,0,0,1,1,0,0,0,,,,,,
245189,3,3,0,3,0,0,0,3,0,,,,,,
245197,1,1,0,0,1,1,0,0,0,,,,,,
245205,1,1,0,1,0,0,0,1,0,,,,,,
245243,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
245289,2,1,1,2,0,0,0,1,1,3.0,0.0,3.0,3.0,,3.0
245303,1,1,0,1,0,0,0,1,0,,,,,,
245313,1,1,0,0,1,1,0,0,0,,,,,,
245323,3,1,2,1,2,1,1,0,1,7.0,1.0,6.0,3.5,1.0,6.0
245359,1,1,0,0,1,1,0,0,0,,,,,,
245426,1,1,0,1,0,0,0,1,0,,,,,,
245496,1,1,0,0,1,1,0,0,0,,,,,,
245497,2,2,0,0,2,2,0,0,0,,,,,,
245509,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
245513,1,1,0,0,1,1,0,0,0,,,,,,
245526,5,3,2,0,5,3,2,0,0,3.0,3.0,0.0,1.5,1.5,
245563,9,9,0,6,3,3,0,6,0,,,,,,
245575,1,1,0,0,1,1,0,0,0,,,,,,
245580,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
245661,1,1,0,1,0,0,0,1,0,,,,,,
245704,1,1,0,0,1,1,0,0,0,,,,,,
245752,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
245821,1,0,1,1,0,0,0,0,1,9.0,0.0,9.0,9.0,,9.0
245826,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
245857,1,1,0,0,1,1,0,0,0,,,,,,
245864,1,1,0,1,0,0,0,1,0,,,,,,
245912,1,1,0,0,1,1,0,0,0,,,,,,
245955,1,1,0,0,1,1,0,0,0,,,,,,
245961,7,6,1,0,7,6,1,0,0,4.0,4.0,0.0,4.0,4.0,
245970,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
246046,1,1,0,1,0,0,0,1,0,,,,,,
246050,1,1,0,0,1,1,0,0,0,,,,,,
246071,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
246111,4,1,3,0,4,1,3,0,0,4.0,4.0,0.0,1.3333333333333333,1.3333333333333333,
246134,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
246191,25,25,0,25,0,0,0,25,0,,,,,,
246225,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
246273,1,1,0,0,1,1,0,0,0,,,,,,
246307,1,1,0,0,1,1,0,0,0,,,,,,
246314,1,1,0,1,0,0,0,1,0,,,,,,
246318,1,1,0,0,1,1,0,0,0,,,,,,
246342,2,2,0,0,2,2,0,0,0,,,,,,
246370,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
246399,11,1,10,1,10,1,9,0,1,34.0,31.0,3.0,3.4,3.4444444444444446,3.0
246409,1,1,0,0,1,1,0,0,0,,,,,,
246426,4,1,3,4,0,0,0,1,3,33.0,0.0,33.0,11.0,,11.0
246433,1,1,0,1,0,0,0,1,0,,,,,,
246446,6,2,4,0,6,2,4,0,0,17.0,17.0,0.0,4.25,4.25,
246457,1,1,0,0,1,1,0,0,0,,,,,,
246460,4,4,0,4,0,0,0,4,0,,,,,,
246477,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
246492,1,1,0,0,1,1,0,0,0,,,,,,
246496,2,1,1,2,0,0,0,1,1,0.0,0.0,0.0,0.0,,0.0
246513,2,2,0,2,0,0,0,2,0,,,,,,
246515,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
246534,11,4,7,0,11,4,7,0,0,44.0,44.0,0.0,6.285714285714286,6.285714285714286,
246595,12,10,2,12,0,0,0,10,2,2.0,0.0,2.0,1.0,,1.0
246685,1,1,0,0,1,1,0,0,0,,,,,,
246693,1,0,1,0,1,0,1,0,0,16.0,16.0,0.0,16.0,16.0,
246698,7,7,0,7,0,0,0,7,0,,,,,,
