EID,BTBL,BTCOUNT,BS_BTCOUNT,WS_BTCOUNT,BT_END_COUNT,BT_NORMAL_COUNT,BS_BT_END,WS_BT_END,BT_LIVE,BS_BT_LIVE,WS_BT_LIVE,BS_BT_BL,WS_BT_BL,BS_BT_LIVE_AVG,WS_BT_LIVE_AVG,BT_LIVE_AVG,BT_BL_AVG,BS_BT_BL_AVG,WS_BT_BL_AVG,IS_EXIST_BT,IS_EXIST_NORMAL_BT
212581,2.1,3,0,3,2,1,0,2,5.0,0.0,5.0,0.0,2.1,,1.6666666666666667,1.6666666666666667,0.7000000000000001,,0.7000000000000001,1,1
212606,0.474,1,1,0,0,1,0,0,,,,0.474,0.0,,,,0.474,0.474,,1,1
212684,0.6,2,2,0,0,2,0,0,,,,0.6,0.0,,,,0.3,0.3,,1,1
212708,0.95,1,1,0,0,1,0,0,,,,0.95,0.0,,,,0.95,0.95,,1,1
212714,1.036,2,1,1,0,2,0,0,,,,0.036000000000000004,1.0,,,,0.518,0.036000000000000004,1.0,1,1
212799,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
212819,0.4,1,1,0,0,1,0,0,,,,0.4,0.0,,,,0.4,0.4,,1,1
212869,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
212894,0.25,1,0,1,0,1,0,0,,,,0.0,0.25,,,,0.25,,0.25,1,1
212895,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
212908,0.248,1,1,0,0,1,0,0,,,,0.248,0.0,,,,0.248,0.248,,1,1
212911,0.33299999999999996,1,0,1,0,1,0,0,,,,0.0,0.33299999999999996,,,,0.33299999999999996,,0.33299999999999996,1,1
212912,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
212937,0.51,1,1,0,0,1,0,0,,,,0.51,0.0,,,,0.51,0.51,,1,1
212986,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
213005,0.47600000000000003,1,1,0,0,1,0,0,,,,0.47600000000000003,0.0,,,,0.47600000000000003,0.47600000000000003,,1,1
213020,2.99,5,4,1,0,5,0,0,,,,2.0,0.99,,,,0.5980000000000001,0.5,0.99,1,1
213027,1.2,2,2,0,0,2,0,0,,,,1.2,0.0,,,,0.6,0.6,,1,1
213067,5.0,5,5,0,2,3,2,0,21.0,21.0,0.0,5.0,0.0,4.2,,4.2,1.0,1.0,,1,1
213093,2.65,5,2,3,0,5,0,0,,,,0.5,2.15,,,,0.53,0.25,0.7166666666666667,1,1
213094,1.0,2,2,0,0,2,0,0,,,,1.0,0.0,,,,0.5,0.5,,1,1
213102,0.15,1,0,1,0,1,0,0,,,,0.0,0.15,,,,0.15,,0.15,1,1
213124,1.834,3,2,1,0,3,0,0,,,,1.45,0.384,,,,0.6113333333333334,0.725,0.384,1,1
213133,0.21899999999999997,1,1,0,0,1,0,0,,,,0.21899999999999997,0.0,,,,0.21899999999999997,0.21899999999999997,,1,1
213216,0.25,1,1,0,0,1,0,0,,,,0.25,0.0,,,,0.25,0.25,,1,1
213227,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
213291,0.4,1,1,0,0,1,0,0,,,,0.4,0.0,,,,0.4,0.4,,1,1
213303,0.4,1,1,0,1,0,1,0,3.0,3.0,0.0,0.4,0.0,3.0,,3.0,0.4,0.4,,1,0
213309,15.594000000000001,18,7,11,2,16,0,2,2.0,0.0,2.0,6.25,9.344000000000001,0.0,0.18181818181818182,0.1111111111111111,0.8663333333333334,0.8928571428571429,0.8494545454545456,1,1
213316,0.067,1,1,0,0,1,0,0,,,,0.067,0.0,,,,0.067,0.067,,1,1
213336,0.4,1,0,1,0,1,0,0,,,,0.0,0.4,,,,0.4,,0.4,1,1
213355,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
213369,2.4979999999999998,7,4,3,0,7,0,0,,,,1.9649999999999999,0.5329999999999999,,,,0.3568571428571428,0.49124999999999996,0.17766666666666664,1,1
213377,0.027999999999999997,1,0,1,0,1,0,0,,,,0.0,0.027999999999999997,,,,0.027999999999999997,,0.027999999999999997,1,1
213394,4.7,7,4,3,0,7,0,0,,,,3.5,1.2,,,,0.6714285714285715,0.875,0.39999999999999997,1,1
213397,0.15,1,1,0,1,0,1,0,1.0,1.0,0.0,0.15,0.0,1.0,,1.0,0.15,0.15,,1,0
213398,0.1,1,1,0,0,1,0,0,,,,0.1,0.0,,,,0.1,0.1,,1,1
213435,0.55,2,0,2,0,2,0,0,,,,0.0,0.55,,,,0.275,,0.275,1,1
213441,1.5,2,2,0,0,2,0,0,,,,1.5,0.0,,,,0.75,0.75,,1,1
213453,0.159,2,2,0,0,2,0,0,,,,0.159,0.0,,,,0.0795,0.0795,,1,1
213465,0.496,1,1,0,0,1,0,0,,,,0.496,0.0,,,,0.496,0.496,,1,1
213594,2.5,3,1,2,0,3,0,0,,,,1.0,1.5,,,,0.8333333333333334,1.0,0.75,1,1
213603,1.15,2,1,1,0,2,0,0,,,,0.4,0.75,,,,0.575,0.4,0.75,1,1
213657,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
213667,0.7,1,1,0,0,1,0,0,,,,0.7,0.0,,,,0.7,0.7,,1,1
213689,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
213724,20.951999999999998,25,23,2,0,25,0,0,,,,19.621000000000002,1.331,,,,0.8380799999999999,0.8530869565217393,0.6655,1,1
213727,3.0,3,2,1,0,3,0,0,,,,2.0,1.0,,,,1.0,1.0,1.0,1,1
213752,1.431,2,2,0,0,2,0,0,,,,1.431,0.0,,,,0.7155,0.7155,,1,1
213776,0.7530000000000001,3,3,0,0,3,0,0,,,,0.7530000000000001,0.0,,,,0.25100000000000006,0.25100000000000006,,1,1
213790,2.045,13,8,5,0,13,0,0,,,,0.9529999999999998,1.0919999999999999,,,,0.15730769230769232,0.11912499999999998,0.21839999999999998,1,1
213830,0.8,1,1,0,0,1,0,0,,,,0.8,0.0,,,,0.8,0.8,,1,1
213939,0.22,2,2,0,0,2,0,0,,,,0.22,0.0,,,,0.11,0.11,,1,1
213976,0.59,2,1,1,0,2,0,0,,,,0.1,0.49,,,,0.295,0.1,0.49,1,1
214048,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
214193,0.24,1,1,0,0,1,0,0,,,,0.24,0.0,,,,0.24,0.24,,1,1
214200,0.776,4,1,3,2,2,0,2,10.0,0.0,10.0,0.51,0.266,0.0,3.3333333333333335,2.5,0.194,0.51,0.08866666666666667,1,1
214252,0.5,1,0,1,0,1,0,0,,,,0.0,0.5,,,,0.5,,0.5,1,1
214268,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
214287,2.0,2,1,1,1,1,0,1,3.0,0.0,3.0,1.0,1.0,0.0,3.0,1.5,1.0,1.0,1.0,1,1
214333,0.9,1,1,0,0,1,0,0,,,,0.9,0.0,,,,0.9,0.9,,1,1
214351,0.8069999999999999,5,5,0,0,5,0,0,,,,0.8069999999999999,0.0,,,,0.1614,0.1614,,1,1
214370,1.1920000000000002,3,2,1,0,3,0,0,,,,0.886,0.306,,,,0.39733333333333337,0.443,0.306,1,1
214391,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
214393,11.1,12,12,0,2,10,2,0,26.0,26.0,0.0,11.1,0.0,2.1666666666666665,,2.1666666666666665,0.9249999999999999,0.9249999999999999,,1,1
214477,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
214539,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
214555,0.1,1,0,1,0,1,0,0,,,,0.0,0.1,,,,0.1,,0.1,1,1
214586,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
214622,0.0,1,1,0,0,1,0,0,,,,0.0,0.0,,,,0.0,0.0,,1,1
214644,0.5,1,1,0,1,0,1,0,2.0,2.0,0.0,0.5,0.0,2.0,,2.0,0.5,0.5,,1,0
214698,0.3,1,0,1,0,1,0,0,,,,0.0,0.3,,,,0.3,,0.3,1,1
214769,0.82,1,0,1,0,1,0,0,,,,0.0,0.82,,,,0.82,,0.82,1,1
214774,1.671,4,3,1,0,4,0,0,,,,1.271,0.4,,,,0.41775,0.42366666666666664,0.4,1,1
214802,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
214813,0.35,1,1,0,0,1,0,0,,,,0.35,0.0,,,,0.35,0.35,,1,1
214816,2.0,2,1,1,1,1,0,1,13.0,0.0,13.0,1.0,1.0,0.0,13.0,6.5,1.0,1.0,1.0,1,1
214871,0.8,1,0,1,0,1,0,0,,,,0.0,0.8,,,,0.8,,0.8,1,1
214880,0.077,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.077,,0.0,0.0,0.077,,0.077,1,0
214888,0.5,1,1,0,1,0,1,0,2.0,2.0,0.0,0.5,0.0,2.0,,2.0,0.5,0.5,,1,0
214893,2.623,3,2,1,1,2,1,0,2.0,2.0,0.0,1.623,1.0,1.0,0.0,0.6666666666666666,0.8743333333333334,0.8115,1.0,1,1
214972,0.4,1,1,0,0,1,0,0,,,,0.4,0.0,,,,0.4,0.4,,1,1
214973,1.833,2,0,2,0,2,0,0,,,,0.0,1.833,,,,0.9165,,0.9165,1,1
215033,0.2,1,0,1,0,1,0,0,,,,0.0,0.2,,,,0.2,,0.2,1,1
215049,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
215051,0.99,1,0,1,0,1,0,0,,,,0.0,0.99,,,,0.99,,0.99,1,1
215104,11.698,17,16,1,9,8,8,1,68.0,65.0,3.0,10.898,0.8,4.0625,3.0,4.0,0.6881176470588235,0.681125,0.8,1,1
215128,0.25,1,1,0,0,1,0,0,,,,0.25,0.0,,,,0.25,0.25,,1,1
215164,1.2,2,2,0,0,2,0,0,,,,1.2,0.0,,,,0.6,0.6,,1,1
215176,2.3390000000000004,4,4,0,4,0,4,0,51.0,51.0,0.0,2.3390000000000004,0.0,12.75,,12.75,0.5847500000000001,0.5847500000000001,,1,0
215183,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
215218,0.005,1,0,1,0,1,0,0,,,,0.0,0.005,,,,0.005,,0.005,1,1
215238,0.45,1,0,1,0,1,0,0,,,,0.0,0.45,,,,0.45,,0.45,1,1
215242,12.995000000000001,15,11,4,8,7,6,2,101.0,84.0,17.0,9.695,3.3,7.636363636363637,4.25,6.733333333333333,0.8663333333333334,0.8813636363636363,0.825,1,1
215254,0.733,2,1,1,1,1,0,1,6.0,0.0,6.0,0.4,0.33299999999999996,0.0,6.0,3.0,0.3665,0.4,0.33299999999999996,1,1
215278,0.0,1,1,0,0,1,0,0,,,,0.0,0.0,,,,0.0,0.0,,1,1
215294,2.6,3,3,0,0,3,0,0,,,,2.6,0.0,,,,0.8666666666666667,0.8666666666666667,,1,1
215319,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
215327,0.49,1,0,1,0,1,0,0,,,,0.0,0.49,,,,0.49,,0.49,1,1
215368,1.482,11,4,7,0,11,0,0,,,,0.02,1.462,,,,0.13472727272727272,0.005,0.20885714285714285,1,1
215369,0.45999999999999996,3,2,1,1,2,1,0,1.0,1.0,0.0,0.11,0.35,0.5,0.0,0.3333333333333333,0.15333333333333332,0.055,0.35,1,1
215402,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
215423,2.415,4,4,0,0,4,0,0,,,,2.415,0.0,,,,0.60375,0.60375,,1,1
215467,0.33299999999999996,1,0,1,0,1,0,0,,,,0.0,0.33299999999999996,,,,0.33299999999999996,,0.33299999999999996,1,1
215479,1.18,2,1,1,0,2,0,0,,,,1.0,0.18,,,,0.59,1.0,0.18,1,1
215481,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
215484,0.8,2,2,0,1,1,1,0,3.0,3.0,0.0,0.8,0.0,1.5,,1.5,0.4,0.4,,1,1
215494,2.8,3,1,2,0,3,0,0,,,,0.9,1.9,,,,0.9333333333333332,0.9,0.95,1,1
215511,0.125,1,1,0,0,1,0,0,,,,0.125,0.0,,,,0.125,0.125,,1,1
215589,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
215595,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
215611,0.8,1,1,0,0,1,0,0,,,,0.8,0.0,,,,0.8,0.8,,1,1
215660,0.5,1,1,0,1,0,1,0,16.0,16.0,0.0,0.5,0.0,16.0,,16.0,0.5,0.5,,1,0
215681,4.039,6,6,0,0,6,0,0,,,,4.039,0.0,,,,0.6731666666666666,0.6731666666666666,,1,1
215719,0.15,1,1,0,0,1,0,0,,,,0.15,0.0,,,,0.15,0.15,,1,1
215735,1.027,4,0,4,0,4,0,0,,,,0.0,1.027,,,,0.25675,,0.25675,1,1
215800,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
215853,0.1,1,1,0,0,1,0,0,,,,0.1,0.0,,,,0.1,0.1,,1,1
215869,0.85,1,0,1,1,0,0,1,8.0,0.0,8.0,0.0,0.85,,8.0,8.0,0.85,,0.85,1,0
215888,3.1,5,4,1,5,0,4,1,53.0,37.0,16.0,2.4,0.7,9.25,16.0,10.6,0.62,0.6,0.7,1,0
215901,1.25,2,2,0,1,1,1,0,6.0,6.0,0.0,1.25,0.0,3.0,,3.0,0.625,0.625,,1,1
215915,0.3,1,0,1,0,1,0,0,,,,0.0,0.3,,,,0.3,,0.3,1,1
215925,0.029,2,2,0,0,2,0,0,,,,0.029,0.0,,,,0.0145,0.0145,,1,1
215949,0.99,1,1,0,1,0,1,0,3.0,3.0,0.0,0.99,0.0,3.0,,3.0,0.99,0.99,,1,0
215951,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
215955,0.091,1,0,1,0,1,0,0,,,,0.0,0.091,,,,0.091,,0.091,1,1
215983,0.34299999999999997,2,2,0,0,2,0,0,,,,0.34299999999999997,0.0,,,,0.17149999999999999,0.17149999999999999,,1,1
216002,2.4,3,1,2,1,2,0,1,2.0,0.0,2.0,0.7,1.7,0.0,1.0,0.6666666666666666,0.7999999999999999,0.7,0.85,1,1
216004,1.45,2,2,0,0,2,0,0,,,,1.45,0.0,,,,0.725,0.725,,1,1
216009,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
216041,2.417,4,2,2,1,3,1,0,4.0,4.0,0.0,1.35,1.067,2.0,0.0,1.0,0.60425,0.675,0.5335,1,1
216061,0.36200000000000004,1,0,1,0,1,0,0,,,,0.0,0.36200000000000004,,,,0.36200000000000004,,0.36200000000000004,1,1
216068,1.8900000000000001,4,2,2,1,3,0,1,2.0,0.0,2.0,0.99,0.9,0.0,1.0,0.5,0.47250000000000003,0.495,0.45,1,1
216081,1.682,3,2,1,2,1,1,1,6.0,5.0,1.0,0.732,0.95,2.5,1.0,2.0,0.5606666666666666,0.366,0.95,1,1
216125,0.51,1,0,1,0,1,0,0,,,,0.0,0.51,,,,0.51,,0.51,1,1
216132,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
216174,0.067,1,1,0,0,1,0,0,,,,0.067,0.0,,,,0.067,0.067,,1,1
216202,1.323,2,2,0,0,2,0,0,,,,1.323,0.0,,,,0.6615,0.6615,,1,1
216218,1.186,2,2,0,0,2,0,0,,,,1.186,0.0,,,,0.593,0.593,,1,1
216232,0.49,1,0,1,0,1,0,0,,,,0.0,0.49,,,,0.49,,0.49,1,1
216275,0.075,1,1,0,0,1,0,0,,,,0.075,0.0,,,,0.075,0.075,,1,1
216287,0.174,1,1,0,0,1,0,0,,,,0.174,0.0,,,,0.174,0.174,,1,1
216293,1.957,3,3,0,0,3,0,0,,,,1.957,0.0,,,,0.6523333333333333,0.6523333333333333,,1,1
216299,0.14300000000000002,1,1,0,0,1,0,0,,,,0.14300000000000002,0.0,,,,0.14300000000000002,0.14300000000000002,,1,1
216309,1.55,2,1,1,0,2,0,0,,,,1.0,0.55,,,,0.775,1.0,0.55,1,1
216329,0.005,1,0,1,0,1,0,0,,,,0.0,0.005,,,,0.005,,0.005,1,1
216335,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
216376,0.902,1,1,0,0,1,0,0,,,,0.902,0.0,,,,0.902,0.902,,1,1
216399,8.073,16,9,7,0,16,0,0,,,,5.783,2.2900000000000005,,,,0.5045625,0.6425555555555555,0.32714285714285724,1,1
216405,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
216552,0.05,1,1,0,0,1,0,0,,,,0.05,0.0,,,,0.05,0.05,,1,1
216566,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
216581,3.0,3,1,2,0,3,0,0,,,,1.0,2.0,,,,1.0,1.0,1.0,1,1
216601,0.25,1,0,1,1,0,0,1,2.0,0.0,2.0,0.0,0.25,,2.0,2.0,0.25,,0.25,1,0
216611,0.12,1,1,0,0,1,0,0,,,,0.12,0.0,,,,0.12,0.12,,1,1
216615,0.76,1,0,1,0,1,0,0,,,,0.0,0.76,,,,0.76,,0.76,1,1
216647,3.3499999999999996,5,5,0,0,5,0,0,,,,3.3499999999999996,0.0,,,,0.6699999999999999,0.6699999999999999,,1,1
216799,0.2,1,0,1,0,1,0,0,,,,0.0,0.2,,,,0.2,,0.2,1,1
216900,1.35,2,0,2,0,2,0,0,,,,0.0,1.35,,,,0.675,,0.675,1,1
216912,1.25,2,1,1,0,2,0,0,,,,1.0,0.25,,,,0.625,1.0,0.25,1,1
216927,0.667,1,1,0,0,1,0,0,,,,0.667,0.0,,,,0.667,0.667,,1,1
216955,2.0,2,1,1,0,2,0,0,,,,1.0,1.0,,,,1.0,1.0,1.0,1,1
216957,3.752,5,4,1,0,5,0,0,,,,3.659,0.09300000000000001,,,,0.7504,0.91475,0.09300000000000001,1,1
216978,0.25,1,0,1,1,0,0,1,3.0,0.0,3.0,0.0,0.25,,3.0,3.0,0.25,,0.25,1,0
216994,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
216998,0.52,1,0,1,0,1,0,0,,,,0.0,0.52,,,,0.52,,0.52,1,1
216999,0.657,1,0,1,0,1,0,0,,,,0.0,0.657,,,,0.657,,0.657,1,1
217010,0.35,2,0,2,0,2,0,0,,,,0.0,0.35,,,,0.175,,0.175,1,1
217023,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
217159,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
217161,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
217181,2.9699999999999998,3,0,3,0,3,0,0,,,,0.0,2.9699999999999998,,,,0.9899999999999999,,0.9899999999999999,1,1
217231,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
217239,3.7,10,0,10,0,10,0,0,,,,0.0,3.7,,,,0.37,,0.37,1,1
217304,0.508,1,0,1,0,1,0,0,,,,0.0,0.508,,,,0.508,,0.508,1,1
217330,0.125,1,0,1,0,1,0,0,,,,0.0,0.125,,,,0.125,,0.125,1,1
217342,0.7,2,0,2,1,1,0,1,1.0,0.0,1.0,0.0,0.7,,0.5,0.5,0.35,,0.35,1,1
217345,0.9,1,1,0,0,1,0,0,,,,0.9,0.0,,,,0.9,0.9,,1,1
217368,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
217431,1.0,1,1,0,1,0,1,0,2.0,2.0,0.0,1.0,0.0,2.0,,2.0,1.0,1.0,,1,0
217452,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
217494,0.19399999999999998,1,1,0,0,1,0,0,,,,0.19399999999999998,0.0,,,,0.19399999999999998,0.19399999999999998,,1,1
217536,0.7,1,1,0,0,1,0,0,,,,0.7,0.0,,,,0.7,0.7,,1,1
217560,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
217576,0.75,1,0,1,0,1,0,0,,,,0.0,0.75,,,,0.75,,0.75,1,1
217621,1.3,3,1,2,0,3,0,0,,,,0.1,1.2,,,,0.43333333333333335,0.1,0.6,1,1
217701,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
217705,0.5,1,0,1,0,1,0,0,,,,0.0,0.5,,,,0.5,,0.5,1,1
217707,4.815,6,4,2,0,6,0,0,,,,3.115,1.7000000000000002,,,,0.8025000000000001,0.77875,0.8500000000000001,1,1
217711,0.4,1,1,0,0,1,0,0,,,,0.4,0.0,,,,0.4,0.4,,1,1
217766,0.012,1,1,0,0,1,0,0,,,,0.012,0.0,,,,0.012,0.012,,1,1
217808,0.07,1,1,0,0,1,0,0,,,,0.07,0.0,,,,0.07,0.07,,1,1
217812,1.01,2,2,0,0,2,0,0,,,,1.01,0.0,,,,0.505,0.505,,1,1
217837,0.2,1,0,1,0,1,0,0,,,,0.0,0.2,,,,0.2,,0.2,1,1
217897,0.76,2,0,2,0,2,0,0,,,,0.0,0.76,,,,0.38,,0.38,1,1
217916,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
217923,1.364,3,3,0,0,3,0,0,,,,1.364,0.0,,,,0.4546666666666667,0.4546666666666667,,1,1
217985,4.308,5,4,1,0,5,0,0,,,,3.475,0.833,,,,0.8615999999999999,0.86875,0.833,1,1
218027,0.45,1,1,0,0,1,0,0,,,,0.45,0.0,,,,0.45,0.45,,1,1
218031,0.51,1,0,1,0,1,0,0,,,,0.0,0.51,,,,0.51,,0.51,1,1
218072,0.33,2,1,1,1,1,0,1,8.0,0.0,8.0,0.13,0.2,0.0,8.0,4.0,0.165,0.13,0.2,1,1
218116,0.191,2,2,0,1,1,1,0,6.0,6.0,0.0,0.191,0.0,3.0,,3.0,0.0955,0.0955,,1,1
218131,0.67,1,1,0,0,1,0,0,,,,0.67,0.0,,,,0.67,0.67,,1,1
218134,0.191,2,1,1,0,2,0,0,,,,0.111,0.08,,,,0.0955,0.111,0.08,1,1
218139,0.4,1,1,0,1,0,1,0,3.0,3.0,0.0,0.4,0.0,3.0,,3.0,0.4,0.4,,1,0
218157,1.277,2,0,2,0,2,0,0,,,,0.0,1.277,,,,0.6385,,0.6385,1,1
218170,0.52,1,1,0,0,1,0,0,,,,0.52,0.0,,,,0.52,0.52,,1,1
218183,4.273000000000001,6,6,0,0,6,0,0,,,,4.273000000000001,0.0,,,,0.7121666666666667,0.7121666666666667,,1,1
218210,0.33299999999999996,1,0,1,0,1,0,0,,,,0.0,0.33299999999999996,,,,0.33299999999999996,,0.33299999999999996,1,1
218211,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
218212,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
218240,3.5500000000000003,7,7,0,5,2,5,0,29.0,29.0,0.0,3.5500000000000003,0.0,4.142857142857143,,4.142857142857143,0.5071428571428572,0.5071428571428572,,1,1
218292,5.3,6,3,3,1,5,0,1,0.0,0.0,0.0,2.3,3.0,0.0,0.0,0.0,0.8833333333333333,0.7666666666666666,1.0,1,1
218304,0.583,2,2,0,0,2,0,0,,,,0.583,0.0,,,,0.2915,0.2915,,1,1
218312,5.49,6,6,0,0,6,0,0,,,,5.49,0.0,,,,0.915,0.915,,1,1
218315,1.695,3,2,1,0,3,0,0,,,,0.697,0.998,,,,0.5650000000000001,0.3485,0.998,1,1
218331,1.644,2,1,1,1,1,1,0,2.0,2.0,0.0,0.6859999999999999,0.958,2.0,0.0,1.0,0.822,0.6859999999999999,0.958,1,1
218363,4.0,4,0,4,0,4,0,0,,,,0.0,4.0,,,,1.0,,1.0,1,1
218366,1.2,2,2,0,1,1,1,0,2.0,2.0,0.0,1.2,0.0,1.0,,1.0,0.6,0.6,,1,1
218377,1.674,3,2,1,0,3,0,0,,,,0.674,1.0,,,,0.5579999999999999,0.337,1.0,1,1
218379,1.5,2,2,0,1,1,1,0,11.0,11.0,0.0,1.5,0.0,5.5,,5.5,0.75,0.75,,1,1
218407,1.44,3,0,3,1,2,0,1,0.0,0.0,0.0,0.0,1.44,,0.0,0.0,0.48,,0.48,1,1
218412,1.813,3,2,1,0,3,0,0,,,,1.75,0.063,,,,0.6043333333333333,0.875,0.063,1,1
218428,0.1,1,1,0,0,1,0,0,,,,0.1,0.0,,,,0.1,0.1,,1,1
218437,0.071,1,1,0,0,1,0,0,,,,0.071,0.0,,,,0.071,0.071,,1,1
218456,1.58,9,5,4,2,7,1,1,15.0,3.0,12.0,1.533,0.047,0.6,3.0,1.6666666666666667,0.17555555555555558,0.3066,0.01175,1,1
218471,0.01,1,1,0,0,1,0,0,,,,0.01,0.0,,,,0.01,0.01,,1,1
218551,0.19,1,0,1,1,0,0,1,8.0,0.0,8.0,0.0,0.19,,8.0,8.0,0.19,,0.19,1,0
218572,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
218575,1.75,3,1,2,1,2,1,0,13.0,13.0,0.0,0.5,1.25,13.0,0.0,4.333333333333333,0.5833333333333334,0.5,0.625,1,1
218583,2.54,5,4,1,0,5,0,0,,,,2.18,0.36,,,,0.508,0.545,0.36,1,1
218629,0.579,2,2,0,0,2,0,0,,,,0.579,0.0,,,,0.2895,0.2895,,1,1
218649,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
218655,3.0,3,2,1,0,3,0,0,,,,2.0,1.0,,,,1.0,1.0,1.0,1,1
218668,2.0629999999999997,3,3,0,0,3,0,0,,,,2.0629999999999997,0.0,,,,0.6876666666666665,0.6876666666666665,,1,1
218671,1.657,3,2,1,1,2,0,1,0.0,0.0,0.0,1.2999999999999998,0.35700000000000004,0.0,0.0,0.0,0.5523333333333333,0.6499999999999999,0.35700000000000004,1,1
218777,0.51,1,1,0,0,1,0,0,,,,0.51,0.0,,,,0.51,0.51,,1,1
218853,1.65,3,1,2,3,0,1,2,8.0,2.0,6.0,0.4,1.25,2.0,3.0,2.6666666666666665,0.5499999999999999,0.4,0.625,1,0
218855,0.56,2,2,0,0,2,0,0,,,,0.56,0.0,,,,0.28,0.28,,1,1
218867,0.5,1,0,1,0,1,0,0,,,,0.0,0.5,,,,0.5,,0.5,1,1
218872,0.6,1,1,0,0,1,0,0,,,,0.6,0.0,,,,0.6,0.6,,1,1
218904,0.027000000000000003,1,1,0,0,1,0,0,,,,0.027000000000000003,0.0,,,,0.027000000000000003,0.027000000000000003,,1,1
218917,0.855,8,2,6,3,5,0,3,29.0,0.0,29.0,0.15000000000000002,0.705,0.0,4.833333333333333,3.625,0.106875,0.07500000000000001,0.1175,1,1
218936,0.131,2,1,1,0,2,0,0,,,,0.01,0.121,,,,0.0655,0.01,0.121,1,1
218991,0.49,1,0,1,0,1,0,0,,,,0.0,0.49,,,,0.49,,0.49,1,1
218999,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
219029,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
