EID,RECRNUM,IS_WZ1,IS_WZ2,IS_WZ3,WZ1_RECRNUM,WZ2_RECRNUM,WZ3_RECRNUM,WZ_COUNT,IS_RECR
277237,4.0,1,1,1,0.0,4.0,0.0,3,1
277254,12.0,0,0,1,0.0,0.0,12.0,1,1
277265,,0,1,0,,,,1,0
277304,3.0,0,1,0,0.0,3.0,0.0,1,1
277362,,0,1,1,,,,2,0
277371,67.0,1,1,1,5.0,39.0,23.0,3,1
277376,227.0,1,1,1,3.0,165.0,59.0,3,1
277428,42.0,0,1,1,0.0,32.0,10.0,2,1
277433,4.0,0,1,1,0.0,2.0,2.0,2,1
277435,39.0,0,1,0,0.0,39.0,0.0,1,1
277437,11.0,1,0,1,9.0,0.0,2.0,2,1
277460,1.0,0,1,0,0.0,1.0,0.0,1,1
277512,186.0,1,1,1,52.0,73.0,61.0,3,1
277533,1.0,0,1,0,0.0,1.0,0.0,1,1
277572,1.0,0,1,0,0.0,1.0,0.0,1,1
277640,,0,0,1,,,,1,0
277672,7.0,0,1,0,0.0,7.0,0.0,1,1
277673,8.0,0,1,0,0.0,8.0,0.0,1,1
277736,54.0,0,1,0,0.0,54.0,0.0,1,1
277782,38.0,0,1,0,0.0,38.0,0.0,1,1
277796,12.0,0,0,1,0.0,0.0,12.0,1,1
277809,2.0,0,1,0,0.0,2.0,0.0,1,1
277813,12.0,1,0,1,0.0,0.0,12.0,2,1
277828,,1,0,0,,,,1,0
277858,7.0,0,1,0,0.0,7.0,0.0,1,1
277862,24.0,0,1,1,0.0,12.0,12.0,2,1
277905,,0,1,0,,,,1,0
277921,15.0,0,0,1,0.0,0.0,15.0,1,1
277967,19.0,0,0,1,0.0,0.0,19.0,1,1
278006,19.0,0,0,1,0.0,0.0,19.0,1,1
278023,21.0,0,1,1,0.0,16.0,5.0,2,1
278026,8.0,0,0,1,0.0,0.0,8.0,1,1
278034,32.0,0,0,1,0.0,0.0,32.0,1,1
278052,20.0,0,1,0,0.0,20.0,0.0,1,1
278063,12.0,0,0,1,0.0,0.0,12.0,1,1
278078,10.0,0,1,0,0.0,10.0,0.0,1,1
278092,,0,1,1,,,,2,0
278110,11.0,0,0,1,0.0,0.0,11.0,1,1
278126,26.0,0,1,0,0.0,26.0,0.0,1,1
278143,36.0,0,1,0,0.0,36.0,0.0,1,1
278171,42.0,1,1,0,0.0,42.0,0.0,2,1
278180,,1,0,0,,,,1,0
278194,3.0,0,1,1,0.0,2.0,1.0,2,1
278201,5.0,0,0,1,0.0,0.0,5.0,1,1
278202,,0,0,1,,,,1,0
278211,3.0,0,0,1,0.0,0.0,3.0,1,1
278216,,1,0,0,,,,1,0
278241,3.0,0,0,1,0.0,0.0,3.0,1,1
278254,21.0,0,1,0,0.0,21.0,0.0,1,1
278260,12.0,0,1,0,0.0,12.0,0.0,1,1
278264,16.0,0,1,1,0.0,6.0,10.0,2,1
278290,3.0,0,1,0,0.0,3.0,0.0,1,1
278345,10.0,1,1,0,10.0,0.0,0.0,2,1
278358,156.0,1,1,1,49.0,52.0,55.0,3,1
278390,6.0,0,1,0,0.0,6.0,0.0,1,1
278445,,0,1,0,,,,1,0
278446,2.0,0,0,1,0.0,0.0,2.0,1,1
278448,58.0,1,0,1,0.0,0.0,58.0,2,1
278466,3.0,0,1,0,0.0,3.0,0.0,1,1
278484,6.0,0,0,1,0.0,0.0,6.0,1,1
278487,133.0,0,1,1,0.0,123.0,10.0,2,1
278526,7.0,0,1,0,0.0,7.0,0.0,1,1
278537,5.0,0,0,1,0.0,0.0,5.0,1,1
278547,7.0,0,1,0,0.0,7.0,0.0,1,1
278614,2.0,0,1,0,0.0,2.0,0.0,1,1
278622,1.0,0,1,0,0.0,1.0,0.0,1,1
278652,8.0,0,0,1,0.0,0.0,8.0,1,1
278657,4.0,0,1,0,0.0,4.0,0.0,1,1
278658,53.0,0,1,0,0.0,53.0,0.0,1,1
278659,8.0,0,1,0,0.0,8.0,0.0,1,1
278661,7.0,1,1,0,0.0,7.0,0.0,2,1
278725,69.0,0,1,0,0.0,69.0,0.0,1,1
278781,24.0,1,1,1,0.0,24.0,0.0,3,1
278811,4.0,1,1,0,2.0,2.0,0.0,2,1
278834,1.0,0,0,1,0.0,0.0,1.0,1,1
278843,21.0,0,1,1,0.0,20.0,1.0,2,1
278886,3.0,0,0,1,0.0,0.0,3.0,1,1
278932,7.0,1,1,0,0.0,7.0,0.0,2,1
278938,30.0,1,1,0,25.0,5.0,0.0,2,1
278939,,1,0,0,,,,1,0
278970,9.0,0,0,1,0.0,0.0,9.0,1,1
279009,,0,0,1,,,,1,0
279045,,1,1,0,,,,2,0
279058,,0,1,0,,,,1,0
279124,,0,1,0,,,,1,0
279125,1.0,1,0,0,1.0,0.0,0.0,1,1
279143,,0,1,0,,,,1,0
279169,19.0,0,0,1,0.0,0.0,19.0,1,1
279187,5.0,1,1,1,0.0,3.0,2.0,3,1
279198,11.0,1,1,0,0.0,11.0,0.0,2,1
279210,37.0,1,1,0,0.0,37.0,0.0,2,1
279214,1.0,0,1,0,0.0,1.0,0.0,1,1
279216,23.0,0,1,1,0.0,11.0,12.0,2,1
279228,1.0,0,1,0,0.0,1.0,0.0,1,1
279242,542.0,0,1,0,0.0,542.0,0.0,1,1
279269,1.0,0,1,0,0.0,1.0,0.0,1,1
279308,4.0,0,0,1,0.0,0.0,4.0,1,1
279321,45.0,0,1,1,0.0,42.0,3.0,2,1
279403,36.0,0,1,1,0.0,19.0,17.0,2,1
279439,13.0,0,1,1,0.0,13.0,0.0,2,1
279445,117.0,0,1,0,0.0,117.0,0.0,1,1
279464,14.0,0,1,0,0.0,14.0,0.0,1,1
279466,3.0,0,0,1,0.0,0.0,3.0,1,1
279470,,0,0,1,,,,1,0
279474,30.0,0,1,0,0.0,30.0,0.0,1,1
279528,18.0,0,1,1,0.0,9.0,9.0,2,1
279542,22.0,0,0,1,0.0,0.0,22.0,1,1
279551,,1,0,0,,,,1,0
279598,11.0,1,0,1,1.0,0.0,10.0,2,1
279605,5.0,1,0,1,0.0,0.0,5.0,2,1
279634,12.0,0,1,1,0.0,9.0,3.0,2,1
279690,10.0,0,1,0,0.0,10.0,0.0,1,1
279774,,0,0,1,,,,1,0
279805,31.0,0,0,1,0.0,0.0,31.0,1,1
279856,4.0,0,1,0,0.0,4.0,0.0,1,1
279857,19.0,0,1,1,0.0,10.0,9.0,2,1
279865,5.0,0,1,1,0.0,2.0,3.0,2,1
279903,9.0,0,0,1,0.0,0.0,9.0,1,1
279904,33.0,0,1,0,0.0,33.0,0.0,1,1
279945,807.0,1,1,1,0.0,572.0,235.0,3,1
279971,16.0,0,0,1,0.0,0.0,16.0,1,1
280009,7.0,0,1,0,0.0,7.0,0.0,1,1
280051,15.0,0,1,0,0.0,15.0,0.0,1,1
280054,19.0,0,1,0,0.0,19.0,0.0,1,1
280060,13.0,0,0,1,0.0,0.0,13.0,1,1
280069,,0,1,0,,,,1,0
280082,,0,1,0,,,,1,0
280085,14.0,0,1,0,0.0,14.0,0.0,1,1
280202,,0,0,1,,,,1,0
280247,9.0,0,1,0,0.0,9.0,0.0,1,1
280280,2.0,0,1,0,0.0,2.0,0.0,1,1
280311,5.0,1,0,0,5.0,0.0,0.0,1,1
280341,32.0,1,1,1,2.0,11.0,19.0,3,1
280350,42.0,1,1,1,0.0,42.0,0.0,3,1
280391,7.0,0,1,0,0.0,7.0,0.0,1,1
280428,4.0,0,1,0,0.0,4.0,0.0,1,1
280474,17.0,1,1,0,0.0,17.0,0.0,2,1
280478,12.0,0,1,1,0.0,9.0,3.0,2,1
280498,6.0,0,0,1,0.0,0.0,6.0,1,1
280502,5.0,0,1,0,0.0,5.0,0.0,1,1
280577,2.0,0,0,1,0.0,0.0,2.0,1,1
280589,,1,1,0,,,,2,0
280591,18.0,0,1,0,0.0,18.0,0.0,1,1
280602,82.0,1,1,1,14.0,56.0,12.0,3,1
280603,4.0,0,1,1,0.0,2.0,2.0,2,1
280615,5.0,0,1,1,0.0,5.0,0.0,2,1
280622,6.0,0,1,0,0.0,6.0,0.0,1,1
280650,8.0,0,1,1,0.0,0.0,8.0,2,1
280776,18.0,0,1,1,0.0,14.0,4.0,2,1
280796,,0,1,0,,,,1,0
280804,16.0,1,1,1,2.0,9.0,5.0,3,1
280827,20.0,1,0,1,1.0,0.0,19.0,2,1
280859,71.0,1,1,1,45.0,12.0,14.0,3,1
280862,,0,1,0,,,,1,0
280872,9.0,1,1,0,0.0,9.0,0.0,2,1
280899,,0,1,0,,,,1,0
281012,,0,1,0,,,,1,0
281024,35.0,0,1,1,0.0,31.0,4.0,2,1
281027,,0,1,0,,,,1,0
281088,9.0,0,0,1,0.0,0.0,9.0,1,1
281105,,1,0,0,,,,1,0
281148,17.0,1,1,1,0.0,14.0,3.0,3,1
281188,27.0,1,1,0,1.0,26.0,0.0,2,1
281195,27.0,0,0,1,0.0,0.0,27.0,1,1
281199,,1,0,0,,,,1,0
281200,3.0,0,0,1,0.0,0.0,3.0,1,1
281242,41.0,0,1,0,0.0,41.0,0.0,1,1
281243,10.0,0,1,1,0.0,6.0,4.0,2,1
281244,1.0,1,0,1,1.0,0.0,0.0,2,1
281257,3.0,1,0,0,3.0,0.0,0.0,1,1
281331,2.0,0,1,0,0.0,2.0,0.0,1,1
281338,29.0,1,1,1,10.0,19.0,0.0,3,1
281357,58.0,0,1,1,0.0,31.0,27.0,2,1
281378,59.0,0,1,0,0.0,59.0,0.0,1,1
281413,4.0,0,0,1,0.0,0.0,4.0,1,1
281438,14.0,0,0,1,0.0,0.0,14.0,1,1
281452,9.0,0,1,0,0.0,9.0,0.0,1,1
281464,21.0,0,1,0,0.0,21.0,0.0,1,1
281600,24.0,0,1,0,0.0,24.0,0.0,1,1
281604,4.0,0,1,1,0.0,1.0,3.0,2,1
281649,1.0,0,1,0,0.0,1.0,0.0,1,1
281669,63.0,0,1,1,0.0,28.0,35.0,2,1
281700,31.0,1,1,0,0.0,31.0,0.0,2,1
281704,31.0,0,1,1,0.0,22.0,9.0,2,1
281717,18.0,0,1,0,0.0,18.0,0.0,1,1
281722,67.0,1,1,1,3.0,33.0,31.0,3,1
281767,38.0,0,1,1,0.0,38.0,0.0,2,1
281781,15.0,0,1,1,0.0,11.0,4.0,2,1
281805,,0,1,0,,,,1,0
281817,,0,0,1,,,,1,0
281825,23.0,0,1,0,0.0,23.0,0.0,1,1
281833,21.0,0,1,0,0.0,21.0,0.0,1,1
281835,3.0,0,1,0,0.0,3.0,0.0,1,1
281847,112.0,1,1,1,2.0,87.0,23.0,3,1
281856,6.0,0,0,1,0.0,0.0,6.0,1,1
281859,8.0,0,1,1,0.0,5.0,3.0,2,1
281863,17.0,0,0,1,0.0,0.0,17.0,1,1
281881,16.0,0,1,1,0.0,7.0,9.0,2,1
281953,13.0,0,1,0,0.0,13.0,0.0,1,1
282057,,0,1,0,,,,1,0
282077,31.0,1,1,1,11.0,12.0,8.0,3,1
282096,4.0,0,1,1,0.0,2.0,2.0,2,1
282126,9.0,1,0,0,9.0,0.0,0.0,1,1
282134,20.0,1,1,1,4.0,6.0,10.0,3,1
282179,16.0,0,1,0,0.0,16.0,0.0,1,1
282194,2.0,0,1,0,0.0,2.0,0.0,1,1
282209,19.0,0,1,1,0.0,13.0,6.0,2,1
282212,7.0,0,0,1,0.0,0.0,7.0,1,1
282218,143.0,1,1,1,32.0,59.0,52.0,3,1
282229,,0,1,1,,,,2,0
282267,6.0,1,0,0,6.0,0.0,0.0,1,1
282280,107.0,1,1,1,3.0,56.0,48.0,3,1
282303,4.0,0,1,1,0.0,0.0,4.0,2,1
282328,223.0,0,1,1,0.0,148.0,75.0,2,1
282334,,1,0,0,,,,1,0
282339,14.0,0,1,0,0.0,14.0,0.0,1,1
282363,,0,0,1,,,,1,0
282415,,0,0,1,,,,1,0
282438,,0,0,1,,,,1,0
282493,,0,1,0,,,,1,0
282494,3.0,0,1,0,0.0,3.0,0.0,1,1
282592,,0,1,0,,,,1,0
282607,,0,0,1,,,,1,0
282637,1.0,0,0,1,0.0,0.0,1.0,1,1
282642,,1,0,0,,,,1,0
282692,,1,0,0,,,,1,0
282707,8.0,0,1,0,0.0,8.0,0.0,1,1
282759,18.0,1,0,1,0.0,0.0,18.0,2,1
282774,6.0,0,1,0,0.0,6.0,0.0,1,1
282888,,0,1,0,,,,1,0
282910,2.0,0,0,1,0.0,0.0,2.0,1,1
282983,,0,0,1,,,,1,0
283012,30.0,1,1,1,20.0,8.0,2.0,3,1
283038,13.0,0,1,0,0.0,13.0,0.0,1,1
283064,211.0,0,1,1,0.0,123.0,88.0,2,1
283065,22.0,1,1,1,1.0,2.0,19.0,3,1
283165,,1,0,0,,,,1,0
283174,8.0,0,0,1,0.0,0.0,8.0,1,1
283223,18.0,0,1,1,0.0,12.0,6.0,2,1
283239,76.0,1,1,1,0.0,76.0,0.0,3,1
283294,,0,1,0,,,,1,0
283302,,0,1,1,,,,2,0
283345,28.0,0,1,1,0.0,18.0,10.0,2,1
283365,6.0,0,1,0,0.0,6.0,0.0,1,1
283387,58.0,0,1,0,0.0,58.0,0.0,1,1
283395,82.0,1,1,0,6.0,76.0,0.0,2,1
283407,,0,1,0,,,,1,0
283410,27.0,1,1,0,0.0,27.0,0.0,2,1
283548,209.0,0,1,1,0.0,123.0,86.0,2,1
283579,20.0,0,0,1,0.0,0.0,20.0,1,1
283599,47.0,0,1,1,0.0,22.0,25.0,2,1
283634,9.0,0,1,1,0.0,9.0,0.0,2,1
283665,2.0,1,1,0,2.0,0.0,0.0,2,1
283686,2.0,0,1,1,0.0,2.0,0.0,2,1
283712,89.0,0,1,0,0.0,89.0,0.0,1,1
283751,13.0,0,1,0,0.0,13.0,0.0,1,1
283787,4.0,0,0,1,0.0,0.0,4.0,1,1
283801,18.0,0,1,0,0.0,18.0,0.0,1,1
283826,19.0,0,1,1,0.0,0.0,19.0,2,1
283836,245.0,0,1,1,0.0,126.0,119.0,2,1
283844,5.0,0,1,1,0.0,2.0,3.0,2,1
283852,8.0,0,1,1,0.0,5.0,3.0,2,1
283889,30.0,0,1,1,0.0,24.0,6.0,2,1
283893,2.0,0,0,1,0.0,0.0,2.0,1,1
283901,20.0,1,1,1,0.0,19.0,1.0,3,1
283924,12.0,0,0,1,0.0,0.0,12.0,1,1
283928,4.0,0,1,1,0.0,4.0,0.0,2,1
283945,7.0,0,0,1,0.0,0.0,7.0,1,1
283991,1.0,0,1,0,0.0,1.0,0.0,1,1
283995,,0,1,0,,,,1,0
284050,58.0,1,1,1,0.0,45.0,13.0,3,1
284069,17.0,0,1,1,0.0,10.0,7.0,2,1
284107,,0,1,1,,,,2,0
284129,250.0,0,1,0,0.0,250.0,0.0,1,1
284143,2.0,0,1,0,0.0,2.0,0.0,1,1
284157,11.0,0,1,1,0.0,11.0,0.0,2,1
284195,11.0,0,1,1,0.0,4.0,7.0,2,1
284199,10.0,0,1,0,0.0,10.0,0.0,1,1
284218,21.0,0,1,0,0.0,21.0,0.0,1,1
284241,5.0,0,1,0,0.0,5.0,0.0,1,1
284259,34.0,0,1,1,0.0,34.0,0.0,2,1
284273,27.0,0,1,0,0.0,27.0,0.0,1,1
284277,6.0,0,0,1,0.0,0.0,6.0,1,1
284286,50.0,0,1,1,0.0,25.0,25.0,2,1
284287,7.0,1,0,0,7.0,0.0,0.0,1,1
284298,,0,1,1,,,,2,0
284337,4.0,0,1,1,0.0,2.0,2.0,2,1
284340,52.0,0,1,1,0.0,25.0,27.0,2,1
284342,8.0,0,1,0,0.0,8.0,0.0,1,1
284360,26.0,0,1,1,0.0,0.0,26.0,2,1
284385,76.0,1,1,1,7.0,43.0,26.0,3,1
284475,2.0,0,0,1,0.0,0.0,2.0,1,1
284502,1.0,0,0,1,0.0,0.0,1.0,1,1
284527,2.0,0,0,1,0.0,0.0,2.0,1,1
284584,5.0,0,0,1,0.0,0.0,5.0,1,1
284601,10.0,0,1,0,0.0,10.0,0.0,1,1
284607,3.0,0,1,0,0.0,3.0,0.0,1,1
284622,,0,0,1,,,,1,0
284631,16.0,0,1,0,0.0,16.0,0.0,1,1
284645,374.0,0,1,0,0.0,374.0,0.0,1,1
284654,1.0,0,0,1,0.0,0.0,1.0,1,1
284673,12.0,0,1,0,0.0,12.0,0.0,1,1
284687,1.0,0,1,0,0.0,1.0,0.0,1,1
284696,8.0,0,0,1,0.0,0.0,8.0,1,1
284704,,1,0,0,,,,1,0
284763,,0,0,1,,,,1,0
284771,3.0,0,0,1,0.0,0.0,3.0,1,1
284809,45.0,1,1,0,0.0,45.0,0.0,2,1
284815,4.0,1,0,0,4.0,0.0,0.0,1,1
284850,7.0,0,1,0,0.0,7.0,0.0,1,1
284852,186.0,1,1,1,31.0,140.0,15.0,3,1
284928,3.0,0,1,0,0.0,3.0,0.0,1,1
284933,1.0,0,1,0,0.0,1.0,0.0,1,1
284963,2.0,0,1,1,0.0,0.0,2.0,2,1
284977,39.0,0,1,1,0.0,0.0,39.0,2,1
284980,,0,0,1,,,,1,0
284991,2.0,0,0,1,0.0,0.0,2.0,1,1
285033,5.0,0,1,0,0.0,5.0,0.0,1,1
285074,36.0,1,1,1,0.0,19.0,17.0,3,1
285091,9.0,0,1,0,0.0,9.0,0.0,1,1
285109,6.0,0,1,0,0.0,6.0,0.0,1,1
285164,30.0,1,0,1,0.0,0.0,30.0,2,1
285191,605.0,1,1,1,155.0,304.0,146.0,3,1
285233,13.0,0,0,1,0.0,0.0,13.0,1,1
285287,,0,1,0,,,,1,0
285294,19.0,0,0,1,0.0,0.0,19.0,1,1
285362,24.0,0,1,1,0.0,19.0,5.0,2,1
285470,,0,1,0,,,,1,0
285485,6.0,0,1,0,0.0,6.0,0.0,1,1
285508,,0,1,1,,,,2,0
285523,1.0,0,1,0,0.0,1.0,0.0,1,1
285546,82.0,1,1,1,17.0,20.0,45.0,3,1
285590,8.0,0,1,1,0.0,8.0,0.0,2,1
285616,1.0,0,1,0,0.0,1.0,0.0,1,1
285675,15.0,0,0,1,0.0,0.0,15.0,1,1
285697,14.0,0,1,0,0.0,14.0,0.0,1,1
285758,5.0,0,0,1,0.0,0.0,5.0,1,1
285776,,1,0,0,,,,1,0
285839,10.0,0,0,1,0.0,0.0,10.0,1,1
285857,,1,0,0,,,,1,0
285860,9.0,0,1,0,0.0,9.0,0.0,1,1
285865,35.0,1,1,1,15.0,10.0,10.0,3,1
285868,281.0,1,1,1,33.0,161.0,87.0,3,1
285883,8.0,0,1,1,0.0,7.0,1.0,2,1
285906,21.0,0,1,1,0.0,17.0,4.0,2,1
285967,,1,0,0,,,,1,0
286010,3.0,0,1,1,0.0,0.0,3.0,2,1
286027,18.0,1,1,1,1.0,3.0,14.0,3,1
286146,,1,0,0,,,,1,0
286199,18.0,0,1,0,0.0,18.0,0.0,1,1
286214,35.0,0,1,1,0.0,15.0,20.0,2,1
286252,4.0,0,0,1,0.0,0.0,4.0,1,1
286259,107.0,1,1,1,0.0,63.0,44.0,3,1
286299,2.0,0,0,1,0.0,0.0,2.0,1,1
286364,23.0,1,0,1,3.0,0.0,20.0,2,1
286451,1.0,0,1,0,0.0,1.0,0.0,1,1
286477,90.0,0,1,1,0.0,49.0,41.0,2,1
286537,2.0,1,1,1,2.0,0.0,0.0,3,1
286540,21.0,0,1,0,0.0,21.0,0.0,1,1
286543,,0,0,1,,,,1,0
286544,5.0,0,1,1,0.0,3.0,2.0,2,1
286566,6.0,1,1,0,6.0,0.0,0.0,2,1
286591,19.0,0,1,1,0.0,19.0,0.0,2,1
286653,11.0,1,1,1,1.0,0.0,10.0,3,1
286672,1.0,0,1,0,0.0,1.0,0.0,1,1
286674,1.0,0,0,1,0.0,0.0,1.0,1,1
286702,,1,0,0,,,,1,0
286783,1.0,0,1,0,0.0,1.0,0.0,1,1
286801,98.0,0,1,1,0.0,98.0,0.0,2,1
286812,8.0,0,1,1,0.0,8.0,0.0,2,1
286867,13.0,1,1,0,0.0,13.0,0.0,2,1
286888,,0,1,0,,,,1,0
286891,,0,0,1,,,,1,0
286928,,0,1,0,,,,1,0
286976,17.0,0,1,0,0.0,17.0,0.0,1,1
287024,,1,0,0,,,,1,0
287028,7.0,0,1,0,0.0,7.0,0.0,1,1
287029,10.0,0,0,1,0.0,0.0,10.0,1,1
287062,56.0,1,1,0,0.0,56.0,0.0,2,1
287140,7.0,0,1,1,0.0,2.0,5.0,2,1
287202,24.0,0,1,1,0.0,14.0,10.0,2,1
287235,52.0,0,1,1,0.0,36.0,16.0,2,1
287240,4.0,0,0,1,0.0,0.0,4.0,1,1
287242,8.0,0,1,1,0.0,4.0,4.0,2,1
287248,16.0,0,0,1,0.0,0.0,16.0,1,1
287251,30.0,0,1,0,0.0,30.0,0.0,1,1
287255,12.0,0,1,1,0.0,2.0,10.0,2,1
287261,,0,0,1,,,,1,0
287346,,1,0,0,,,,1,0
287352,,0,1,0,,,,1,0
287376,57.0,1,1,0,0.0,57.0,0.0,2,1
287412,2.0,0,0,1,0.0,0.0,2.0,1,1
287417,8.0,1,0,0,8.0,0.0,0.0,1,1
287443,45.0,0,1,0,0.0,45.0,0.0,1,1
287445,20.0,0,1,0,0.0,20.0,0.0,1,1
287533,1.0,0,1,0,0.0,1.0,0.0,1,1
287556,,0,1,0,,,,1,0
287577,10.0,0,1,0,0.0,10.0,0.0,1,1
287597,26.0,0,1,1,0.0,25.0,1.0,2,1
287600,,1,1,0,,,,2,0
287619,10.0,0,1,1,0.0,8.0,2.0,2,1
287657,,0,1,0,,,,1,0
287707,3.0,0,0,1,0.0,0.0,3.0,1,1
287713,781.0,1,1,1,104.0,514.0,163.0,3,1
287777,4.0,1,0,0,4.0,0.0,0.0,1,1
287780,2.0,0,0,1,0.0,0.0,2.0,1,1
287809,19.0,0,0,1,0.0,0.0,19.0,1,1
287827,33.0,0,1,1,0.0,17.0,16.0,2,1
287847,7.0,0,1,0,0.0,7.0,0.0,1,1
287851,1.0,0,1,0,0.0,1.0,0.0,1,1
287864,68.0,1,1,1,25.0,19.0,24.0,3,1
287870,5.0,0,0,1,0.0,0.0,5.0,1,1
287872,17.0,0,1,1,0.0,17.0,0.0,2,1
287920,,0,0,1,,,,1,0
287933,,1,0,0,,,,1,0
287940,6.0,0,1,0,0.0,6.0,0.0,1,1
288060,1.0,0,0,1,0.0,0.0,1.0,1,1
288068,5.0,0,0,1,0.0,0.0,5.0,1,1
288080,2.0,1,1,1,2.0,0.0,0.0,3,1
288084,6.0,0,1,1,0.0,5.0,1.0,2,1
288086,26.0,0,1,0,0.0,26.0,0.0,1,1
288087,103.0,1,0,1,5.0,0.0,98.0,2,1
288105,37.0,0,1,1,0.0,37.0,0.0,2,1
288116,2.0,0,1,1,0.0,2.0,0.0,2,1
288131,5.0,1,1,0,1.0,4.0,0.0,2,1
288139,37.0,0,1,1,0.0,22.0,15.0,2,1
288147,46.0,1,1,0,5.0,41.0,0.0,2,1
288196,64.0,1,1,0,0.0,64.0,0.0,2,1
288197,5.0,1,0,1,0.0,0.0,5.0,2,1
288200,11.0,1,1,1,2.0,2.0,7.0,3,1
288229,3.0,0,1,0,0.0,3.0,0.0,1,1
288243,4.0,0,1,0,0.0,4.0,0.0,1,1
288281,,0,0,1,,,,1,0
288283,18.0,0,1,0,0.0,18.0,0.0,1,1
288310,32.0,1,1,1,4.0,21.0,7.0,3,1
288357,9.0,0,1,0,0.0,9.0,0.0,1,1
288362,22.0,1,1,1,0.0,15.0,7.0,3,1
288367,,0,0,1,,,,1,0
288368,33.0,0,1,1,0.0,33.0,0.0,2,1
288387,35.0,0,1,1,0.0,26.0,9.0,2,1
288411,26.0,0,0,1,0.0,0.0,26.0,1,1
288515,19.0,0,1,0,0.0,19.0,0.0,1,1
288561,3.0,0,1,0,0.0,3.0,0.0,1,1
288562,7.0,1,1,1,0.0,0.0,7.0,3,1
288639,24.0,1,1,0,0.0,24.0,0.0,2,1
288725,17.0,0,0,1,0.0,0.0,17.0,1,1
288783,4.0,0,0,1,0.0,0.0,4.0,1,1
288815,134.0,1,1,0,37.0,97.0,0.0,2,1
288837,,0,1,0,,,,1,0
288838,,0,0,1,,,,1,0
288936,,0,0,1,,,,1,0
288982,52.0,1,1,0,0.0,52.0,0.0,2,1
289031,15.0,1,1,1,0.0,8.0,7.0,3,1
289058,74.0,0,1,1,0.0,56.0,18.0,2,1
289062,4.0,0,1,1,0.0,1.0,3.0,2,1
289093,25.0,0,0,1,0.0,0.0,25.0,1,1
289102,16.0,0,1,1,0.0,10.0,6.0,2,1
289105,27.0,0,0,1,0.0,0.0,27.0,1,1
289212,9.0,0,0,1,0.0,0.0,9.0,1,1
289256,6.0,0,1,0,0.0,6.0,0.0,1,1
289266,10.0,0,1,0,0.0,10.0,0.0,1,1
289285,50.0,0,1,0,0.0,50.0,0.0,1,1
289325,1.0,0,0,1,0.0,0.0,1.0,1,1
289341,5.0,1,1,0,0.0,5.0,0.0,2,1
289387,18.0,1,1,0,1.0,17.0,0.0,2,1
289395,10.0,0,1,0,0.0,10.0,0.0,1,1
289408,42.0,1,1,1,0.0,32.0,10.0,3,1
289411,11.0,0,1,0,0.0,11.0,0.0,1,1
289502,6.0,0,1,1,0.0,4.0,2.0,2,1
289530,6.0,0,1,1,0.0,2.0,4.0,2,1
289557,,0,1,0,,,,1,0
289564,95.0,1,1,1,27.0,61.0,7.0,3,1
289580,3.0,0,0,1,0.0,0.0,3.0,1,1
289583,,1,0,0,,,,1,0
289589,3.0,0,1,0,0.0,3.0,0.0,1,1
289591,14.0,0,1,0,0.0,14.0,0.0,1,1
289622,30.0,0,1,0,0.0,30.0,0.0,1,1
289634,,0,1,0,,,,1,0
289636,11.0,0,1,0,0.0,11.0,0.0,1,1
289642,8.0,0,0,1,0.0,0.0,8.0,1,1
289719,,0,1,0,,,,1,0
289742,31.0,1,1,1,0.0,19.0,12.0,3,1
289744,13.0,0,0,1,0.0,0.0,13.0,1,1
289767,17.0,0,1,1,0.0,3.0,14.0,2,1
289831,134.0,0,1,0,0.0,134.0,0.0,1,1
289930,13.0,1,1,0,0.0,13.0,0.0,2,1
289931,6.0,1,1,0,0.0,6.0,0.0,2,1
289944,1.0,0,1,0,0.0,1.0,0.0,1,1
289957,1.0,1,0,1,1.0,0.0,0.0,2,1
289969,2.0,0,0,1,0.0,0.0,2.0,1,1
289979,5.0,0,0,1,0.0,0.0,5.0,1,1
289982,5.0,0,1,0,0.0,5.0,0.0,1,1
290042,5.0,0,1,0,0.0,5.0,0.0,1,1
290057,31.0,1,0,0,31.0,0.0,0.0,1,1
290072,15.0,0,0,1,0.0,0.0,15.0,1,1
290087,6.0,0,1,0,0.0,6.0,0.0,1,1
290111,12.0,1,1,0,3.0,9.0,0.0,2,1
290135,27.0,0,1,0,0.0,27.0,0.0,1,1
290144,53.0,0,1,0,0.0,53.0,0.0,1,1
290188,2.0,0,1,0,0.0,2.0,0.0,1,1
290223,26.0,1,1,1,6.0,11.0,9.0,3,1
290272,26.0,1,1,0,0.0,26.0,0.0,2,1
290303,,0,1,0,,,,1,0
290307,5.0,1,1,0,0.0,5.0,0.0,2,1
290312,17.0,0,0,1,0.0,0.0,17.0,1,1
290315,116.0,0,1,1,0.0,93.0,23.0,2,1
290326,1.0,0,0,1,0.0,0.0,1.0,1,1
290331,32.0,0,0,1,0.0,0.0,32.0,1,1
290377,1.0,0,0,1,0.0,0.0,1.0,1,1
290386,,0,1,0,,,,1,0
290390,14.0,0,0,1,0.0,0.0,14.0,1,1
290407,10.0,0,1,1,0.0,10.0,0.0,2,1
290416,103.0,1,1,1,0.0,103.0,0.0,3,1
290442,3.0,0,1,0,0.0,3.0,0.0,1,1
290447,,1,0,0,,,,1,0
290451,6.0,0,0,1,0.0,0.0,6.0,1,1
290475,,0,1,0,,,,1,0
