EID,TYPECODE项目ID,DJDATE中标日期,IFHOME项目地是否企业登记地
150702,4275459,Jun-14,0
150702,4474113,Aug-14,0
150702,4634668,Oct-14,0
150702,4752385,Nov-14,0
150702,4543030,Sep-14,0
151728,2981099,Sep-13,1
151728,4219291,Jun-14,1
151728,4161137,May-14,1
151728,5643759,Jul-15,1
151728,5124352,Mar-15,1
151728,4487208,Aug-14,1
151728,5501280,Jul-15,1
151728,4533282,Sep-14,1
151728,5066069,Mar-15,1
151728,3968624,Jan-14,1
153617,4276698,Jun-14,1
153617,4417142,Aug-14,1
153617,4454416,Aug-14,1
153617,5733103,Aug-15,1
153617,4594991,Sep-14,1
153617,4827633,Dec-14,1
153617,5493709,Jul-15,1
156659,4078277,Apr-14,1
160038,5495992,Jul-15,0
160038,5341423,May-15,0
165369,5458340,Jun-15,0
165369,4856327,Dec-14,1
165369,5003265,Feb-15,1
165369,5186608,Apr-15,1
165369,4999452,Feb-15,1
165369,3982376,Jan-14,1
165369,5266676,May-15,1
172278,2972605,Sep-13,1
173996,4573985,Sep-14,0
173996,4759072,Nov-14,0
173996,4207522,May-14,1
173996,4974783,Jan-15,0
173996,4927073,Jan-15,0
173996,4222105,Jun-14,0
173996,4161451,May-14,0
173996,5486368,Jun-15,0
173996,3180516,Dec-13,0
174068,3075634,Oct-13,0
174068,3143555,Nov-13,0
174068,3242662,Dec-13,1
174068,5548286,Jul-15,0
174068,5461734,Jun-15,0
174068,5509253,Jul-15,0
174068,4572134,Sep-14,0
174068,5705063,Aug-15,0
174068,5756675,Aug-15,0
174068,5169087,Apr-15,0
174068,4418969,Aug-14,0
174068,4217461,Jun-14,0
180806,5334560,May-15,0
180806,5258696,May-15,0
180806,3180547,Dec-13,0
180806,4352151,Jul-14,0
180806,5082226,Mar-15,0
180806,4878669,Dec-14,0
180806,5456894,Jun-15,0
180806,4781692,Nov-14,0
180806,4771673,Nov-14,0
186813,3186151,Dec-13,1
186813,5456899,Jun-15,1
187659,5321777,May-15,1
195581,4199327,May-14,1
201904,5553061,Jul-15,1
203712,4807558,Dec-14,0
203712,4790258,Dec-14,0
203712,4798287,Dec-14,0
203712,4854734,Dec-14,0
203712,5434086,Jun-15,0
203712,4798288,Dec-14,0
203712,4854735,Dec-14,0
203712,4072395,Mar-14,1
203712,5271607,May-15,0
203712,4807815,Dec-14,0
203712,4891885,Dec-14,0
203712,4942808,Jan-15,0
203712,4848873,Dec-14,0
203712,4854732,Dec-14,0
203712,4875110,Dec-14,0
203712,4774457,Nov-14,0
203712,5010476,Feb-15,0
203712,4923098,Jan-15,0
203712,4891773,Dec-14,0
203712,4779312,Nov-14,0
203712,4870594,Dec-14,0
203712,3087352,Oct-13,0
203712,4812468,Dec-14,0
203712,4774206,Nov-14,0
203712,4934630,Jan-15,0
203712,5037564,Mar-15,0
203712,4961493,Jan-15,0
203712,4985016,Feb-15,0
203712,4807226,Dec-14,0
203712,4861827,Dec-14,0
203712,4941863,Jan-15,0
203712,4978286,Feb-15,0
203712,3151740,Nov-13,1
203712,4881761,Dec-14,0
203712,4906517,Jan-15,0
203712,4861808,Dec-14,0
203712,4807702,Dec-14,0
203712,4872011,Dec-14,0
203712,4807232,Dec-14,0
203712,4411157,Aug-14,0
203712,4076211,Mar-14,0
203712,4837570,Dec-14,1
203712,4231643,Jun-14,0
203712,4267298,Jun-14,1
203712,5203037,Apr-15,1
203712,4496863,Aug-14,0
203712,5514714,Jul-15,0
203712,4413208,Aug-14,1
203712,4243923,Jun-14,0
203712,5701777,Aug-15,0
203712,5519585,Jul-15,0
203712,4149937,May-14,0
203712,5468341,Jun-15,0
203712,4529359,Sep-14,0
203712,5423362,Jun-15,0
203712,5102328,Mar-15,0
203712,5283916,May-15,0
203712,4502445,Sep-14,1
203712,5283902,May-15,0
203712,4670353,Oct-14,1
203712,3975226,Jan-14,0
203712,5444350,Jun-15,0
203712,5502376,Jul-15,0
203712,5434227,Jun-15,0
203712,5472724,Jun-15,0
203712,4057672,Mar-14,0
203712,5468055,Jun-15,0
203712,5368347,Jun-15,0
203712,5208606,Apr-15,0
203712,5125461,Mar-15,0
203712,4422254,Aug-14,1
203712,4985024,Feb-15,0
203712,4704878,Nov-14,1
203712,4552129,Sep-14,0
203712,4951280,Jan-15,0
203712,5401330,Jun-15,0
203712,4065893,Mar-14,1
203712,5201021,Apr-15,0
203712,4978358,Feb-15,1
203712,4119308,Apr-14,0
203712,4249642,Jun-14,1
203712,4114883,Apr-14,0
203712,5446320,Jun-15,0
203712,5190102,Apr-15,0
203712,4795093,Dec-14,0
203712,4020482,Feb-14,1
203712,5367651,Jun-15,0
203712,4139003,May-14,1
203712,5712352,Aug-15,0
203712,4381943,Jul-14,0
203712,4435815,Aug-14,1
203712,5420309,Jun-15,0
203712,4857439,Dec-14,1
203712,5728075,Aug-15,0
203712,4288621,Jun-14,1
203712,4597881,Sep-14,0
203712,4631698,Oct-14,0
203712,5535647,Jul-15,0
203712,5311931,May-15,0
203712,5481844,Jun-15,0
203712,4226350,Jun-14,0
203712,4871209,Dec-14,0
203712,5624662,Jul-15,0
203712,5697787,Aug-15,0
203712,4057675,Mar-14,0
203712,4852976,Dec-14,0
203712,4057707,Mar-14,0
203712,4963475,Jan-15,0
203712,5407281,Jun-15,0
203712,5170785,Apr-15,0
203712,5185231,Apr-15,0
203712,5746166,Aug-15,0
203712,5721963,Aug-15,0
203712,5037530,Mar-15,0
203712,5669360,Aug-15,0
203712,5119103,Mar-15,0
203712,5396375,Jun-15,0
203712,5619684,Jul-15,0
203712,5674229,Aug-15,0
203712,5155342,Apr-15,0
203712,5675694,Aug-15,0
203712,5434086,Jun-15,0
203712,5361891,Jun-15,0
203712,5208104,Apr-15,0
203712,5638210,Jul-15,0
203712,5371971,Jun-15,0
203712,5503690,Jul-15,0
203712,5307206,May-15,0
203712,5638231,Jul-15,0
203712,5307180,May-15,0
203712,5773725,Aug-15,0
203712,5773740,Aug-15,0
203712,5271607,May-15,0
203712,5777045,Aug-15,0
203712,5741884,Aug-15,0
203712,5495003,Jul-15,0
203712,5619682,Jul-15,0
203712,5771211,Aug-15,0
203712,5494999,Jul-15,0
203712,5439997,Jun-15,0
203712,5638215,Jul-15,0
203712,5482209,Jun-15,0
203712,5113804,Mar-15,0
203712,5465994,Jun-15,0
203712,4968523,Jan-15,0
203712,5453928,Jun-15,0
203712,5568501,Jul-15,1
203712,5426273,Jun-15,0
203712,5702803,Aug-15,1
203712,5493654,Jul-15,0
203712,5629889,Jul-15,1
203712,5486376,Jun-15,0
203712,5493921,Jul-15,0
203712,5410194,Jun-15,0
203712,5483827,Jun-15,1
203712,5454029,Jun-15,0
203712,5501679,Jul-15,0
203712,5642122,Jul-15,1
203712,5439754,Jun-15,0
203712,5444349,Jun-15,0
203712,5444481,Jun-15,0
203712,5481818,Jun-15,0
203712,5423275,Jun-15,0
203712,5528062,Jul-15,1
203712,5366316,Jun-15,0
203712,5426244,Jun-15,0
203712,5780924,Aug-15,1
203712,5343005,May-15,0
203712,5467143,Jun-15,0
203712,5466061,Jun-15,0
210101,5651545,Aug-15,1
214224,4929398,Jan-15,1
214224,5019449,Feb-15,1
215769,4603609,Oct-14,0
225596,5233634,Apr-15,1
226759,3028569,Sep-13,0
226759,3975654,Jan-14,0
228128,3995894,Jan-14,0
228128,3200015,Dec-13,1
228128,3973718,Jan-14,0
228128,5169401,Apr-15,1
228733,5291925,May-15,0
228733,4549025,Sep-14,0
228733,5307986,May-15,0
228733,5442780,Jun-15,0
229304,4452712,Aug-14,0
232599,4620135,Oct-14,0
233360,3218939,Dec-13,0
233360,4026806,Feb-14,0
233360,4639116,Oct-14,1
233360,4033030,Feb-14,0
233360,5669511,Aug-15,0
233360,5269754,May-15,1
233360,4533719,Sep-14,0
233360,5249255,Apr-15,0
233360,4099773,Apr-14,0
233360,4533718,Sep-14,0
233360,5196936,Apr-15,1
235447,3175314,Dec-13,1
235447,4883287,Dec-14,1
235447,5292623,May-15,1
240489,5770564,Aug-15,1
240489,4132724,Apr-14,1
240489,4463385,Aug-14,1
242904,3208959,Dec-13,1
242904,4107518,Apr-14,1
242904,5197269,Apr-15,1
242904,5460286,Jun-15,1
242904,4197161,May-14,1
244352,5570029,Jul-15,0
244780,3224371,Dec-13,1
244780,2994896,Sep-13,1
244780,4533261,Sep-14,1
244780,4489871,Aug-14,0
244780,4786765,Nov-14,1
244780,4968120,Jan-15,0
244780,5112604,Mar-15,1
244780,4203795,May-14,1
244780,5635015,Jul-15,1
244780,4498095,Aug-14,1
244780,4404681,Jul-14,0
244780,5004631,Feb-15,1
244780,5748735,Aug-15,1
244780,4570859,Sep-14,1
246901,3239152,Dec-13,1
247793,4643933,Oct-14,1
247793,4305849,Jul-14,1
247793,4269000,Jun-14,1
247793,4841048,Dec-14,1
247793,4399238,Jul-14,1
247793,4262103,Jun-14,1
247793,4630955,Oct-14,1
270344,3215071,Dec-13,0
270344,3180516,Dec-13,0
270344,3201216,Dec-13,1
270344,3100025,Nov-13,1
270344,4861189,Dec-14,0
270344,3033594,Sep-13,1
270344,3146691,Nov-13,0
270344,3190142,Dec-13,1
270344,5770523,Aug-15,0
270344,2978972,Sep-13,1
270344,3237859,Dec-13,0
270344,5739075,Aug-15,0
270344,3003596,Sep-13,0
270344,3205716,Dec-13,1
270344,3031458,Sep-13,0
270344,3141695,Nov-13,1
270344,3126921,Nov-13,1
270344,5199543,Apr-15,0
270344,3225528,Dec-13,1
270344,3096021,Nov-13,1
270344,5074633,Mar-15,1
270344,3995007,Jan-14,1
270344,5781700,Aug-15,1
270344,4020260,Feb-14,1
270344,5048045,Mar-15,1
270344,4486920,Aug-14,0
270344,4506695,Sep-14,1
270344,5554092,Jul-15,1
270344,4489069,Aug-14,0
270344,4177427,May-14,1
270344,4046092,Mar-14,0
270344,4273896,Jun-14,0
270344,4332155,Jul-14,1
270344,5489500,Jun-15,1
270344,4314490,Jul-14,0
270344,5378050,Jun-15,0
270344,5759030,Aug-15,1
270344,5378048,Jun-15,0
270344,4639116,Oct-14,1
270344,5453063,Jun-15,1
270344,5205149,Apr-15,0
270344,4624674,Oct-14,1
270344,4184154,May-14,1
270344,4176669,May-14,0
270344,3975508,Jan-14,1
270344,4571541,Sep-14,1
270344,5265441,May-15,0
270344,5677062,Aug-15,1
270344,5066512,Mar-15,0
270344,4049573,Mar-14,1
270344,4230394,Jun-14,0
270344,5779784,Aug-15,0
270344,5005193,Feb-15,1
270344,5316852,May-15,1
270344,4544460,Sep-14,1
270344,4992977,Feb-15,1
270344,5489507,Jun-15,1
270344,5239864,Apr-15,0
270344,4049301,Mar-14,1
270344,5676460,Aug-15,1
270344,4886034,Dec-14,0
270344,4644585,Oct-14,1
270344,4093550,Apr-14,0
270344,4498756,Aug-14,0
270344,5266736,May-15,0
270344,4817889,Dec-14,1
270344,5092976,Mar-15,1
270344,4633615,Oct-14,0
270344,4775963,Nov-14,1
270344,4135039,Apr-14,0
270344,5034275,Mar-15,1
270344,4605145,Oct-14,1
270344,5355021,May-15,1
270344,5734196,Aug-15,1
270344,4657359,Oct-14,0
270344,4651625,Oct-14,0
270592,3194128,Dec-13,1
270592,4447067,Aug-14,1
270592,4450779,Aug-14,1
270592,5618722,Jul-15,1
270592,5685310,Aug-15,1
270592,4470063,Aug-14,1
270592,4575720,Sep-14,1
270592,4391694,Jul-14,1
270592,4359060,Jul-14,1
270592,5738310,Aug-15,1
270592,4450995,Aug-14,1
270592,4403753,Jul-14,1
270592,4384402,Jul-14,1
270592,4436202,Aug-14,1
270592,3977164,Jan-14,1
271910,3149186,Nov-13,1
271910,3094157,Oct-13,1
276280,5202959,Apr-15,1
277139,4297503,Jun-14,0
277139,4166540,May-14,0
277139,5031788,Feb-15,0
277139,5338654,May-15,0
284584,4930222,Jan-15,1
284584,5471721,Jun-15,1
284584,5112092,Mar-15,1
284584,5494525,Jul-15,1
284584,5413713,Jun-15,1
284584,5764381,Aug-15,1
284584,5268309,May-15,1
284584,5764816,Aug-15,1
284584,4982481,Feb-15,1
284584,4234481,Jun-14,1
284584,5037955,Mar-15,1
284584,4987447,Feb-15,1
284584,5112565,Mar-15,1
284584,4135498,Apr-14,1
284584,5744381,Aug-15,1
284584,5049768,Mar-15,1
284584,4370718,Jul-14,1
284584,5006218,Feb-15,0
284584,5113464,Mar-15,1
284584,4313092,Jul-14,1
284584,5414058,Jun-15,1
284584,5601785,Jul-15,1
284584,5254959,May-15,1
284584,5119883,Mar-15,1
284584,5119960,Mar-15,1
284584,4241573,Jun-14,1
285868,5219523,Apr-15,1
287600,5369031,Jun-15,0
287600,4510239,Sep-14,0
287713,5722337,Aug-15,0
287713,4034360,Feb-14,0
287713,5641144,Jul-15,0
287713,4405950,Jul-14,0
287713,4986679,Feb-15,0
288139,4284556,Jun-14,0
288139,4284556,Jun-14,0
294094,3230397,Dec-13,1
306567,4497925,Aug-14,1
306567,5339749,May-15,1
306567,4871329,Dec-14,1
310223,5260315,May-15,1
310454,4602763,Oct-14,1
310455,4917365,Jan-15,1
313434,4866385,Dec-14,1
313434,4549322,Sep-14,1
316503,5455294,Jun-15,1
322963,5567654,Jul-15,1
324873,4313448,Jul-14,1
331623,4509027,Sep-14,1
335713,5664442,Aug-15,1
335713,5664621,Aug-15,1
335713,4335707,Jul-14,1
338932,4346935,Jul-14,0
350839,4921774,Jan-15,0
352928,3133662,Nov-13,1
353685,4724491,Nov-14,1
353685,4194403,May-14,1
353685,4271702,Jun-14,1
353685,4729149,Nov-14,1
357572,5738609,Aug-15,1
358930,5641542,Jul-15,1
359559,4259386,Jun-14,0
361337,4723565,Nov-14,0
362598,5260237,May-15,1
374560,5562614,Jul-15,1
374560,3977752,Jan-14,1
374560,4470636,Aug-14,1
374560,5512295,Jul-15,0
374560,4233505,Jun-14,1
374560,4400687,Jul-14,1
378631,3077795,Oct-13,1
378631,3061238,Oct-13,1
378631,5492855,Jul-15,1
378631,4497385,Aug-14,1
378631,5637230,Jul-15,1
378631,5467080,Jun-15,1
378631,5638132,Jul-15,1
378631,4051619,Mar-14,1
378631,5050434,Mar-15,1
378631,4843571,Dec-14,1
379327,5334160,May-15,0
380545,2984752,Sep-13,1
380545,4435387,Aug-14,0
380545,5383283,Jun-15,1
380545,4625025,Oct-14,1
380545,5733173,Aug-15,1
380545,5733103,Aug-15,1
380545,4103836,Apr-14,1
381968,4367324,Jul-14,0
386324,3046031,Oct-13,1
386324,4439551,Aug-14,1
386324,5506871,Jul-15,1
386324,5506875,Jul-15,1
386324,4440393,Aug-14,1
386324,5507136,Jul-15,1
400533,4929398,Jan-15,1
400533,5644658,Jul-15,1
402373,4133459,Apr-14,1
402373,5500124,Jul-15,1
406045,3020612,Sep-13,1
409574,4596143,Sep-14,1
410109,3081718,Oct-13,0
410109,5120213,Mar-15,0
411726,4707180,Nov-14,1
411901,4217622,Jun-14,1
411901,4217603,Jun-14,1
415858,3222408,Dec-13,1
417537,3030332,Sep-13,0
417537,4303319,Jul-14,0
417537,4917365,Jan-15,1
419829,5527802,Jul-15,1
419829,4211923,May-14,1
420374,3159557,Nov-13,0
420374,3176358,Dec-13,0
420374,4420171,Aug-14,1
420374,4003457,Jan-14,1
420374,5672957,Aug-15,1
422859,5242787,Apr-15,1
423074,4028224,Feb-14,1
427107,4392747,Jul-14,1
427394,4027088,Feb-14,0
427394,4933092,Jan-15,0
427394,4227185,Jun-14,0
428994,4016907,Feb-14,0
428994,3975504,Jan-14,1
428994,4178216,May-14,1
432624,4660005,Oct-14,0
435282,3231849,Dec-13,0
435282,5732498,Aug-15,0
435282,4831588,Dec-14,0
435282,4987008,Feb-15,0
435282,4604378,Oct-14,0
436354,5573908,Jul-15,1
438076,4491195,Aug-14,1
441329,5144913,Mar-15,0
441329,4345565,Jul-14,0
441329,5769452,Aug-15,0
443572,5675571,Aug-15,0
443572,3201017,Dec-13,0
443572,3202550,Dec-13,0
443572,3246502,Dec-13,0
443572,5758800,Aug-15,0
443572,3996051,Jan-14,0
443572,5732690,Aug-15,0
443572,4613760,Oct-14,0
443572,4437885,Aug-14,0
443572,4760488,Nov-14,0
443572,5758762,Aug-15,0
445339,3229842,Dec-13,1
445339,5640929,Jul-15,0
445339,5120755,Mar-15,0
445339,4679521,Oct-14,1
445339,4009370,Feb-14,0
445339,4159793,May-14,1
445339,4810339,Dec-14,1
445339,4114173,Apr-14,1
445339,5112565,Mar-15,1
445339,4396649,Jul-14,1
445339,4247675,Jun-14,1
445339,4895002,Dec-14,1
445339,4538452,Sep-14,1
448243,5066191,Mar-15,0
449448,3232295,Dec-13,1
449448,4850678,Dec-14,0
449448,4865244,Dec-14,0
451097,3096027,Nov-13,1
453316,4898401,Jan-15,0
454824,5260231,May-15,1
466202,3020690,Sep-13,1
466202,5192260,Apr-15,1
466202,4630652,Oct-14,1
469901,5741085,Aug-15,0
471437,4768258,Nov-14,1
473220,3158241,Nov-13,1
473220,3131516,Nov-13,1
473220,5617137,Jul-15,1
473220,4111535,Apr-14,1
473220,4736226,Nov-14,1
473463,4626611,Oct-14,0
476576,4376179,Jul-14,1
482124,4865980,Dec-14,1
482124,4928549,Jan-15,1
482124,4836701,Dec-14,0
483229,5768390,Aug-15,1
507145,4452712,Aug-14,0
508125,5757526,Aug-15,1
508426,5727368,Aug-15,1
508426,5727170,Aug-15,1
508426,4065915,Mar-14,0
508426,5501923,Jul-15,0
508426,5781146,Aug-15,1
508426,5744612,Aug-15,0
508738,3081056,Oct-13,0
509943,3030415,Sep-13,1
509943,4875552,Dec-14,1
509943,4322105,Jul-14,1
509943,5517228,Jul-15,1
509943,5542269,Jul-15,1
509943,4146524,May-14,1
509943,4411513,Aug-14,1
509943,4283847,Jun-14,1
509943,4704873,Nov-14,1
509943,4304007,Jul-14,1
509943,5668307,Aug-15,1
509943,5556724,Jul-15,0
511698,5459650,Jun-15,1
512561,4553646,Sep-14,1
512561,5740376,Aug-15,1
512561,5224410,Apr-15,1
512561,5010606,Feb-15,1
512561,5131782,Mar-15,0
512561,5616024,Jul-15,1
512561,4706678,Nov-14,1
514640,3019198,Sep-13,1
514640,3182924,Dec-13,1
514640,3021464,Sep-13,0
514640,4031184,Feb-14,0
514640,4612887,Oct-14,1
514640,4732431,Nov-14,1
514640,5787416,Aug-15,1
514640,4564096,Sep-14,1
514640,5218782,Apr-15,1
514640,4983369,Feb-15,1
514640,4241668,Jun-14,1
514640,3182924,Dec-13,1
514640,3021464,Sep-13,0
514640,3019198,Sep-13,1
514640,4983369,Feb-15,1
514640,4241668,Jun-14,1
514640,4612887,Oct-14,1
514640,4031184,Feb-14,0
514640,4732431,Nov-14,1
514640,5787416,Aug-15,1
514640,4564096,Sep-14,1
514640,5218782,Apr-15,1
516822,5640487,Jul-15,1
516822,3205780,Dec-13,1
516822,5337547,May-15,0
516822,5264679,May-15,0
516822,4225196,Jun-14,0
516822,4891349,Dec-14,0
516822,4544956,Sep-14,0
516822,3978054,Jan-14,0
516822,5131684,Mar-15,0
516822,4242001,Jun-14,1
517289,3239620,Dec-13,1
517289,2995752,Sep-13,1
517289,3121707,Nov-13,1
517289,3052131,Oct-13,1
517289,3173418,Dec-13,1
517289,3069649,Oct-13,1
517289,3209534,Dec-13,1
517289,3173586,Dec-13,1
517289,3209781,Dec-13,1
517289,3183207,Dec-13,1
517289,3117120,Nov-13,1
517289,3231442,Dec-13,0
517289,3107664,Nov-13,1
517289,3067722,Oct-13,1
517289,3165783,Nov-13,1
517289,3210335,Dec-13,1
517289,3212732,Dec-13,0
517289,3233019,Dec-13,1
517289,3103381,Nov-13,1
517289,3007094,Sep-13,1
517289,3192527,Dec-13,1
517289,3216745,Dec-13,1
517289,3075444,Oct-13,1
517289,3195963,Dec-13,1
517289,3243560,Dec-13,1
517289,3121708,Nov-13,1
517289,3005815,Sep-13,1
517289,3233404,Dec-13,1
517289,3124976,Nov-13,1
517289,3065048,Oct-13,1
517289,3218267,Dec-13,1
517289,3039951,Oct-13,1
517289,3228035,Dec-13,1
517289,3036972,Oct-13,1
517289,3136459,Nov-13,1
517289,3163672,Nov-13,1
517289,3164704,Nov-13,1
517289,3210453,Dec-13,1
517289,3173248,Dec-13,1
517289,3100979,Nov-13,1
517289,3192596,Dec-13,1
517289,3195881,Dec-13,1
517289,3192534,Dec-13,1
517289,3243519,Dec-13,1
517289,3104913,Nov-13,1
517289,2980572,Sep-13,1
517289,3140416,Nov-13,1
517289,3209842,Dec-13,1
517289,3133072,Nov-13,1
517289,3171665,Nov-13,1
517289,3125694,Nov-13,1
517289,3233066,Dec-13,1
517289,3182839,Dec-13,1
517289,3072521,Oct-13,1
517289,3026605,Sep-13,1
517289,3167044,Nov-13,1
517289,3082255,Oct-13,1
517289,3125317,Nov-13,1
517289,3035430,Oct-13,1
517289,3192618,Dec-13,1
517289,3082958,Oct-13,1
517289,2975234,Sep-13,1
517289,3001160,Sep-13,1
517289,2972251,Sep-13,1
517289,3208927,Dec-13,1
517289,3243291,Dec-13,1
517289,3182843,Dec-13,1
517289,3218900,Dec-13,1
517289,3069645,Oct-13,1
517289,3084240,Oct-13,1
517289,3070491,Oct-13,1
517289,3241614,Dec-13,1
517289,3242190,Dec-13,0
517289,3026591,Sep-13,1
517289,3102818,Nov-13,1
517289,2992679,Sep-13,1
517289,3104483,Nov-13,1
517289,3058054,Oct-13,1
517289,3162931,Nov-13,1
517289,3135351,Nov-13,1
517289,3032901,Sep-13,1
517289,3165324,Nov-13,1
517289,3070448,Oct-13,1
517289,3040238,Oct-13,1
517289,3100958,Nov-13,0
517289,3244434,Dec-13,1
517289,3209065,Dec-13,0
517289,3171454,Nov-13,1
517289,3026589,Sep-13,1
517289,3136338,Nov-13,0
517289,3041558,Oct-13,1
517289,3110626,Nov-13,0
517289,3209936,Dec-13,1
517289,3029867,Sep-13,1
517289,3121886,Nov-13,1
517289,3101329,Nov-13,1
517289,3184227,Dec-13,1
517289,3232198,Dec-13,1
517289,3037030,Oct-13,1
517289,3104950,Nov-13,1
517289,3026542,Sep-13,1
517289,3085615,Oct-13,1
517289,3107272,Nov-13,1
517289,3197521,Dec-13,1
517289,3165216,Nov-13,1
517289,3183765,Dec-13,1
517289,3183542,Dec-13,1
517289,3171377,Nov-13,1
517289,3173218,Dec-13,1
517289,3100577,Nov-13,1
517289,3003785,Sep-13,1
517289,3049201,Oct-13,1
517289,3217029,Dec-13,1
517289,3163342,Nov-13,1
517289,3216892,Dec-13,1
517289,3064235,Oct-13,1
517289,3137027,Nov-13,1
517289,2990170,Sep-13,1
517289,3218253,Dec-13,1
517289,3227738,Dec-13,0
517289,3079014,Oct-13,1
517289,3069270,Oct-13,1
517289,3075956,Oct-13,1
517289,3163343,Nov-13,1
517289,3232867,Dec-13,1
517289,3233062,Dec-13,0
517289,3033128,Sep-13,1
517289,3117125,Nov-13,1
517289,3069565,Oct-13,1
517289,3027749,Sep-13,1
517289,3102443,Nov-13,1
517289,3102793,Nov-13,1
517289,2983561,Sep-13,0
517289,2998092,Sep-13,1
517289,3024776,Sep-13,1
517289,2992729,Sep-13,1
517289,3068728,Oct-13,1
517289,3067743,Oct-13,1
517289,3136650,Nov-13,1
517289,3056802,Oct-13,1
517289,3244732,Dec-13,1
517289,3173360,Dec-13,1
517289,3163417,Nov-13,1
517289,3121783,Nov-13,1
517289,3217749,Dec-13,1
517289,3217704,Dec-13,1
517289,3182758,Dec-13,0
517289,3004048,Sep-13,1
517289,3232193,Dec-13,1
517289,3017067,Sep-13,1
517289,3086990,Oct-13,1
517289,3037178,Oct-13,1
517289,3066047,Oct-13,1
517289,3210424,Dec-13,1
517289,3085235,Oct-13,1
517289,3111596,Nov-13,1
517289,3228010,Dec-13,1
517289,3001413,Sep-13,1
517289,3192601,Dec-13,1
517289,3173562,Dec-13,1
517289,3102815,Nov-13,1
517289,3173651,Dec-13,1
517289,3035667,Oct-13,1
517289,3081264,Oct-13,1
517289,3072552,Oct-13,1
517289,4198970,May-14,1
517289,4650933,Oct-14,1
517289,4102861,Apr-14,1
517289,4611267,Oct-14,1
517289,5502121,Jul-15,1
517289,4239970,Jun-14,1
517289,4479210,Aug-14,1
517289,5153908,Apr-15,1
517289,4602652,Oct-14,0
517289,4102658,Apr-14,1
517289,4841366,Dec-14,0
517289,5154307,Apr-15,1
517289,4601779,Sep-14,0
517289,4478630,Aug-14,1
517289,4556006,Sep-14,1
517289,4345110,Jul-14,1
517289,4956202,Jan-15,1
517289,4248738,Jun-14,1
517289,4815107,Dec-14,1
517289,4153587,May-14,0
517289,5375109,Jun-15,1
517289,4502150,Sep-14,1
517289,4239885,Jun-14,1
517289,4336379,Jul-14,1
517289,4131653,Apr-14,1
517289,4279847,Jun-14,1
517289,4316333,Jul-14,0
517289,4350630,Jul-14,1
517289,4375717,Jul-14,1
517289,4475662,Aug-14,1
517289,4197583,May-14,0
517289,5523501,Jul-15,1
517289,4102863,Apr-14,1
517289,4205479,Apr-14,1
517289,4205456,Apr-14,1
517289,4490587,Aug-14,1
517289,4199749,May-14,1
517289,4331306,Jul-14,1
517289,4104707,Apr-14,1
517289,4208925,Apr-14,1
517289,4026238,Feb-14,1
517289,4209041,Apr-14,1
517289,4742064,Nov-14,1
517289,4210394,May-14,1
517289,3970721,Jan-14,1
517289,4102461,Apr-14,0
517289,5176451,Apr-15,1
517289,4142599,May-14,1
517289,4887538,Dec-14,1
517289,5165164,Apr-15,0
517289,4826341,Dec-14,1
517289,4877064,Dec-14,0
517289,4205557,Apr-14,0
517289,4331404,Jul-14,1
517289,4981140,Feb-15,1
517289,4312167,Jul-14,1
517289,4836655,Dec-14,0
517289,4473985,Aug-14,1
517289,3995090,Jan-14,1
517289,4579323,Sep-14,1
517289,4103623,Apr-14,1
517289,4601903,Sep-14,1
517289,4209050,Apr-14,1
517289,4103520,Apr-14,1
517289,4104582,Apr-14,1
517289,4865857,Dec-14,1
517289,4773086,Nov-14,1
517289,3971273,Jan-14,1
517289,3994575,Jan-14,1
517289,4012613,Feb-14,1
517289,5222785,Apr-15,0
517289,4470419,Aug-14,0
517289,4849836,Dec-14,1
517289,5461197,Jun-15,1
517289,4595959,Sep-14,1
517289,4103996,Apr-14,1
517289,4102927,Apr-14,1
517289,4105314,Apr-14,1
517289,4859211,Dec-14,0
517289,4511825,Sep-14,1
517289,4103123,Apr-14,1
517289,4746267,Nov-14,1
517289,4308024,Jul-14,1
517289,4396328,Jul-14,1
517289,5191852,Apr-15,1
517289,4471595,Aug-14,0
517289,4309347,Jul-14,1
517289,4929805,Jan-15,0
517289,4592325,Sep-14,1
517289,4972658,Jan-15,1
517289,4415969,Aug-14,1
517289,5489973,Jun-15,1
517289,5486546,Jun-15,1
517289,5362514,Jun-15,1
517289,4316512,Jul-14,1
517289,4815141,Dec-14,1
517289,4901413,Jan-15,1
517289,5200158,Apr-15,1
517289,4106975,Apr-14,1
517289,4606398,Oct-14,0
517289,4850826,Dec-14,1
517289,3994485,Jan-14,1
517289,4104704,Apr-14,1
517289,4594431,Sep-14,0
517289,4206093,Apr-14,1
517289,5107920,Mar-15,0
517289,4247879,Jun-14,1
517289,4374858,Jul-14,1
517289,5157067,Apr-15,1
517289,5510921,Jul-15,1
517289,4102776,Apr-14,0
517289,4198452,May-14,1
517289,4576332,Sep-14,0
517289,4199310,May-14,1
517289,4986836,Feb-15,1
517289,4104576,Apr-14,1
517289,4806047,Dec-14,1
517289,4805840,Dec-14,1
517289,4000889,Jan-14,1
517289,4790748,Dec-14,1
517289,4103017,Apr-14,1
517289,4260923,Jun-14,0
517289,5194114,Apr-15,1
517289,4102893,Apr-14,1
517289,4199536,May-14,1
517289,4199149,May-14,1
517289,4126168,Apr-14,0
517289,4375637,Jul-14,0
517289,4199534,May-14,1
517289,4240844,Jun-14,1
